,Unnamed: 0.1,index,Unnamed: 0,id,ages_mean,gender_codes,family_size,income_list,expenditure_list,resident_codes,region_codes,NumCookingEquip_list,NumWashMach_list,NumDryer_list,NumTV_list,NumPC_list,NumFluLamp_codes,NumIcdLamp_codes,NumESLamp_codes,NumHeater_list,NumWaterHeater_list,NumAC_list,NumVehicle_codes,HouseAge_codes,WindowFrame_codes,GlassType_codes,Reno_WindowGlass_codes,Reno_WindowGap_codes,Reno_Wall_codes,Reno_OtherHeatInsu_codes,WinterSunshine_codes,SummerSunshine_codes,Weektime_list,Cookingtime_codes,Fridgetime_codes,Washmachinetime_codes,TVtime_codes,PCtime_codes,FluLamptime_codes,IcdLamptime_codes,ESLamptime_codes,MthHeattime_codes,DayHeatertime_codes,Waterheatingtime_codes,ACtime_codes,perCapitaHouseholdEmission,perCapitaCookingEmission,perCapitaRefrigerationEmission,perCapitaLaundryEmission,perCapitaTVEmission,perCapitaPCEmission,perCapitaLighteningEmission,perCapitaHeatingEmission,perCapitaWaterheaterEmission,perCapitaACEmission,perCapitaVehicleEmission,TotalEmission,CookingEmission,RefrigerationEmission,LaundryEmission,TVEmission,PCEmission,LighteningEmission,HeatingEmission,WaterheaterEmission,ACEmission,VehicleEmission,demographicType,IF_single_elderly,IF_singleAE,IF_singleA,IF_couple_elderly,IF_coupleA,IF_singleWithChildren,IF_coupleWithChildren,IF_grandparentKids,IF_bigFamily,childrenNumber,elderNumber,IF_existElderly,IF_existChildren
60,60,60,61,476,63.5,0,2,50000,40000,0,0,2,2,0,2,2,2.5,2.5,2.5,999999,1,1,0,1,1,0,5,5,6,6,5,5,7,3,4,1,5,0,3,2,1,4,999999,0,8,852.1142745,308.57736,5.40164002,0.040849209,1.967789824,0.140316831,4.651139584,291.6828645,2.414412,237.2379026,,1704.228549,617.15472,10.80328004,0.081698417,3.935579648,0.280633662,9.302279168,583.3657289,4.828824,474.4758052,,6,0,0,0,1,0,0,0,0,0,0,2,1,0
61,61,61,62,478,53,1,3,72000,26402,0,0,4,1,0,1,0,2.5,2.5,2.5,999999,1,1,1,4,2,1,5,5,5,5,4,8,7,4,4,5,5,999999,4,4,3,4,999999,4,3,,,,,,,,,,,,,,,,,,,,,,,8,0,0,0,0,0,0,0,0,0,0,2,1,0
62,62,62,63,481,35,1,2,80000,30000,1,0,3,0,0,1,1,999999,999999,2.5,999999,0,1,0,5,1,0,6,6,6,6,3,5,7,2,1,999999,0,0,999999,999999,0,999999,999999,999999,1,130.591746,109.040386,1.250814428,,1.6770936,0.89444992,0.089444992,,,17.639557,,261.1834919,218.080772,2.501628855,,3.3541872,1.78889984,0.178889984,,,35.279114,,1,0,0,0,0,1,0,0,0,0,0,0,0,0
63,63,63,64,489,39,1,3,100000,400000,0,0,3,1,0,2,5,5.5,999999,2.5,1,1,1,1,6,0,1,3,5,6,6,5,6,7,1,999999,2,3,0,2,999999,0,999999,8,1,4,143.4603738,18.82028027,,3.8333568,15.6528736,10.21163659,4.830029567,,5.36536,84.74683703,,430.3811215,56.4608408,,11.5000704,46.9586208,30.63490976,14.4900887,,16.09608,254.2405111,,9,0,0,0,0,0,0,0,0,0,0,0,0,0
64,64,64,65,490,52.5,1,2,90000,41000,0,0,3,1,0,1,2,5.5,999999,2.5,999999,1,1,0,5,2,1,5,5,5,5,4,6,7,2,4,2,2,2,3,999999,3,4,999999,3,2,1167.684213,178.3270216,8.102460035,0.4192734,6.7083744,14.75842368,11.27006899,179.2358057,737.919,30.94378494,,2335.368425,356.6540432,16.20492007,0.8385468,13.4167488,29.51684736,22.54013798,358.4716113,1475.838,61.88756988,,1,0,0,0,0,1,0,0,0,0,0,0,0,0
65,65,65,66,493,35,0,2,45000,32500,0,0,5,1,0,2,1,999999,999999,17.5,1,1,0,1,5,0,1,6,6,6,6,0,0,7,1,4,5,0,999999,999999,999999,0,999999,8,1,999999,636.8078,73.387496,5.40164002,2.45973728,0.676427752,,1.34167488,548.712,4.828824,,,1273.6156,146.774992,10.80328004,4.91947456,1.352855504,,2.68334976,1097.424,9.657648,,,11,0,0,0,0,0,0,0,0,0,0,0,0,0
66,66,66,67,509,57.63636364,0,11,110000,9999998,0,0,4,1,0,2,2,2.5,999999,2.5,999999,1,1,0,4,4,0,6,6,6,4,5,6,7,4,4,4,4,5,4,999999,2,4,999999,3,2,171.4426526,56.10497455,2.559029141,,,,0.878187194,105.8823529,2.613,3.405108848,,1885.869179,617.15472,28.14932055,,,,9.660059136,1164.705882,28.743,37.45619733,,7,0,0,0,0,0,0,0,0,1,0,9,1,0
67,67,67,68,510,26.33333333,1,6,100000,23500,1,0,0,0,0,0,1,999999,999999,2.5,999999,1,1,0,999999,2,0,6,6,6,6,2,3,0,999999,999999,999999,999999,5,999999,999999,2,999999,999999,1,5,0,,,,,0,0,,0,,,0,,,,,0,0,,0,,,7,0,0,0,0,0,0,0,0,1,1,0,0,1
68,68,68,69,512,30.5,1,2,15000,29500,0,0,5,1,0,2,2,999999,999999,2.5,999999,1,4,1,6,2,1,5,5,6,6,3,3,7,2,4,1,3,3,999999,999999,0,3,999999,1,1,893.621813,54.7837472,6.198404645,,,0.243513991,0.089444992,577.9795395,33.5335,46.1194125,174.67425,1787.243626,109.5674944,12.39680929,,,0.487027981,0.178889984,1155.959079,67.067,92.238825,349.3485,11,0,0,0,0,0,0,0,0,0,0,0,0,0
69,69,69,70,513,40.25,0,4,50000,33000,0,0,5,1,0,1,1,5.5,999999,5.5,999999,1,2,1,5,2,1,6,6,6,6,6,4,7,3,4,3,1,2,3,999999,3,3,999999,2,1,760.7534623,236.1391228,2.70082001,0.011859448,0.061493432,0.019677898,6.440039425,276.5984655,4.828824,1.05415975,232.899,3043.013849,944.5564912,10.80328004,0.04743779,0.245973728,0.078711593,25.7601577,1106.393862,19.315296,4.216639,931.596,9,0,0,0,0,0,0,0,0,0,0,0,0,0
70,70,70,71,515,46.5,0,4,9999998,9999998,0,0,0,0,0,0,1,999999,999999,2.5,1,0,0,0,999999,2,0,6,6,6,6,999999,999999,1,999999,999999,999999,999999,0,999999,999999,0,999999,0,999999,999999,0.623166208,,,,,0.06388928,0.006388928,0.552888,,,,2.492664832,,,,,0.25555712,0.025555712,2.211552,,,,8,0,0,0,0,0,0,0,0,0,0,2,1,0
71,71,71,72,518,62.5,0,2,70000,16300,0,0,2,1,0,1,0,999999,2.5,2.5,1,0,0,0,2,3,0,1,1,6,6,2,2,7,1,1,0,2,999999,999999,0,1,999999,1,999999,999999,117.1603623,102.8910428,0.500325771,0.7187544,6.7083744,,0.626114944,5.71575,,,,234.3207246,205.7820856,1.000651542,1.4375088,13.4167488,,1.252229888,11.4315,,,,6,0,0,0,1,0,0,0,0,0,0,2,1,0
72,72,72,73,520,56,1,3,120000,35400,0,0,4,1,0,1,1,999999,999999,5.5,999999,1,2,0,4,2,1,5,5,5,6,7,8,7,2,4,2,3,2,999999,999999,3,3,999999,2,1,385.7189283,112.1230656,10.33067441,1.597232,6.7083744,2.385199787,1.431119872,203.8235294,44.71133333,2.608399667,,1157.156785,336.3691968,30.99202323,4.791696,20.1251232,7.15559936,4.293359616,611.4705882,134.134,7.825199,,8,0,0,0,0,0,0,0,0,0,0,2,1,0
73,73,73,74,528,66.5,0,2,72000,30650,0,0,4,1,0,2,0,999999,999999,2.5,999999,1,1,0,5,3,1,6,6,6,6,0,2,7,3,4,4,3,999999,999999,999999,2,4,999999,1,0,1023.213447,234.228176,13.50410006,0.04423104,16.770936,,0.357779968,737.595908,16.900884,3.811432,,2046.426894,468.456352,27.00820011,0.08846208,33.541872,,0.715559936,1475.191816,33.801768,7.622864,,6,0,0,0,1,0,0,0,0,0,0,2,1,0
74,74,74,75,537,37.33333333,1,3,13000,42500,1,0,2,0,0,1,0,999999,999999,2.5,2,0,1,0,999999,0,0,5,5,5,6,5,7,1,2,4,999999,4,999999,999999,999999,2,999999,1,999999,2,27.33231239,7.900009867,4.132269763,,0.02395848,,0.034074283,15.242,,,,81.99693718,23.7000296,12.39680929,,0.07187544,,0.102222848,45.726,,,,9,0,0,0,0,0,0,0,0,0,0,0,0,0
75,75,75,76,543,33,1,2,300000,74000,0,0,5,1,0,2,1,999999,999999,2.5,999999,1,2,1,5,0,1,4,4,6,6,3,4,7,2,4,3,3,2,999999,999999,2,3,999999,3,4,1467.705701,52.0623096,7.74800581,0.100625616,13.4167488,11.180624,0.357779968,497.8772379,100.6005,85.6648692,698.697,2935.411402,104.1246192,15.49601162,0.201251232,26.8334976,22.361248,0.715559936,995.7544757,201.201,171.3297384,1397.394,1,0,0,0,0,1,0,0,0,0,0,0,0,0
76,76,76,77,551,37.6,0,5,9999998,37000,0,0,3,1,0,1,1,999999,999999,2.5,999999,0,2,1,5,2,1,4,6,6,6,7,8,7,2,4,3,3,0,999999,999999,2,3,999999,999999,0,219.6005228,122.4629952,2.160656008,,,,0.143111987,94.8337596,,,,1098.002614,612.314976,10.80328004,,,,0.715559936,474.168798,,,,7,0,0,0,0,0,0,0,0,1,1,2,1,1
77,77,77,78,553,46.33333333,0,3,36000,21200,0,0,3,1,1,1,1,5.5,999999,2.5,999999,1,1,0,5,3,1,5,5,4,5,4,6,7,1,4,2,4,3,3,999999,3,4,999999,1,5,,,,,,,,,,,,,,,,,,,,,,,8,0,0,0,0,0,0,0,0,0,0,1,1,0
78,78,78,79,563,43,0,3,200000,60000,0,0,6,1,0,1,1,999999,5.5,8.5,999999,1,1,0,6,2,1,6,6,6,6,0,0,7,1,4,3,2,1,999999,6,6,3,999999,0,8,403.800114,21.21612827,3.33550514,2.395848,8.9444992,1.192599893,38.64023653,237.8516624,2.68268,87.54095467,,1211.400342,63.6483848,10.00651542,7.187544,26.8334976,3.57779968,115.9207096,713.5549872,8.04804,262.622864,,9,0,0,0,0,0,0,0,0,0,0,0,0,0
79,79,79,80,566,63.5,0,2,79200,26000,0,0,4,1,0,1,0,2.5,999999,2.5,999999,0,1,0,5,3,0,4,4,4,6,6,7,7,2,4,3,3,999999,2,999999,1,4,999999,999999,4,344.8544355,76.721736,6.752050025,0.0898443,0.110688178,,1.967789824,199.1508952,,60.061432,,689.7088709,153.443472,13.50410005,0.1796886,0.221376355,,3.935579648,398.3017903,,120.122864,,6,0,0,0,1,0,0,0,0,0,0,2,1,0
80,80,80,81,572,44.33333333,0,3,100000,50000,0,0,7,1,0,3,2,999999,999999,5.5,2,1,4,1,6,0,1,6,6,5,6,7,8,7,2,4,2,0,2,999999,999999,2,999999,8,1,8,778.1619363,116.8349,4.501366683,0.67083744,0.178889984,0.132378588,0.954079915,0.228096,491.946,85.08238767,77.633,2334.485809,350.5047,13.50410005,2.01251232,0.536669952,0.397135764,2.862239744,0.684288,1475.838,255.247163,232.899,9,0,0,0,0,0,0,0,0,0,0,0,0,0
81,81,81,82,577,60.5,0,2,70000,40000,0,0,4,1,0,1,1,999999,999999,12.5,999999,1,3,1,0,2,1,6,6,6,6,4,5,7,1,4,2,4,0,999999,999999,3,4,999999,1,1,1946.698999,86.6478704,10.89113622,,,2.795156,5.36669952,1458.414323,245.973,20.16131482,116.4495,3893.397998,173.2957408,21.78227244,,,5.590312,10.73339904,2916.828645,491.946,40.32262963,232.899,6,0,0,0,1,0,0,0,0,0,0,2,1,0
82,82,82,83,581,57,0,2,10000,39000,0,0,4,1,0,2,1,999999,999999,12.5,3,0,3,0,6,2,1,6,6,5,6,7,8,7,2,0,4,3,0,999999,999999,0,999999,4,999999,0,,,,,,,,,,,,,,,,,,,,,,,6,0,0,0,1,0,0,0,0,0,0,2,1,0
83,83,83,84,584,38.5,0,2,60000,9999998,0,0,3,1,0,1,1,999999,999999,5.5,999999,1,1,0,999999,3,0,6,6,6,6,0,0,7,3,4,4,1,999999,999999,999999,2,3,999999,2,3,666.4293885,77.14434,,,,,1.431119872,95.9079284,491.946,,,1332.858777,154.28868,,,,,2.862239744,191.8158568,983.892,,,1,0,0,0,0,1,0,0,0,0,0,0,0,0
84,84,84,85,585,37,1,5,500000,150000,0,0,6,1,0,1,3,5.5,999999,5.5,1,1,3,1,6,2,0,5,6,6,6,4,5,7,3,4,4,1,4,3,999999,3,999999,8,1,2,513.9676194,100.7989528,9.573041128,0.105417312,0.147584237,0.10626065,5.15203154,,6.7603536,13.1309542,378.193024,2569.838097,503.994764,47.86520564,0.52708656,0.737921184,0.531303252,25.7601577,,33.801768,65.654771,1890.96512,7,0,0,0,0,0,0,0,0,1,1,2,1,1
85,85,85,86,587,32,0,2,400000,160000,-99,0,6,1,0,1,4,2.5,999999,5.5,999999,2,2,1,6,0,1,6,6,6,6,6,6,5,2,4,2,1,0,3,999999,2,5,999999,0,8,1603.822009,249.961192,12.50814428,19.9654,7.98616,2.8750176,2.93890688,832.4808185,22.41954,98.1308695,354.55596,3207.644017,499.922384,25.01628855,39.9308,15.97232,5.7500352,5.87781376,1664.961637,44.83908,196.261739,709.11192,1,0,0,0,0,1,0,0,0,0,0,0,0,0
86,86,86,87,589,29.5,0,2,86000,82500,0,0,1,1,0,0,1,8.5,999999,2.5,999999,1,2,0,6,2,0,6,6,6,5,3,2,7,5,4,2,999999,2,3,999999,2,4,999999,4,1,1873.859262,385.7217,5.00325771,3.3541872,,11.180624,19.14122829,428.1329924,983.892,37.433272,,3747.718523,771.4434,10.00651542,6.7083744,,22.361248,38.28245658,856.2659847,1967.784,74.866544,,11,0,0,0,0,0,0,0,0,0,0,0,0,0
87,87,87,88,595,25,0,2,100000,60000,1,0,3,1,0,0,2,999999,999999,5.5,999999,1,2,0,999999,2,1,6,6,6,6,1,2,5,1,4,0,999999,1,999999,999999,2,4,999999,3,1,698.526223,38.332632,5.40164002,,,3.8333568,1.02222848,639.3861895,8.277984,2.272192417,,1397.052446,76.665264,10.80328004,,,7.6667136,2.04445696,1278.772379,16.555968,4.544384833,,1,0,0,0,0,1,0,0,0,0,0,0,0,0
88,88,88,89,600,42.4,0,5,80000,9999998,0,0,4,1,0,1,0,5.5,999999,5.5,999999,0,1,0,4,2,0,4,4,6,6,5,5,6,3,4,2,3,999999,2,999999,5,5,999999,999999,2,310.5184248,84.14016,6.198404646,3.8333568,3.45002112,,4.416027034,174.7058824,,33.7745728,,1552.592124,420.7008,30.99202323,19.166784,17.2501056,,22.08013517,873.5294118,,168.872864,,7,0,0,0,0,0,0,0,0,1,1,2,1,1
89,89,89,90,608,26,1,1,80000,47000,1,0,6,1,0,1,1,5.5,2.5,999999,1,2,1,0,6,0,0,6,6,6,6,6,8,6,1,4,2,2,4,2,2,999999,999999,4,2,2,241.6311239,145.9836352,13.50410005,0.138000845,0.805004928,0.168667699,15.3334272,14.33413333,22.074624,29.28953067,,241.6311239,145.9836352,13.50410005,0.138000845,0.805004928,0.168667699,15.3334272,14.33413333,22.074624,29.28953067,,0,0,1,1,0,0,0,0,0,0,0,0,0,0
90,90,90,91,613,47.5,0,4,400000,46360,0,0,3,1,0,2,0,999999,999999,2.5,999999,1,2,0,4,2,1,5,5,5,6,4,6,7,2,4,3,2,999999,999999,999999,2,4,999999,2,0,333.6808285,77.3639594,7.748005808,0.2695329,4.192734,,0.178889984,203.8235294,35.139,4.965176938,,1334.723314,309.4558376,30.99202323,1.0781316,16.770936,,0.715559936,815.2941176,140.556,19.86070775,,8,0,0,0,0,0,0,0,0,0,0,1,1,0
91,91,91,92,615,80,0,1,42000,32400,0,0,3,1,0,2,0,999999,999999,999999,1,1,1,0,1,2,0,6,6,6,6,4,7,7,1,4,2,4,999999,999999,999999,999999,999999,2,1,1,492.059771,127.2089,18.90574008,0.03317328,1.6770936,,,,281.112,63.122864,,492.059771,127.2089,18.90574008,0.03317328,1.6770936,,,,281.112,63.122864,,5,1,1,0,0,0,0,0,0,0,0,1,1,0
92,92,92,93,623,54,1,4,100000,95000,0,0,3,1,0,1,1,999999,999999,8.5,1,1,3,1,4,0,0,4,4,6,6,3,4,7,2,4,4,3,0,999999,999999,0,999999,7,3,0,277.2106503,153.3106498,2.70082001,,5.0312808,0.44722496,0.313057472,47.7695232,7.18575,2.227594083,58.22475,1108.842601,613.2425992,10.80328004,,20.1251232,1.78889984,1.252229888,191.0780928,28.743,8.910376333,232.899,8,0,0,0,0,0,0,0,0,0,0,2,1,0
93,93,93,94,629,40.83333333,1,6,0,100000,1,0,3,1,0,1,0,2.5,999999,999999,999999,1,0,0,999999,4,1,6,6,6,6,7,8,7,2,4,3,0,999999,1,999999,999999,2,999999,2,999999,,,,,,,,,,,,,,,,,,,,,,,7,0,0,0,0,0,0,0,0,1,0,0,0,0
94,94,94,95,638,26.33333333,1,3,200000,110000,0,0,6,1,0,2,3,999999,999999,5.5,999999,1,3,1,6,2,1,6,6,6,6,5,6,7,1,4,2,0,1,999999,999999,2,3,999999,0,0,463.6205797,37.43988267,7.202186697,0.024597373,0.098389491,0.055344089,0.954079915,332.9923274,4.828824,2.391948222,77.633,1390.861739,112.319648,21.60656009,0.073792118,0.295168474,0.166032266,2.862239744,998.9769821,14.486472,7.175844667,232.899,2,0,0,0,0,0,0,1,0,0,1,0,0,1
95,95,95,96,641,44,0,5,50000,16900,0,0,1,1,0,2,0,999999,999999,5.5,999999,1,1,0,4,2,0,2,2,6,6,5,7,7,2,4,3,2,999999,999999,999999,3,3,999999,1,1,273.3842814,154.28868,,,,,0.858671923,104.8235294,13.4134,,,1366.921407,771.4434,,,,,4.293359616,524.1176471,67.067,,,7,0,0,0,0,0,0,0,0,1,1,2,1,1
96,96,96,97,642,54,0,5,9999997,132000,0,0,6,2,0,2,2,2.5,2.5,2.5,3,1,3,1,6,2,1,6,6,6,6,5,6,7,4,4,1,0,1,3,0,0,999999,0,1,0,601.8171748,27.08845568,6.198404646,1.50385536,1.34167488,1.142659773,1.288007885,0.2879625,0,4.00855405,558.9576,3009.085874,135.4422784,30.99202323,7.5192768,6.7083744,5.713298864,6.440039424,1.4398125,0,20.04277025,2794.788,7,0,0,0,0,0,0,0,0,1,0,2,1,0
97,97,97,98,644,44.33333333,0,3,30000,31400,0,0,6,1,0,1,0,999999,2.5,999999,2,0,1,0,2,2,1,5,5,5,5,2,0,7,4,4,4,3,999999,999999,3,999999,999999,4,999999,5,564.815312,408.6891537,5.401640023,,,,1.78889984,70.769664,,78.16595467,,1694.445936,1226.067461,16.20492007,,,,5.36669952,212.308992,,234.497864,,8,0,0,0,0,0,0,0,0,0,0,1,1,0
98,98,98,99,649,44,1,3,140000,49760,0,0,5,1,0,1,1,999999,999999,5.5,999999,1,1,0,6,3,1,6,6,6,6,2,4,7,1,4,2,4,0,999999,999999,3,4,999999,4,0,483.3283567,46.21259067,3.601093347,0.026833498,22.361248,0.596299947,1.431119872,317.1355499,89.42266667,2.540954667,,1449.98507,138.637772,10.80328004,0.080500493,67.083744,1.78889984,4.293359616,951.4066496,268.268,7.622864,,9,0,0,0,0,0,0,0,0,0,0,0,0,0
99,99,99,100,655,40,0,4,100000,33200,0,0,10,1,0,2,2,999999,999999,5.5,1,1,4,1,6,0,1,5,5,6,6,3,5,7,1,4,2,2,1,999999,999999,3,999999,8,0,1,214.5926983,52.4677608,2.70082001,,,0.89444992,1.073339904,46.83357,16.76675,6.518882668,87.337125,858.3707932,209.8710432,10.80328004,,,3.57779968,4.293359616,187.33428,67.067,26.07553067,349.3485,8,0,0,0,0,0,0,0,0,0,0,1,1,0
100,100,100,101,660,44.5,0,4,250000,50000,1,0,8,1,0,1,2,5.5,2.5,2.5,999999,1,1,0,4,2,0,5,5,6,5,2,3,7,2,3,3,3,1,2,1,1,3,999999,1,4,,,,,,,,,,,,,,,,,,,,,,,8,0,0,0,0,0,0,0,0,0,0,2,1,0
101,101,101,102,667,74,1,2,60000,9999998,0,0,2,1,0,1,1,999999,999999,2.5,999999,1,0,0,4,3,1,5,5,5,6,4,5,5,2,999999,4,5,3,999999,999999,3,3,999999,3,999999,715.698712,110.2062,,,,,0.38333568,183.4411765,421.668,,,1431.397424,220.4124,,,,,0.76667136,366.8823529,843.336,,,6,0,0,0,1,0,0,0,0,0,0,2,1,0
102,102,102,103,669,52,1,2,60000,65000,0,0,4,1,0,1,0,999999,999999,5.5,999999,0,1,0,4,1,0,5,5,6,6,8,8,7,2,4,4,2,999999,999999,999999,0,4,999999,999999,2,775.074627,164.9102728,5.40164002,11.180624,6.7083744,,0.357779968,582.352941,,4.1629945,,1550.149254,329.8205456,10.80328004,22.361248,13.4167488,,0.715559936,1164.705882,,8.325989,,1,0,0,0,0,1,0,0,0,0,0,0,0,0
103,103,103,104,681,47.66666667,1,3,44000,56000,0,0,1,0,0,0,1,999999,999999,2.5,999999,0,0,0,4,3,0,6,6,6,6,1,4,5,0,999999,999999,999999,3,999999,999999,3,999999,999999,999999,999999,32.62612565,29.81499733,,,,2.5555712,0.25555712,,,,,97.87837696,89.444992,,,,7.6667136,0.76667136,,,,,8,0,0,0,0,0,0,0,0,0,0,1,1,0
104,104,104,105,682,57.25,1,4,200000,9999999,0,0,4,1,0,1,1,999999,999999,8.5,999999,1,1,0,6,2,1,6,6,6,6,7,8,7,1,4,1,4,3,999999,999999,1,3,999999,2,2,354.3978613,13.1522636,3.376025013,0.004492215,16.770936,8.385468,0.626114944,249.7442455,20.1201,42.218216,,1417.591445,52.6090544,13.50410005,0.01796886,67.083744,33.541872,2.504459776,998.9769821,80.4804,168.872864,,8,0,0,0,0,0,0,0,0,0,0,2,1,0
105,105,105,106,688,73,1,2,70000,46200,0,0,8,1,0,1,1,2.5,999999,8.5,999999,1,3,0,4,2,1,2,2,6,6,3,4,7,1,4,2,1,0,0,999999,2,3,999999,0,0,724.325106,257.1478,16.85109214,0.0598962,0.040250247,0.013416749,2.951684736,436.7647059,2.39525,8.101010125,,1448.650212,514.2956,33.70218427,0.1197924,0.080500493,0.026833498,5.903369472,873.5294118,4.7905,16.20202025,,6,0,0,0,1,0,0,0,0,0,0,2,1,0
106,106,106,107,692,35.4,0,5,75000,32682,0,0,6,0,0,2,1,999999,2.5,2.5,999999,1,3,0,6,2,1,5,5,6,6,0,0,7,1,4,999999,4,1,999999,0,1,4,999999,2,1,271.919935,17.06935776,3.63037874,,6.7083744,,0.250445978,239.7544758,4.5069024,,,1359.599675,85.3467888,18.1518937,,33.541872,,1.252229888,1198.772379,22.534512,,,7,0,0,0,0,0,0,0,0,1,1,1,1,1
107,107,107,108,696,34.5,0,2,200000,72700,1,0,5,1,0,1,4,2.5,999999,2.5,999999,1,1,0,5,3,1,4,6,4,5,5,8,6,2,4,3,2,2,3,999999,3,5,999999,1,5,,,,,,,,,,,,,,,,,,,,,,,11,0,0,0,0,0,0,0,0,0,0,0,0,0
108,108,108,109,698,34.5,1,4,150000,500000,0,0,3,1,0,1,1,2.5,999999,2.5,1,1,3,1,6,2,1,4,4,4,6,2,5,7,2,4,4,3,1,3,999999,2,999999,1,3,5,205.9035987,29.3484828,,0.35139104,,,1.520564864,0.00891,,,174.67425,823.6143948,117.3939312,,1.40556416,,,6.082259456,0.03564,,,698.697,2,0,0,0,0,0,0,1,0,0,1,0,0,1
109,109,109,110,750,58.66666667,0,3,40000,28000,0,0,1,1,0,1,0,2.5,999999,999999,999999,1,1,0,4,2,1,5,5,5,6,3,4,7,4,4,5,4,999999,2,999999,999999,4,999999,4,2,792.327381,514.2956,10.33067441,1.7692416,0.122986864,,1.192599893,163.0588235,93.704,7.853454667,,2376.982143,1542.8868,30.99202323,5.3077248,0.368960592,,3.57779968,489.1764706,281.112,23.560364,,8,0,0,0,0,0,0,0,0,0,0,2,1,0
110,110,110,111,758,49.33333333,0,3,400000,78000,0,0,2,1,0,1,1,999999,2.5,2.5,999999,1,2,1,999999,2,1,6,999999,6,6,7,6,7,2,4,3,2,3,999999,3,1,3,999999,3,1,498.433594,70.70238933,4.501366683,31.94464,20.87049813,11.180624,1.908159829,,32.19216,14.60175606,310.532,1495.300782,212.107168,13.50410005,95.83392,62.6114944,33.541872,5.724479488,,96.57648,43.80526817,931.596,8,0,0,0,0,0,0,0,0,0,0,2,1,0
111,111,111,112,766,63,1,2,40000,75000,0,0,1,1,0,1,1,5.5,999999,999999,1,1,3,0,6,2,1,5,6,6,6,4,7,7,4,4,4,4,0,3,999999,999999,999999,8,4,2,478.3223623,385.7217,5.00325771,,,,10.73339904,,32.19216,44.67184554,,956.6447246,771.4434,10.00651542,,,,21.46679808,,64.38432,89.34369108,,10,0,0,0,0,0,0,0,0,0,0,1,1,0
112,112,112,113,769,35.5,0,2,90000,50000,0,0,3,0,0,1,1,999999,999999,2.5,999999,1,1,0,7,2,0,6,6,6,6,999999,8,7,2,999999,999999,2,0,999999,999999,2,999999,999999,4,999999,157.7874087,15.6928044,,,6.7083744,0.89444992,0.357779968,,134.134,,,315.5748174,31.3856088,,,13.4167488,1.78889984,0.715559936,,268.268,,,1,0,0,0,0,1,0,0,0,0,0,0,0,0
113,113,113,114,772,56.5,0,2,800000,146000,0,0,4,1,0,1,2,2.5,999999,2.5,999999,1,3,1,4,2,0,5,5,5,6,4,4,7,1,4,0,3,0,4,999999,3,3,999999,1,6,1869.160374,84.3718148,15.49601162,,20.1251232,3.46599344,5.00891955,183.4411765,35.139,340.2591352,1181.8532,3738.320748,168.7436296,30.99202323,,40.2502464,6.93198688,10.0178391,366.8823529,70.278,680.5182703,2363.7064,10,0,0,0,0,0,0,0,0,0,0,1,1,0
114,114,114,115,777,30,0,2,200000,89000,1,0,3,1,0,1,3,5.5,999999,5.5,999999,1,2,1,5,2,0,6,6,6,6,2,3,7,2,4,3,3,0,3,999999,3,3,999999,1,1,1176.537447,162.674148,5.40164002,0.055344089,10.0625616,6.37295568,12.88007885,395.140665,491.946,4.666928875,87.337125,2353.074894,325.348296,10.80328004,0.110688178,20.1251232,12.74591136,25.7601577,790.2813299,983.892,9.33385775,174.67425,1,0,0,0,0,1,0,0,0,0,0,0,0,0
115,115,115,116,778,44.5,1,2,60000,60000,0,0,2,1,0,1,1,999999,999999,2.5,1,1,1,0,2,2,1,5,5,6,5,1,0,7,2,4,5,4,2,999999,999999,4,999999,4,1,2,,,,,,,,,,,,,,,,,,,,,,,10,0,0,0,0,0,0,0,0,0,0,1,1,0
116,116,116,117,790,63,1,2,33600,58000,1,0,1,0,0,1,0,999999,999999,2.5,999999,0,0,0,999999,1,1,6,6,6,6,0,0,7,2,999999,999999,2,999999,999999,999999,5,3,999999,999999,999999,127.5267331,16.770936,,,13.4167488,,1.431119872,95.9079284,,,,255.0534661,33.541872,,,26.8334976,,2.862239744,191.8158568,,,,6,0,0,0,1,0,0,0,0,0,0,2,1,0
117,117,117,118,793,30.25,0,4,6000,4000,0,0,2,1,0,1,0,999999,999999,2.5,1,1,1,0,1,2,1,5,5,5,5,2,4,7,1,4,2,1,999999,999999,999999,3,999999,4,2,1,106.84648,76.5992682,6.752050028,0.7187544,0.025156404,,0.268334976,17.692416,4.7905,,,427.38592,306.3970728,27.00820011,2.8750176,0.100625616,,1.073339904,70.769664,19.162,,,8,0,0,0,0,0,0,0,0,0,1,1,1,1
118,118,118,119,796,76.33333333,1,3,150000,60000,0,0,7,1,0,1,1,5.5,999999,5.5,999999,1,2,0,4,2,0,3,5,6,6,4,6,7,2,4,3,3,3,3,999999,3,4,999999,2,3,891.141134,411.43648,6.198404647,0.03593772,0.469586208,0.16770936,8.586719233,388.235294,1.226368,74.78463467,,2673.423402,1234.30944,18.59521394,0.10781316,1.408758624,0.50312808,25.7601577,1164.705882,3.679104,224.353904,,8,0,0,0,0,0,0,0,0,0,0,2,1,0
