,Unnamed: 0.1,index,Unnamed: 0,id,ages_mean,gender_codes,family_size,income_list,expenditure_list,resident_codes,region_codes,NumCookingEquip_list,NumWashMach_list,NumDryer_list,NumTV_list,NumPC_list,NumFluLamp_codes,NumIcdLamp_codes,NumESLamp_codes,NumHeater_list,NumWaterHeater_list,NumAC_list,NumVehicle_codes,HouseAge_codes,WindowFrame_codes,GlassType_codes,Reno_WindowGlass_codes,Reno_WindowGap_codes,Reno_Wall_codes,Reno_OtherHeatInsu_codes,WinterSunshine_codes,SummerSunshine_codes,Weektime_list,Cookingtime_codes,Fridgetime_codes,Washmachinetime_codes,TVtime_codes,PCtime_codes,FluLamptime_codes,IcdLamptime_codes,ESLamptime_codes,MthHeattime_codes,DayHeatertime_codes,Waterheatingtime_codes,ACtime_codes,perCapitaHouseholdEmission,perCapitaCookingEmission,perCapitaRefrigerationEmission,perCapitaLaundryEmission,perCapitaTVEmission,perCapitaPCEmission,perCapitaLighteningEmission,perCapitaHeatingEmission,perCapitaWaterheaterEmission,perCapitaACEmission,perCapitaVehicleEmission,TotalEmission,CookingEmission,RefrigerationEmission,LaundryEmission,TVEmission,PCEmission,LighteningEmission,HeatingEmission,WaterheaterEmission,ACEmission,VehicleEmission,demographicType,IF_single_elderly,IF_singleAE,IF_singleA,IF_couple_elderly,IF_coupleA,IF_singleWithChildren,IF_coupleWithChildren,IF_grandparentKids,IF_bigFamily,childrenNumber,elderNumber,IF_existElderly,IF_existChildren
137,137,137,138,918,35.55555556,1,9,200000,99250,1,0,0,2,0,0,1,2.5,999999,999999,999999,0,0,0,6,2,0,6,6,6,6,3,4,6,999999,999999,999999,999999,0,1,999999,999999,999999,999999,999999,999999,0.340742827,,,0,,0.170371413,0.170371413,,,,,3.06668544,,,0,,1.53334272,1.53334272,,,,,7,0,0,0,0,0,0,0,0,1,2,1,1,1
138,138,138,139,926,60.6,1,5,80000,1900,0,0,1,1,0,1,1,5.5,999999,999999,999999,1,2,0,1,0,0,3,3,6,6,5,5,7,0,4,1,3,3,999999,999999,999999,2,999999,1,0,1025.628148,790.08384,3.099202324,0.02395848,26.8334976,,,204.1780052,0.3219216,1.087722382,,5128.140738,3950.4192,15.49601162,0.1197924,134.167488,,,1020.890026,1.609608,5.438611912,,7,0,0,0,0,0,0,0,0,1,0,3,1,0
139,139,139,140,933,37,0,2,60000,45000,0,0,6,1,0,2,2,999999,999999,5.5,3,1,2,0,4,0,1,5,5,5,5,2,8,7,2,4,2,1,0,999999,999999,4,5,1,2,1,913.739027,116.9546924,6.198404645,0.021562632,,0.184480296,3.57779968,284.0079727,491.946,10.84811467,,1827.478054,233.9093848,12.39680929,0.043125264,,0.368960592,7.15559936,568.0159454,983.892,21.69622933,,11,0,0,0,0,0,0,0,0,0,0,0,0,0
140,140,140,141,936,47.66666667,0,3,80000,9999998,0,0,1,1,0,2,1,2.5,999999,2.5,999999,1,1,0,5,0,0,4,6,6,6,2,5,7,3,4,4,3,0,3,999999,0,4,999999,1,3,857.417517,119.8834,5.165337207,3.194464,29.81499733,1.863437333,1.848529835,351.2361467,327.964,16.44720467,,2572.252551,359.6502,15.49601162,9.583392,89.444992,5.590312,5.545589504,1053.70844,983.892,49.341614,,8,0,0,0,0,0,0,0,0,0,0,1,1,0
141,141,141,142,948,24,1,1,40000,30000,1,0,0,0,0,0,1,999999,999999,2.5,1,0,0,1,999999,0,0,6,6,6,6,6,8,7,999999,999999,999999,999999,0,999999,999999,3,999999,1,999999,999999,197.8326357,,,,,1.78889984,1.073339904,17.692416,,,177.27798,197.8326357,,,,,1.78889984,1.073339904,17.692416,,,177.27798,0,0,1,1,0,0,0,0,0,0,0,0,0,0
142,142,142,143,958,20.66666667,0,3,50000,30000,0,0,2,1,0,1,1,2.5,2.5,2.5,999999,1,4,1,6,0,1,6,6,6,6,8,8,7,3,4,3,4,4,3,3,3,4,999999,1,3,1155.410307,102.85912,6.647615627,,,,3.935579647,761.1253197,22.35566667,25.58800533,232.899,3466.230921,308.57736,19.94284688,,,,11.80673894,2283.375959,67.067,76.764016,698.697,2,0,0,0,0,0,0,1,0,0,1,0,0,1
143,143,143,144,962,50.66666667,0,3,130000,245400,0,0,4,1,0,2,0,999999,999999,5.5,999999,1,2,1,4,2,1,3,6,5,6,5,7,7,1,4,2,2,999999,999999,999999,2,4,999999,1,5,985.146644,37.7798064,9.00273337,0.076667136,0.491947456,,0.954079915,181.1764706,327.964,39.53593903,388.165,2955.439932,113.3394192,27.00820011,0.230001408,1.475842368,,2.862239744,543.5294118,983.892,118.6078171,1164.495,8,0,0,0,0,0,0,0,0,0,0,2,1,0
144,144,144,145,975,87,0,1,36000,9999998,0,0,1,0,0,1,0,999999,999999,2.5,999999,0,1,0,3,0,0,4,6,6,6,4,5,7,3,4,999999,2,999999,999999,999999,3,4,999999,999999,0,3087.142698,1438.6008,27.00820011,,,,1.073339904,1620.460358,,,,3087.142698,1438.6008,27.00820011,,,,1.073339904,1620.460358,,,,5,1,1,0,0,0,0,0,0,0,0,1,1,0
145,145,145,146,976,34.5,1,2,1000000,170000,0,0,7,1,0,1,4,2.5,999999,8.5,999999,1,2,1,4,2,0,6,6,6,6,8,8,6,4,4,4,0,1,2,999999,3,3,999999,0,3,742.2303425,15.8122224,,,,,4.753362432,485.2941177,,,236.37064,1484.460685,31.6244448,,,,,9.506724864,970.5882353,,,472.74128,1,0,0,0,0,1,0,0,0,0,0,0,0,0
146,146,146,147,980,40.33333333,0,3,80000,63000,0,0,4,1,0,1,0,999999,999999,5.5,999999,1,2,0,6,2,0,6,6,6,6,6,7,7,2,999999,3,3,999999,999999,999999,2,4,999999,3,2,505.603504,16.8938,3.046522279,0.08784776,0.491947456,,0.954079915,443.9897697,9.581,30.55853689,,1516.810512,50.6814,9.139566838,0.26354328,1.475842368,,2.862239744,1331.969309,28.743,91.67561067,,9,0,0,0,0,0,0,0,0,0,0,0,0,0
147,147,147,148,982,73.33333333,1,3,46000,8000,0,0,5,1,0,3,1,999999,999999,8.5,999999,1,5,0,6,2,1,6,6,6,6,3,4,7,2,4,3,3,0,999999,999999,1,4,999999,2,1,899.478133,103.043416,7.465081993,0.02027256,,,0.834819925,761.1253197,6.387333333,20.60188939,,2698.434399,309.130248,22.39524598,0.06081768,,,2.504459776,2283.375959,19.162,61.80566817,,8,0,0,0,0,0,0,0,0,0,0,3,1,0
148,148,148,149,1000,32.83333333,0,6,80000,60000,0,0,5,1,0,2,3,999999,999999,8.5,2,1,2,0,6,0,1,4,6,6,6,6,7,7,2,4,4,2,0,999999,999999,3,999999,5,2,8,88.97586508,67.98753173,6.266800342,0.05590312,,,1.252229888,,13.4134,,,533.8551905,407.9251904,37.60080205,0.33541872,,,7.513379328,,80.4804,,,7,0,0,0,0,0,0,0,0,1,2,2,1,1
149,149,149,150,1005,20,1,1,50000,52000,0,0,4,1,0,1,2,999999,999999,2.5,999999,1,1,0,6,2,1,6,6,6,6,4,6,7,2,4,4,1,4,999999,999999,3,3,999999,4,2,5334.803278,10.3021464,18.90574008,0.043125264,0.100625616,0.288460099,1.073339904,1284.398977,3935.568,84.122864,,5334.803278,10.3021464,18.90574008,0.043125264,0.100625616,0.288460099,1.073339904,1284.398977,3935.568,84.122864,,0,0,1,1,0,0,0,0,0,0,0,0,0,0
150,150,150,151,1008,26,0,1,120000,103600,0,0,4,1,0,1,1,2.5,999999,2.5,999999,1,1,0,5,0,0,6,6,6,6,4,5,6,1,4,3,0,2,3,999999,2,3,999999,2,4,900.3120262,44.08248,27.00820011,,,6.13337088,5.213365248,790.2813299,27.59328,,,900.3120262,44.08248,27.00820011,,,6.13337088,5.213365248,790.2813299,27.59328,,,0,0,1,1,0,0,0,0,0,0,0,0,0,0
151,151,151,152,1012,30,0,2,50000,42500,1,0,2,0,0,0,0,999999,2.5,999999,999999,0,0,0,999999,0,0,6,6,6,6,999999,8,0,2,999999,999999,999999,999999,999999,3,999999,999999,999999,999999,999999,0,0,,,,,0,,,,,0,0,,,,,0,,,,,1,0,0,0,0,1,0,0,0,0,0,0,0,0
152,152,152,153,1017,33.55555556,1,9,0,67800,1,0,3,0,0,1,1,2.5,999999,999999,999999,1,0,0,6,3,0,6,6,6,6,1,2,7,0,999999,999999,1,2,3,999999,999999,999999,999999,1,999999,64.20974883,5.722824178,,,0.745374933,2.484583111,0.596299947,,54.66066667,,,577.8877395,51.5054176,,,6.7083744,22.361248,5.36669952,,491.946,,,7,0,0,0,0,0,0,0,0,1,2,1,1,1
153,153,153,154,1019,55.5,1,2,9999998,8000,0,0,1,1,0,1,1,999999,999999,2.5,999999,0,1,0,5,999999,999999,4,4,4,4,999999,999999,7,1,4,3,3,2,999999,999999,4,2,999999,999999,2,1275.225464,1157.1651,6.752050025,,20.1251232,0.67083744,0.89444992,89.6179028,,,,2550.450927,2314.3302,13.50410005,,40.2502464,1.34167488,1.78889984,179.2358056,,,,6,0,0,0,1,0,0,0,0,0,0,2,1,0
154,154,154,155,1042,73,0,2,90000,57100,0,0,7,2,0,2,1,999999,999999,8.5,8,1,3,0,6,2,1,6,6,6,6,6,6,7,1,4,5,0,0,999999,999999,3,999999,4,2,1,386.6494846,83.2138216,14.29682532,,,2.795156,3.756689664,212.308992,70.278,,,773.2989692,166.4276432,28.59365063,,,5.590312,7.513379328,424.617984,140.556,,,6,0,0,0,1,0,0,0,0,0,0,2,1,0
155,155,155,156,1046,57.5,1,2,100000,50500,0,0,4,1,0,1,1,999999,999999,5.5,999999,0,2,1,3,0,0,4,6,6,6,6,4,7,2,4,3,2,3,999999,999999,3,3,999999,999999,1,1577.916608,318.720332,5.40164002,0.05390658,0.201251232,5.36669952,2.146679808,850.741688,,45.935911,349.3485,3155.833216,637.440664,10.80328004,0.10781316,0.402502464,10.73339904,4.293359616,1701.483376,,91.871822,698.697,6,0,0,0,1,0,0,0,0,0,0,2,1,0
156,156,156,157,1050,30.66666667,0,3,100000,22000,0,0,2,1,0,1,1,2.5,999999,2.5,999999,1,1,0,5,0,0,5,5,6,5,5,7,7,1,4,2,3,4,5,999999,2,4,999999,0,5,158.0679231,38.013248,8.359060657,,,18.63437333,5.008919553,56.90025577,,31.15206578,,474.2037692,114.039744,25.07718197,,,55.90312,15.02675866,170.7007673,,93.45619733,,2,0,0,0,0,0,0,1,0,0,1,0,0,1
157,157,157,158,1054,37.4,1,5,50000,50000,0,0,1,0,0,1,0,999999,5.5,2.5,999999,1,1,0,6,2,1,6,6,6,6,4,5,7,1,4,999999,3,999999,999999,2,2,3,999999,0,1,555.3189554,205.71824,2.479361858,,,,3.005351732,342.5063938,1.609608,,,2776.594777,1028.5912,12.39680929,,,,15.02675866,1712.531969,8.04804,,,7,0,0,0,0,0,0,0,0,1,1,2,1,1
158,158,158,159,1061,72.33333333,0,3,948000,57200,0,0,5,1,0,2,0,999999,999999,5.5,999999,1,2,0,5,2,0,6,6,6,6,8,8,7,1,4,1,5,999999,999999,999999,3,4,999999,1,2,836.6248723,55.622294,9.00273337,3.9132184,22.361248,,1.431119872,632.225064,16.09608,95.97311467,,2509.874617,166.866882,27.00820011,11.7396552,67.083744,,4.293359616,1896.675192,48.28824,287.919344,,8,0,0,0,0,0,0,0,0,0,0,2,1,0
159,159,159,160,1074,41,0,6,20000,12000,-99,0,3,1,0,1,1,999999,999999,5.5,999999,0,2,0,5,2,1,999999,999999,999999,6,7,8,7,2,4,999999,3,999999,999999,999999,2,4,999999,999999,4,114.5309317,104.9807547,2.066134882,0,6.7083744,,0.477039957,,,0.298627778,,687.1855901,629.884528,12.39680929,0,40.2502464,,2.862239744,,,1.791766667,,7,0,0,0,0,0,0,0,0,1,1,2,1,1
160,160,160,161,1075,44.25,1,4,100000,29500,0,0,6,1,0,1,0,999999,999999,5.5,999999,1,1,0,6,2,1,6,6,5,6,6,8,7,4,4,3,4,999999,999999,999999,3,3,999999,4,4,466.4433885,163.227036,4.537973425,0.352189656,16.770936,,1.073339904,224.769821,40.2402,15.47189247,,1865.773554,652.908144,18.1518937,1.408758624,67.083744,,4.293359616,899.0792839,160.9608,61.88756988,,8,0,0,0,0,0,0,0,0,0,1,1,1,1
161,161,161,162,1089,28.5,0,4,9999998,41000,1,0,3,1,0,1,0,999999,999999,2.5,999999,0,0,0,999999,1,0,6,6,6,6,0,0,0,2,1,4,1,999999,999999,999999,3,999999,999999,999999,999999,0.619840465,0,0.619840465,,0,,0,,,,,2.479361859,0,2.479361859,,0,,0,,,,,9,0,0,0,0,0,0,0,0,0,1,0,0,1
162,162,162,163,1106,64.5,0,2,9999999,9999998,0,0,3,1,0,1,0,999999,999999,2.5,999999,1,1,0,999999,2,1,6,6,6,6,6,8,7,2,4,4,2,999999,999999,999999,3,4,999999,1,0,1105.403899,160.7574696,7.26075748,0.026354328,6.7083744,,0.536669952,895.140665,33.5335,1.440108471,,2210.807798,321.5149392,14.52151496,0.052708656,13.4167488,,1.073339904,1790.28133,67.067,2.880216941,,6,0,0,0,1,0,0,0,0,0,0,2,1,0
163,163,163,164,1129,40,0,3,24000,79000,0,0,5,1,0,1,2,999999,999999,2.5,999999,1,1,0,999999,2,0,6,6,6,6,2,3,7,2,4,2,5,0,999999,999999,3,4,999999,1,5,574.3303797,103.0495592,10.33067441,6.388928,,5.590312,0.357779968,426.2574597,22.35566667,,,1722.991139,309.1486776,30.99202323,19.166784,,16.770936,1.073339904,1278.772379,67.067,,,2,0,0,0,0,0,0,1,0,0,1,1,1,1
164,164,164,165,1132,48.5,0,2,9999999,30000,0,0,2,1,0,2,0,999999,5.5,2.5,1,1,0,0,6,2,0,6,6,6,6,6,7,5,3,4,3,0,999999,999999,3,1,999999,8,2,999999,848.950517,112.20274,6.198404645,5.98962,7.98616,,7.79449216,707.6736,1.1055,,,1697.901034,224.40548,12.39680929,11.97924,15.97232,,15.58898432,1415.3472,2.211,,,10,0,0,0,0,0,0,0,0,0,0,1,1,0
165,165,165,166,1138,58.66666667,0,3,36000,15800,0,0,4,1,0,2,0,999999,999999,5.5,999999,1,1,0,5,2,1,5,6,5,6,5,6,7,3,4,2,4,999999,999999,999999,3,4,999999,3,3,827.470949,154.28868,8.33876285,,,,1.431119872,147.5191816,491.946,23.94720467,,2482.412847,462.86604,25.01628855,,,,4.293359616,442.5575448,1475.838,71.841614,,8,0,0,0,0,0,0,0,0,0,0,1,1,0
166,166,166,167,1140,38,0,3,100000,50000,0,0,6,1,0,1,2,999999,2.5,2.5,999999,1,2,1,4,2,1,5,5,6,6,0,0,7,3,4,4,1,1,999999,4,4,5,999999,1,0,1152.770216,154.534408,4.132269763,0.081991243,,4.323174613,3.57779968,485.2941177,491.946,8.880454667,,3458.310647,463.603224,12.39680929,0.245973728,,12.96952384,10.73339904,1455.882353,1475.838,26.641364,,9,0,0,0,0,0,0,0,0,0,0,0,0,0
167,167,167,168,1143,45.27272727,0,11,30000,9999998,0,0,6,1,0,1,0,2.5,999999,5.5,999999,0,1,0,999999,2,0,4,4,4,6,7,8,7,999999,4,999999,3,999999,0,999999,2,999999,999999,999999,0,28.39400452,28.05248727,,0,,,0.341517242,,,,,312.3340497,308.57736,,0,,,3.756689664,,,,,7,0,0,0,0,0,0,0,0,1,1,3,1,1
168,168,168,169,1154,60.5,1,2,9999998,9999999,0,0,1,1,0,1,2,999999,999999,8.5,999999,1,1,0,6,0,1,5,6,6,6,3,5,7,2,4,4,1,3,999999,999999,3,4,999999,2,1,1404.581599,514.2956,8.600488415,,,1.00625616,3.756689664,856.2659845,9.657648,10.998932,,2809.163198,1028.5912,17.20097683,,,2.01251232,7.513379328,1712.531969,19.315296,21.997864,,6,0,0,0,1,0,0,0,0,0,0,2,1,0
169,169,169,170,1157,50,0,2,80000,9999999,0,0,4,1,0,1,2,999999,999999,2.5,999999,0,1,0,999999,2,0,5,5,6,6,0,3,7,0,4,0,0,0,999999,999999,4,999999,999999,999999,8,248.1464218,,5.40164002,,,1.78889984,0.89444992,,,240.061432,,496.2928436,,10.80328004,,,3.57779968,1.78889984,,,480.122864,,1,0,0,0,0,1,0,0,0,0,0,0,0,0
170,170,170,171,1158,40.75,1,4,80000,20000,0,0,2,1,0,1,1,999999,999999,5.5,1,0,2,1,6,2,1,6,6,6,5,1,3,7,1,4,3,3,1,999999,999999,3,999999,8,999999,3,72.96081748,26.1340534,6.254072138,1.796886,0.06037537,0.010733399,1.073339904,28.100142,,9.531215265,,291.8432699,104.5362136,25.01628855,7.187544,0.241501478,0.042933596,4.293359616,112.400568,,38.12486106,,9,0,0,0,0,0,0,0,0,0,0,0,0,0
171,171,171,172,1160,21,1,3,120000,70000,0,0,2,1,0,1,1,999999,999999,5.5,999999,1,3,1,5,2,1,5,6,5,6,999999,999999,7,3,4,6,3,1,999999,999999,3,4,999999,5,1,526.0113753,107.2701205,4.132269763,,6.7083744,1.192599893,1.431119872,245.8653026,68.676608,32.51023022,58.22475,1578.034126,321.8103616,12.39680929,,20.1251232,3.57779968,4.293359616,737.5959079,206.029824,97.53069065,174.67425,2,0,0,0,0,0,0,1,0,0,1,0,0,1
172,172,172,173,1161,74,1,2,130000,120000,0,0,4,1,0,1,1,999999,999999,8.5,999999,2,2,0,4,2,1,6,6,6,6,7,8,0,1,4,2,3,2,999999,999999,1,4,999999,4,5,713.280655,0,6.198404645,,0,0,0,647.0588235,2.759328,57.26409865,,1426.56131,0,12.39680929,,0,0,0,1294.117647,5.518656,114.5281973,,6,0,0,0,1,0,0,0,0,0,0,2,1,0
173,173,173,174,1177,48.5,0,4,20000,9999998,0,0,3,1,0,2,1,2.5,999999,5.5,999999,1,1,0,4,2,1,5,5,5,5,4,4,7,4,4,4,5,4,1,999999,3,3,999999,2,3,352.3428268,155.9964896,3.099202323,,,4.4722496,1.520564864,137.5808824,14.486472,35.186966,,1409.371307,623.9859584,12.39680929,,,17.8889984,6.082259456,550.3235294,57.945888,140.747864,,8,0,0,0,0,0,0,0,0,0,0,1,1,0
174,174,174,175,1186,61,0,2,100000,59000,0,0,1,1,0,2,2,999999,999999,8.5,999999,1,4,1,5,2,1,5,6,5,6,3,3,7,4,4,4,2,4,999999,999999,3,5,999999,1,1,1215.09136,514.2956,21.75008376,,,14.31119872,3.756689664,645.3964195,1.14972,14.431648,,2430.182719,1028.5912,43.50016751,,,28.62239744,7.513379328,1290.792839,2.29944,28.863296,,6,0,0,0,1,0,0,0,0,0,0,2,1,0
175,175,175,176,1190,32.5,0,6,9999999,97600,1,0,7,1,0,1,1,2.5,999999,999999,999999,1,3,0,5,0,0,6,6,6,6,2,4,6,1,4,2,4,1,4,999999,999999,3,999999,1,1,121.7352214,30.586244,1.800546673,,,0.005622257,1.2777856,79.028133,1.596833333,7.440056582,,730.4113286,183.517464,10.80328004,,,0.03373354,7.6667136,474.168798,9.581,44.64033949,,7,0,0,0,0,0,0,0,0,1,1,1,1,1
176,176,176,177,1193,36.33333333,1,3,9999998,9999998,0,0,1,1,0,0,1,999999,999999,2.5,999999,1,1,1,5,3,1,5,6,6,6,8,8,7,2,4,2,999999,5,999999,999999,2,3,999999,2,999999,530.692316,257.1478,3.33550514,,,0.104948791,0.238519979,263.42711,6.438432,,,1592.076948,771.4434,10.00651542,,,0.314846372,0.715559936,790.2813299,19.315296,,,3,0,0,0,0,0,1,0,0,0,1,0,0,1
177,177,177,178,1214,40.33333333,1,3,60000,90000,0,0,3,1,0,2,2,999999,999999,2.5,999999,1,2,0,4,2,1,5,5,5,5,2,0,7,1,4,2,3,2,999999,999999,3,3,999999,1,4,384.5424523,58.1379344,4.501366683,6.388928,13.68508378,9.83894912,0.357779968,110.0647059,163.982,17.58570467,,1153.627357,174.4138032,13.50410005,19.166784,41.05525133,29.51684736,1.073339904,330.1941176,491.946,52.757114,,8,0,0,0,0,0,0,0,0,0,0,1,1,0
178,178,178,179,1216,41.75,1,4,230000,40400,1,0,4,1,0,1,2,999999,999999,5.5,999999,1,1,0,999999,2,1,5,5,5,6,2,4,7,2,4,2,2,2,999999,999999,3,4,999999,0,2,345.7698893,59.6499295,2.70082001,0.215227012,15.6528736,3.57779968,1.073339904,201.4066496,61.49325,,,1383.079557,238.599718,10.80328004,0.860908048,62.6114944,14.31119872,4.293359616,805.6265985,245.973,,,8,0,0,0,0,0,0,0,0,0,1,2,1,1
179,179,179,180,1228,80.5,0,2,78000,75000,0,0,2,1,0,1,0,999999,5.5,999999,1,0,1,0,4,0,1,6,6,6,6,6,7,7,2,4,2,3,999999,999999,2,999999,999999,8,999999,2,424.3802535,154.8477112,6.254072135,,,,7.15559936,200.91438,,55.2084908,,848.760507,309.6954224,12.50814427,,,,14.31119872,401.82876,,110.4169816,,6,0,0,0,1,0,0,0,0,0,0,2,1,0
180,180,180,181,1243,45.75,1,4,200000,40000,0,0,3,1,0,1,1,999999,999999,2.5,999999,1,1,0,5,2,1,5,5,5,6,3,3,7,2,4,3,1,1,999999,999999,2,3,999999,0,4,214.2876085,17.1898818,3.127036068,0.02695329,0.040250247,0.010733399,0.178889984,124.4693095,61.49325,7.751304235,,857.1504339,68.7595272,12.50814427,0.10781316,0.161000986,0.042933596,0.715559936,497.8772379,245.973,31.00521694,,8,0,0,0,0,0,0,0,0,0,0,2,1,0
181,181,181,182,1248,25.5,0,2,9999998,40000,0,0,1,1,0,1,1,999999,999999,5.5,999999,1,1,1,3,2,1,4,4,4,2,5,7,7,4,4,999999,4,1,999999,999999,4,4,999999,2,4,2801.145342,1542.8868,10.84720813,0,,,3.57779968,91.8801023,983.892,168.061432,,5602.290684,3085.7736,21.69441626,0,,,7.15559936,183.7602046,1967.784,336.122864,,3,0,0,0,0,0,1,0,0,0,1,0,0,1
182,182,182,183,1253,43.5,0,4,100000,8300,0,0,8,1,0,2,3,999999,999999,2.5,2,1,1,0,2,2,1,5,5,5,5,1,2,7,2,4,3,3,4,999999,999999,4,999999,1,0,3,147.581377,62.6860416,3.099202323,0.46120074,29.0696224,14.87022992,0.44722496,15.480864,5.030025,16.436966,,590.3255078,250.7441664,12.39680929,1.84480296,116.2784896,59.48091968,1.78889984,61.923456,20.1201,65.747864,,9,0,0,0,0,0,0,0,0,0,0,0,0,0
183,183,183,184,1254,24,1,1,960000,101000,0,0,0,1,0,0,3,999999,999999,2.5,999999,1,1,0,5,0,1,6,6,6,6,7,8,7,999999,1,2,999999,0,999999,999999,4,3,999999,1,8,434.304388,,1.620492007,,,34.54812816,1.78889984,316.112532,14.486472,65.747864,,434.304388,,1.620492007,,,34.54812816,1.78889984,316.112532,14.486472,65.747864,,0,0,1,1,0,0,0,0,0,0,0,0,0,0
184,184,184,185,1258,23,0,1,70000,27000,1,0,5,0,0,0,0,999999,999999,2.5,999999,1,0,0,5,2,0,6,6,6,6,4,5,7,3,4,999999,999999,999999,999999,999999,3,4,999999,2,999999,1272.317488,73.3951932,10.00651542,,,,1.073339904,1053.70844,134.134,,,1272.317488,73.3951932,10.00651542,,,,1.073339904,1053.70844,134.134,,,0,0,1,1,0,0,0,0,0,0,0,0,0,0
185,185,185,186,1260,53.5,1,4,140000,9999998,0,0,6,1,0,2,2,999999,999999,5.5,999999,1,2,0,5,3,0,6,6,6,6,5,6,7,3,4,2,2,0,999999,999999,3,4,999999,1,0,527.0249875,121.4465798,6.752050028,,,2.29202792,1.073339904,368.797954,4.02402,22.639016,,2108.09995,485.7863192,27.00820011,,,9.16811168,4.293359616,1475.191816,16.09608,90.556064,,8,0,0,0,0,0,0,0,0,0,0,2,1,0
186,186,186,187,1268,68.75,0,4,60000,30000,0,0,1,1,0,1,1,999999,999999,5.5,999999,1,1,0,4,2,1,5,5,5,6,3,5,7,0,4,1,5,5,999999,999999,4,3,999999,1,5,566.0567588,257.1478,,,,,1.78889984,61.14705883,245.973,,,2264.227035,1028.5912,,,,,7.15559936,244.5882353,983.892,,,8,0,0,0,0,0,0,0,0,0,0,2,1,0
187,187,187,188,1273,47,0,3,79200,71600,0,0,6,1,0,2,1,999999,999999,2.5,999999,1,1,0,5,2,1,5,6,5,6,4,5,7,4,4,5,0,2,999999,999999,3,4,999999,2,4,439.3859127,205.71824,9.00273337,3.194464,5.590312,7.453749333,0.357779968,147.5191816,10.73072,49.81873243,,1318.157738,617.15472,27.00820011,9.583392,16.770936,22.361248,1.073339904,442.5575448,32.19216,149.4561973,,4,0,0,0,0,0,0,0,1,0,1,2,1,1
188,188,188,189,1275,66,0,1,200000,9999998,1,0,4,1,0,1,0,2.5,2.5,5.5,1,1,3,0,6,2,1,5,5,5,5,8,7,6,5,0,1,2,999999,1,2,2,999999,8,1,2,361.5587056,65.5575648,0,0.04743779,0.138000845,,7.053376512,0.684288,5.518656,282.5593816,,361.5587056,65.5575648,0,0.04743779,0.138000845,,7.053376512,0.684288,5.518656,282.5593816,,5,1,1,0,0,0,0,0,0,0,0,1,1,0
189,189,189,190,1282,41.5,0,2,100000,75000,0,0,5,1,0,1,1,999999,999999,17.5,999999,1,1,1,4,2,1,5,5,5,6,1,3,7,1,4,2,1,0,999999,999999,4,2,999999,1,2,933.5382065,51.936374,6.198404645,0.04392388,0.122986864,0.030746716,13.4167488,122.2941177,14.486472,26.311432,698.697,1867.076413,103.872748,12.39680929,0.08784776,0.245973728,0.061493432,26.8334976,244.5882353,28.972944,52.622864,1397.394,1,0,0,0,0,1,0,0,0,0,0,0,0,0
190,190,190,191,1311,47.66666667,0,3,100000,110000,0,0,3,1,0,1,1,999999,999999,8.5,999999,1,2,0,4,2,1,5,5,5,5,5,7,6,1,4,0,2,1,999999,999999,2,3,999999,1,7,348.0529147,27.1177088,6.936598487,0.001317716,7.6667136,3.194464,1.431119872,183.4411765,93.704,24.55981578,,1044.158744,81.3531264,20.80979546,0.003953149,23.0001408,9.583392,4.293359616,550.3235294,281.112,73.67944733,,8,0,0,0,0,0,0,0,0,0,0,2,1,0
191,191,191,192,1313,36,1,5,350000,88000,1,0,5,1,0,2,2,2.5,999999,999999,999999,2,3,1,5,0,1,5,5,6,6,2,3,7,2,4,3,2,0,3,999999,999999,3,999999,1,1,584.5582676,67.0231968,2.479361858,,,0.491947456,1.073339904,142.2506394,295.220664,5.107926134,70.911192,2922.791338,335.115984,12.39680929,,,2.45973728,5.36669952,711.2531969,1476.10332,25.53963067,354.55596,7,0,0,0,0,0,0,0,0,1,1,1,1,1
192,192,192,193,1350,48.33333333,0,3,500000,124200,0,0,4,1,0,1,1,999999,999999,2.5,1,1,1,1,4,0,1,6,6,6,6,3,4,7,2,4,2,1,2,999999,999999,3,999999,8,2,3,1698.598905,125.7382915,6.30191336,,,,0.357779968,133.94292,655.928,,776.33,5095.796714,377.2148744,18.90574008,,,,1.073339904,401.82876,1967.784,,2328.99,8,0,0,0,0,0,0,0,0,0,0,1,1,0
193,193,193,194,1352,63.33333333,0,6,100000,50000,0,0,2,1,0,2,2,999999,2.5,5.5,999999,1,2,0,4,2,1,5,5,5,5,1,2,7,1,4,3,0,0,999999,0,6,3,999999,3,0,555.8194397,5.829772,,,,,3.01131473,55.03235293,491.946,,,3334.916638,34.978632,,,,,18.06788838,330.1941176,2951.676,,,7,0,0,0,0,0,0,0,0,1,0,3,1,0
194,194,194,195,1354,18.33333333,1,3,120000,100000,1,0,4,1,0,1,0,999999,2.5,999999,999999,1,1,0,999999,2,1,5,5,5,5,6,7,7,1,4,4,3,999999,999999,3,999999,4,999999,1,2,542.550178,20.33765067,3.601093347,12.777856,67.083744,,1.78889984,241.6879795,163.982,31.29095467,,1627.650534,61.012952,10.80328004,38.333568,201.251232,,5.36669952,725.0639386,491.946,93.872864,,2,0,0,0,0,0,0,1,0,0,1,0,0,1
