,Unnamed: 0,id,ages_mean,gender_codes,family_size,income_list,expenditure_list,resident_codes,region_codes,NumCookingEquip_list,NumWashMach_list,NumDryer_list,NumTV_list,NumPC_list,NumFluLamp_codes,NumIcdLamp_codes,NumESLamp_codes,NumHeater_list,NumWaterHeater_list,NumAC_list,NumVehicle_codes,HouseAge_codes,WindowFrame_codes,GlassType_codes,Reno_WindowGlass_codes,Reno_WindowGap_codes,Reno_Wall_codes,Reno_OtherHeatInsu_codes,WinterSunshine_codes,SummerSunshine_codes,Weektime_list,Cookingtime_codes,Fridgetime_codes,Washmachinetime_codes,TVtime_codes,PCtime_codes,FluLamptime_codes,IcdLamptime_codes,ESLamptime_codes,MthHeattime_codes,DayHeatertime_codes,Waterheatingtime_codes,ACtime_codes,demographicType,IF_single_elderly,IF_singleAE,IF_singleA,IF_couple_elderly,IF_coupleA,IF_singleWithChildren,IF_coupleWithChildren,IF_grandparentKids,IF_bigFamily,childrenNumber,elderNumber,IF_existElderly,IF_existChildren,income_percapita,expenditure_percapita,en_ac,en_computer,en_cooking,en_freezing,en_heating,en_laundry,en_lighting,en_television,en_vehicle,en_waterheating,en_total,en_total_no_vehicle,gender,age,house_area,resident,media,outside,aware_trust,aware_harm,aware_justice,aware_happy,job,income,raw_income,size,expenditure,live_days,income_percap,num_cooking,power_cooking,freq_cooking,time_cooking,num_water_heater,freq_water_heater,time_water_heater,label_water_heater,num_ac,freq_ac,power_ac,time_ac,label_ac,type_heating,time_heating,area_heating,cost_heating,own_vehicle,emit_vehicle,fuel_vehicle,fuel_price_vehicle,cost_vehicle,vehicle_num,vehicle_dist,vehicle_fuel,vehicle_use,fuel1,fuel2,fuel3,fuel4,fuel5,fuel6,fuel7,fuel8,fuel9,fuel10,percapita_en_ac,percapita_en_computer,percapita_en_cooking,percapita_en_freezing,percapita_en_heating,percapita_en_laundry,percapita_en_lighting,percapita_en_television,percapita_en_vehicle,percapita_en_waterheating,TotalHouseholdEnergyUse,percapita_HouseholdEnergyUse
10,10,84,69.5,1,2,50000,50000,0,0,4,1,0,1,0,2.5,999999.0,5.5,999999,1,1,0,4,2,1,5,5,5,5,1,4,7,2,4,2,4,999999,2,999999,0,3,999999,0,0,6,0,0,0,1,0,0,0,0,0,0,2,1,0,25000.0,25000.0,0.096015625,0.0,223.118805,37.02354082,878.2714286,0.559195,13.1522664,87.23442,0.0,143.052,1382.411656,1382.507671,1,76,2,1,4,4,5,-99,4,5,0,3,50000,2,50000,7,25000.0,4,1000.0,1.964,26.25,1,2.0,15.0,1.0,1,1.0,2666.667,60.0,1.0,0,3.5,60,0,0,-99.0,-99.0,-99.0,-99,0,0.0,7,0.0,0,0,0,0,0,1,0,0,0,0,0.0480078125,0.0,111.5594025,18.51177041,439.1357143,0.2795975,6.5761332,43.61721,0.0,71.526,1382.507671445,691.2538357225
11,11,102,27.0,1,2,600000,9999998,1,0,3,1,0,1,2,5.5,999999.0,999999.0,999999,1,1,0,6,2,1,5,5,5,5,5,6,0,1,0,3,2,1,3,999999,999999,3,999999,1,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,300000.0,4999999.0,0.0,0.0,0.0,0.0,430.4571429,0.0,0.0,0.0,0.0,0.0,430.4571429,430.4571429,1,27,2,0,5,3,3,-99,3,4,2,7,600000,2,-99,0,300000.0,3,1050.0,0.762,20.0,1,1.0,22.5,1.0,1,2.5,4000.0,330.0,3.0,0,3.5,40,1800,0,-99.0,-99.0,-99.0,-99,0,0.0,7,0.0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,215.22857145,0.0,0.0,0.0,0.0,0.0,430.4571429,215.22857145
12,12,104,56.66666667,1,3,250000,280000,0,0,5,1,0,2,1,999999.0,999999.0,5.5,999999,1,2,0,4,2,1,5,6,6,6,6,8,7,4,4,2,5,5,999999,999999,3,4,999999,2,4,8,0,0,0,0,0,0,0,0,0,0,2,1,0,83333.33333,93333.33333,2.6884375,28.630784,272.5511425,37.02354082,1991.54519,7.28,8.8576488,107.36544,0.0,208.2569476,2661.510693,2664.199131,1,71,2,1,4,1,-99,3,4,2,0,6,250000,4,280000,7,62500.0,5,1116.667,2.008,37.5,1,0.857,37.5,2.0,1,2.25,2666.667,375.0,3.0,0,4.5,60,0,0,-99.0,-99.0,-99.0,-99,0,0.0,7,0.0,0,0,0,0,0,1,0,0,0,0,0.672109375,7.157696,68.137785625,9.255885205,497.8862975,1.82,2.2144122,26.84136,0.0,52.0642369,2664.19913122,666.049782805
13,13,114,41.0,0,3,9999999,8000,0,0,3,1,0,1,1,999999.0,999999.0,2.5,0,1,1,0,5,999999,999999,4,4,4,4,3,5,7,2,4,2,2,1,999999,999999,3,2,999999,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3333333.0,2666.666667,0.460875,22.144122,6.71034,14.85886253,255.3979592,15.84385833,4.026204,44.7356,0.0,208.2569476,571.9738937,572.4347687,-1,48,1,1,4,1,3,3,1,4,2,7,-99,2,8000,7,4999999.5,3,600.0,1.667,25.0,1,0.857,22.5,2.0,1,2.5,3333.333,90.0,2.0,1,2.5,60,1200,0,-99.0,-99.0,-99.0,-99,0,0.0,7,0.0,0,0,0,0,0,1,0,0,0,0,0.2304375,11.072061,3.35517,7.429431265,127.6989796,7.921929165,2.013102,22.3678,0.0,104.1284738,572.4347686599999,286.21738432999996
14,14,118,44.5,1,2,35000,60000,1,0,3,0,0,1,0,999999.0,999999.0,2.5,999999,0,0,0,999999,1,0,6,6,6,6,4,5,7,2,999999,999999,0,999999,999999,999999,2,999999,999999,999999,999999,1,0,0,0,0,1,0,0,0,0,0,0,0,0,17500.0,30000.0,0.0,0.0,282.3436525,0.0,0.0,0.0,2.23678,13.42068,0.0,0.0,298.0011125,298.0011125,1,44,0,0,4,1,-99,1,3,4,2,3,35000,2,60000,7,17500.0,3,1175.0,1.333,30.0,0,-99.0,-99.0,-99.0,0,-99.0,-99.0,-99.0,-99.0,3,-99.0,-99,-99,0,-99.0,-99.0,-99.0,-99,0,0.0,7,0.0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,141.17182625,0.0,0.0,0.0,1.11839,6.71034,0.0,0.0,298.00111250000003,149.00055625000002
15,15,135,62.66666667,1,3,100000,89100,0,0,3,1,0,1,0,2.5,999999.0,2.5,2,1,0,0,5,1,0,4,4,6,4,2,2,7,4,4,999999,2,999999,1,999999,1,999999,8,2,999999,8,0,0,0,0,0,0,0,0,0,0,2,1,0,33333.33333,29700.0,0.0,0.0,873.0688709,25.91647858,0.0,0.0,8.052408,33.5517,0.0,223.1324439,1163.721901,1163.721901,1,71,2,1,3,2,-99,-99,4,4,0,4,100000,3,89100,7,33333.33333,3,625.0,1.154,50.0,1,0.857,37.5,1.0,1,-99.0,-99.0,-99.0,-99.0,2,-99.0,-99,-99,0,-99.0,-99.0,-99.0,-99,0,0.0,7,0.0,0,1,0,0,1,0,0,0,0,0,0.0,0.0,291.02295696666664,8.638826193333333,0.0,0.0,2.684136,11.1839,0.0,74.3774813,1163.72190138,387.90730046
16,16,143,55.75,1,4,50000,17000,0,0,1,0,0,1,1,999999.0,999999.0,2.5,999999,1,2,0,4,2,1,999999,5,999999,6,2,4,7,2,4,999999,2,0,999999,999999,3,4,999999,1,2,8,0,0,0,0,0,0,0,0,0,0,3,1,0,12500.0,4250.0,0.849738281,14.762748,331.695,0.0,1792.390671,0.0,4.026204,0.0,0.0,280.0521301,2422.926753,2423.776491,1,56,2,1,4,1,3,-99,3,3,2,3,50000,3,17000,7,16666.66667,1,-99.0,3.0,37.5,1,0.429,22.5,-99.0,1,1.5,3000.0,150.0,1.0,0,4.5,60,0,0,-99.0,-99.0,-99.0,-99,0,0.0,7,0.0,0,0,0,0,0,1,0,0,0,0,0.2832460936666667,4.920916,110.565,0.0,597.463557,0.0,1.342068,0.0,0.0,93.35071003333333,2423.7764913809997,807.9254971269999
17,17,146,47.0,1,3,90000,18200,0,0,3,1,0,1,5,5.5,999999.0,2.5,999999,1,0,0,999999,2,1,6,6,6,6,5,6,0,1,4,3,2,3,3,999999,1,4,999999,0,999999,8,0,0,0,0,0,0,0,0,0,0,2,1,0,30000.0,6066.666667,0.0,0.0,0.0,15.9547349,3443.877551,0.0,0.0,0.0,0.0,0.0,3459.832286,3459.832286,1,27,3,1,5,2,1,-99,2,3,2,4,90000,2,18200,0,45000.0,3,1250.0,1.667,20.0,1,3.0,15.0,-99.0,1,-99.0,-99.0,-99.0,-99.0,0,4.5,105,-99,0,-99.0,-99.0,-99.0,-99,0,0.0,7,0.0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,7.97736745,1721.9387755,0.0,0.0,0.0,0.0,0.0,3459.8322859,1729.91614295
18,18,147,69.66666667,0,3,140000,34400,0,0,7,1,0,3,1,999999.0,999999.0,8.5,999999,1,3,0,6,2,1,6,6,6,6,8,8,7,4,4,1,5,4,999999,999999,1,4,999999,1,3,8,0,0,0,0,0,0,0,0,0,0,3,1,0,46666.66667,11466.66667,3.000968359,98.865676,882.743225,61.62719486,1952.186589,0.223678,4.5630312,248.28258,0.0,399.3470634,3647.839037,3650.840006,-1,60,2,1,4,1,-99,1,1,4,0,5,140000,3,34400,7,46666.66667,7,1333.333,1.857,52.5,1,3.0,22.5,1.0,1,3.5,2844.444,260.0,1.0,0,4.5,80,0,0,-99.0,-99.0,-99.0,-99,0,0.0,7,0.0,0,0,0,0,0,1,0,0,0,0,1.0003227863333333,32.95522533333333,294.2477416666667,20.542398286666668,650.7288629999999,0.07455933333333332,1.5210104,82.76086,0.0,133.11568780000002,3650.8400058189995,1216.946668606333
19,19,158,44.0,0,2,9999999,140000,0,0,5,1,0,1,3,5.5,2.5,5.5,999999,1,2,1,6,2,0,6,6,6,6,999999,7,0,2,999999,3,2,3,2,2,2,4,999999,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4999999.5,70000.0,0.0,0.0,0.0,0.0,1464.139942,0.0,0.0,0.0,2980.1925,0.0,4444.332442,1464.139942,-1,39,2,1,5,5,-99,3,2,4,0,7,-99,2,140000,0,4999999.5,5,683.333,2.107,28.125,1,2.0,22.5,1.0,1,-99.0,2666.667,75.0,3.0,0,4.5,60,-99,1,2.25,9.0,6.5,15000,1,2.25,0,9.0,0,0,1,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,732.069971,0.0,0.0,0.0,1490.09625,0.0,4444.332442,2222.166221
20,20,170,41.125,0,8,300000,97000,1,0,3,1,0,1,1,999999.0,999999.0,2.5,999999,1,1,0,999999,2,1,6,6,6,6,7,8,0,1,999999,2,0,5,999999,999999,2,3,999999,2,2,7,0,0,0,0,0,0,0,0,1,1,2,1,1,37500.0,12125.0,0.489679688,0.0,0.0,0.0,1530.612245,0.0,0.0,0.0,0.0,0.0,1530.612245,1531.101925,-1,24,2,0,5,2,3,3,4,4,2,6,300000,8,97000,0,37500.0,3,725.0,0.714,22.5,1,2.0,37.5,2.0,1,1.5,3333.333,150.0,1.0,0,3.5,60,-99,0,-99.0,-99.0,-99.0,-99,0,0.0,7,0.0,0,0,0,0,0,1,0,0,0,0,0.061209961,0.0,0.0,0.0,191.326530625,0.0,0.0,0.0,0.0,0.0,1531.101924688,191.387740586
21,21,193,24.0,1,1,200000,50000,0,0,5,1,0,2,1,999999.0,999999.0,5.5,999999,1,2,1,4,2,1,5,5,5,5,5,7,7,1,4,3,0,3,999999,999999,3,3,999999,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,200000.0,50000.0,0.336054688,68.445468,89.07959667,31.90946979,878.2714286,4.175322667,8.8576488,98.41832,2317.9275,312.0580878,3809.142842,1491.551397,1,24,2,1,5,3,-99,3,3,4,0,5,200000,3,50000,7,66666.66667,5,666.667,1.214,16.875,1,1.0,22.5,1.0,1,1.0,2666.667,150.0,3.0,0,3.5,60,-99,1,0.5,7.0,7.5,-99,1,1.75,0,9.0,0,1,0,0,0,1,0,0,0,0,0.11201822933333333,22.815156,29.69319889,10.63648993,292.7571428666667,1.3917742223333331,2.9525495999999998,32.806106666666665,772.6424999999999,104.01936260000001,3809.4788970150003,1269.826299005
22,22,205,47.5,1,4,180000,33000,0,0,10,1,0,1,1,999999.0,8.5,8.5,999999,0,3,1,6,0,1,6,6,6,6,7,8,7,3,4,2,1,0,999999,3,3,3,999999,999999,1,8,0,0,0,0,0,0,0,0,0,0,2,1,0,45000.0,8250.0,0.25809,3.578848,497.6451025,15.9547349,1518.367347,5.824,82.1345616,0.0,662.265,0.0,2785.769594,2123.762684,1,60,2,1,5,2,3,-99,3,4,2,5,180000,5,33000,7,36000.0,10,850.0,1.05,45.0,0,-99.0,-99.0,-99.0,0,1.0,3355.556,90.0,2.0,0,3.5,80,2500,1,2.25,9.0,6.0,6000,1,0.5,0,9.0,0,0,1,0,0,1,0,0,0,0,0.051618,0.7157696,99.5290205,3.19094698,303.67346940000004,1.1648,16.42691232,0.0,132.453,0.0,2786.027684,557.2055368
23,23,208,29.0,1,1,500000,37000,1,0,4,0,0,0,2,999999.0,999999.0,2.5,999999,0,0,0,5,2,0,6,6,6,5,0,0,7,0,4,999999,999999,3,999999,999999,3,999999,999999,999999,999999,0,0,1,1,0,0,0,0,0,0,0,0,0,0,500000.0,37000.0,0.0,19.683664,42.2192225,0.0,0.0,0.0,4.026204,0.0,0.0,0.0,65.9290905,65.9290905,1,29,0,0,5,2,-99,2,4,5,2,7,500000,1,37000,7,500000.0,4,1116.667,0.857,16.875,0,-99.0,-99.0,-99.0,0,-99.0,-99.0,-99.0,-99.0,3,-99.0,-99,-99,0,-99.0,-99.0,-99.0,-99,0,0.0,7,0.0,0,0,0,0,0,0,0,0,0,0,0.0,19.683664,42.2192225,0.0,0.0,0.0,4.026204,0.0,0.0,0.0,65.9290905,65.9290905
24,24,218,62.5,1,2,80000,20000,0,0,1,1,0,1,0,999999.0,999999.0,2.5,999999,1,1,0,999999,2,1,6,6,6,6,3,5,7,1,999999,2,2,999999,999999,999999,2,2,999999,0,1,6,0,0,0,1,0,0,0,0,0,0,2,1,0,40000.0,10000.0,0.1935675,0.0,199.017,0.0,728.8629738,4.47356,2.23678,67.1034,0.0,187.2348527,1188.928566,1189.122134,1,66,1,1,4,2,2,2,2,4,0,4,80000,2,20000,7,40000.0,1,-99.0,3.0,22.5,1,1.0,15.0,-99.0,1,1.5,3333.333,90.0,2.0,0,2.5,40,800,0,-99.0,-99.0,-99.0,-99,0,0.0,7,0.0,0,0,0,0,0,1,0,0,0,0,0.09678375,0.0,99.5085,0.0,364.4314869,2.23678,1.11839,33.5517,0.0,93.61742635,1189.122134,594.561067
25,25,235,37.75,0,4,300000,200000,1,0,2,1,0,2,1,5.5,999999.0,999999.0,999999,1,3,1,6,2,1,5,5,6,6,7,8,6,2,4,2,3,4,4,999999,999999,3,999999,2,5,2,0,0,0,0,0,0,1,0,0,1,1,1,1,75000.0,50000.0,0.0,19.939296,288.14448,0.0,1793.571429,0.0,54.833064,0.0,4966.9875,306.54,7430.015769,2463.028269,-1,33,3,0,5,6,-99,-99,3,4,2,6,300000,4,200000,6,75000.0,2,400.0,1.928,30.0,1,2.0,37.5,-99.0,1,1.5,2866.667,290.0,-99.0,0,3.5,105,2500,1,2.75,7.0,6.5,15000,1,3.75,1,9.0,0,0,0,0,0,1,0,0,0,0,0.0,4.984824,72.03612,0.0,448.39285725,0.0,13.708266,0.0,1241.746875,76.635,7430.015769000001,1857.5039422500001
26,26,237,56.5,0,2,50000,25300,1,0,2,1,0,1,1,999999.0,999999.0,5.5,999999,1,1,0,4,2,1,5,5,5,5,5,7,7,1,4,1,3,1,999999,999999,3,4,999999,1,3,6,0,0,0,1,0,0,0,0,0,0,2,1,0,25000.0,12650.0,0.0,22.815156,155.146719,45.67245997,752.8040816,5.032755,8.8576488,60.39306,0.0,208.2569476,1258.978828,1258.978828,-1,55,2,0,6,4,2,3,4,4,2,3,50000,2,25300,7,25000.0,2,600.0,1.5,22.5,1,0.857,22.5,2.0,1,1.0,2666.667,210.0,3.0,0,4.5,40,0,0,-99.0,-99.0,-99.0,-99,0,0.0,7,0.0,0,0,0,0,1,0,0,0,0,0,0.0,11.407578,77.5733595,22.836229985,376.4020408,2.5163775,4.4288244,30.19653,0.0,104.1284738,1258.97882797,629.489413985
27,27,242,59.5,1,2,50000,50000,0,0,1,1,0,1,0,999999.0,999999.0,5.5,1,1,2,0,7,2,1,6,6,6,6,7,8,7,1,1,2,3,999999,999999,999999,2,999999,3,1,2,6,0,0,0,1,0,0,0,0,0,0,2,1,0,25000.0,25000.0,0.0,0.0,199.017,2.90086089,0.0,5.338666667,4.920916,0.0,0.0,214.578,426.7554436,426.7554436,1,60,2,1,4,3,-99,-99,4,5,0,3,50000,2,50000,7,25000.0,1,-99.0,3.0,22.5,1,0.429,22.5,-99.0,1,1.5,-99.0,120.0,2.0,2,-99.0,-99,-99,0,-99.0,-99.0,-99.0,-99,0,0.0,7,0.0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,99.5085,1.450430445,0.0,2.6693333335,2.460458,0.0,0.0,107.289,426.75544355700004,213.37772177850002
28,28,250,33.66666667,1,6,50000,42000,0,0,3,1,0,1,1,999999.0,999999.0,5.5,999999,1,2,1,6,2,1,6,5,6,6,3,6,7,2,4,1,1,2,999999,999999,0,4,999999,1,1,7,0,0,0,0,0,0,0,0,1,1,2,1,1,8333.333333,7000.0,0.462635286,38.02526,123.2400867,12.76378792,1756.96793,5.032755,1.9683664,20.13102,1655.6625,83.87925,3697.670956,2042.471091,1,27,2,1,5,1,-99,-99,3,5,2,3,50000,3,42000,7,16666.66667,3,1375.0,0.487,55.0,1,1.0,22.5,-99.0,1,2.5,2633.333,90.0,3.0,0,4.5,80,1300,1,2.75,9.0,7.5,13000,1,1.25,0,9.0,0,0,0,0,0,1,0,0,0,0,0.154211762,12.675086666666667,41.0800289,4.254595973333333,585.6559766666667,1.6775849999999999,0.6561221333333334,6.7103399999999995,551.8874999999999,27.95975,3698.1335913059997,1232.711197102
29,29,253,46.5,1,4,50000,45000,1,0,6,1,0,1,0,2.5,999999.0,5.5,1,1,2,0,1,1,0,0,6,6,6,6,7,7,2,4,4,5,999999,0,999999,0,999999,8,1,0,8,0,0,0,0,0,0,0,0,0,0,2,1,0,12500.0,11250.0,0.0,0.0,373.8869225,12.76378792,0.0,0.671034,6.4419264,107.36544,0.0,234.0435659,735.1726767,735.1726767,1,59,1,0,4,1,-99,-99,4,4,0,3,50000,3,45000,7,16666.66667,6,400.0,1.476,114.375,1,1.0,22.5,-99.0,1,1.0,3400.0,60.0,1.0,2,-99.0,-99,-99,0,-99.0,-99.0,-99.0,-99,0,0.0,7,0.0,0,1,0,0,1,0,0,0,0,0,0.0,0.0,124.62897416666668,4.254595973333333,0.0,0.22367800000000002,2.1473088,35.78848,0.0,78.01452196666666,735.17267672,245.05755890666669
30,30,257,47.0,0,2,150000,30000,0,0,7,1,0,1,2,2.5,2.5,2.5,999999,1,2,0,5,0,0,2,2,6,6,4,1,7,2,4,3,5,2,0,0,0,3,999999,3,0,10,0,0,0,0,0,0,0,0,0,0,1,1,0,75000.0,15000.0,0.18281375,28.071589,389.0124875,15.9547349,1135.102041,8.872560667,9.841832,304.20208,0.0,208.2569476,2099.314273,2099.497086,-1,60,2,1,4,6,-99,2,4,4,0,5,150000,2,30000,7,75000.0,7,683.333,2.25,26.25,1,0.857,52.5,2.0,1,1.0,3333.333,60.0,3.0,0,3.5,60,0,0,-99.0,-99.0,-99.0,-99,0,0.0,7,0.0,0,0,0,0,0,1,0,0,0,0,0.091406875,14.0357945,194.50624375,7.97736745,567.5510205,4.4362803335,4.920916,152.10104,0.0,104.1284738,2099.497086417,1049.7485432085
31,31,259,38.33333333,0,3,400000,65000,0,0,8,1,0,1,2,999999.0,999999.0,5.5,999999,1,3,1,6,2,1,6,6,6,6,3,4,7,1,4,3,2,2,999999,999999,3,3,999999,1,0,8,0,0,0,0,0,0,0,0,0,0,1,1,0,133333.3333,21666.66667,0.749177917,39.702845,228.770834,18.51177041,1518.367347,15.65746,8.8576488,139.79875,2317.9275,83.87925,4371.473405,2054.295083,-1,29,2,1,5,4,-99,2,2,5,2,6,400000,4,65000,7,100000.0,8,1333.333,0.989,41.25,1,1.0,22.5,2.0,1,1.5,3333.333,120.0,2.0,0,3.5,80,2700,1,2.75,9.0,6.5,10000,1,1.75,0,9.0,0,0,1,0,0,1,0,0,0,0,0.18729447925,9.92571125,57.1927085,4.6279426025,379.59183675,3.914365,2.2144122,34.9496875,579.481875,20.9698125,4372.222583127,1093.05564578175
32,32,267,62.0,1,2,50000,31000,0,0,2,1,0,2,0,999999.0,999999.0,8.5,999999,1,1,0,6,2,1,3,4,4,4,4,7,7,1,4,0,2,999999,999999,999999,0,4,999999,0,0,6,0,0,0,1,0,0,0,0,0,0,2,1,0,25000.0,15500.0,0.090367647,0.0,92.6716245,31.90946979,553.444898,0.2795975,3.0420208,67.1034,0.0,355.7025756,1104.153586,1104.243954,1,61,2,1,6,3,-99,3,2,4,0,3,50000,2,31000,7,25000.0,2,600.0,1.5,22.5,1,2.0,15.0,1.0,1,1.0,2666.667,60.0,2.0,0,4.5,40,0,0,-99.0,-99.0,-99.0,-99,0,0.0,7,0.0,0,0,0,0,1,0,0,0,0,0,0.0451838235,0.0,46.33581225,15.954734895,276.722449,0.13979875,1.5210104,33.5517,0.0,177.8512878,1104.243953837,552.1219769185
33,33,268,35.14285714,1,7,200000,9999998,0,0,5,1,0,2,2,5.5,2.5,5.5,999999,1,2,0,5,0,0,6,6,6,6,7,8,6,2,4,3,0,0,2,0,2,4,999999,1,8,7,0,0,0,0,0,0,0,0,1,3,2,1,1,28571.42857,1428571.143,0.240039063,13.89999,348.777195,31.90946979,3243.148688,3.578848,29.142048,23.00688,0.0,304.887922,3998.351041,3998.59108,1,68,3,1,5,6,-99,-99,2,4,2,5,200000,2,-99,6,100000.0,5,983.333,2.25,22.5,1,2.0,22.5,-99.0,1,1.25,3033.333,315.0,-99.0,0,4.5,120,9998,0,-99.0,-99.0,-99.0,-99,0,0.0,7,0.0,0,0,0,0,0,1,0,0,0,0,0.1200195315,6.949995,174.3885975,15.954734895,1621.574344,1.789424,14.571024,11.50344,0.0,152.443961,3998.5910798530003,1999.2955399265002
34,34,270,32.66666667,1,6,40000,30000,0,0,5,1,0,1,2,999999.0,999999.0,8.5,999999,1,1,0,6,2,1,6,6,6,6,4,4,7,1,4,2,1,0,999999,999999,2,3,999999,1,7,7,0,0,0,0,0,0,0,0,1,2,2,1,1,6666.666667,5000.0,0.0,29.972852,78.64129,12.76378792,1992.857143,0.2795975,7.605052,20.13102,0.0,187.2348527,2329.485595,2329.485595,1,34,2,1,3,1,-99,-99,3,3,2,3,40000,1,30000,7,40000.0,5,150.0,1.215,18.75,1,1.0,22.5,-99.0,1,2.5,2666.667,450.0,-99.0,0,3.5,105,1000,0,-99.0,-99.0,-99.0,-99,0,0.0,7,0.0,0,0,0,0,0,1,0,0,0,0,0.0,29.972852,78.64129,12.76378792,1992.857143,0.2795975,7.605052,20.13102,0.0,187.2348527,2329.4855951199993,2329.4855951199993
35,35,280,46.0,1,3,9999999,95000,0,0,2,1,0,0,2,999999.0,999999.0,2.5,999999,1,2,0,4,2,0,6,6,6,6,2,3,7,999999,0,1,999999,3,999999,999999,6,4,999999,2,8,8,0,0,0,0,0,0,0,0,0,0,2,1,0,3333333.0,31666.66667,4.756952941,32.209632,0.559195,0.0,1327.696793,4.47356,10.736544,0.0,0.0,357.63,1733.305724,1738.062677,1,26,2,1,6,3,-99,3,2,4,2,7,-99,2,95000,7,4999999.5,2,1500.0,0.033,15.0,1,1.0,37.5,-99.0,1,3.5,2600.0,480.0,2.0,0,4.5,40,0,0,-99.0,-99.0,-99.0,-99,0,0.0,7,0.0,0,0,0,0,0,1,0,0,0,0,2.3784764705,16.104816,0.2795975,0.0,663.8483965,2.23678,5.368272,0.0,0.0,178.815,1738.062676941,869.0313384705
36,36,293,41.8,0,5,9999998,12500,1,0,3,0,0,0,1,999999.0,999999.0,2.5,999999,0,0,0,999999,0,1,6,6,6,6,0,0,7,2,0,999999,999999,2,999999,999999,4,999999,999999,999999,999999,7,0,0,0,0,0,0,0,0,1,0,1,1,0,1999999.6,2500.0,0.0,1.677585,78.2873,0.0,0.0,0.0,5.815628,0.0,0.0,0.0,85.780513,85.780513,-1,45,0,0,5,1,2,-99,4,3,2,7,-99,2,12500,7,4999999.0,3,966.667,2.0,22.5,0,-99.0,-99.0,-99.0,0,-99.0,-99.0,-99.0,-99.0,3,-99.0,-99,-99,0,-99.0,-99.0,-99.0,-99,0,0.0,7,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.8387925,39.14365,0.0,0.0,0.0,2.907814,0.0,0.0,0.0,85.780513,42.8902565
37,37,303,25.0,1,1,800000,97000,0,0,3,1,0,0,3,999999.0,999999.0,2.5,999999,1,0,0,999999,2,0,6,6,6,6,3,3,7,0,4,4,999999,4,999999,999999,3,4,999999,1,999999,0,0,1,1,0,0,0,0,0,0,0,0,0,0,800000.0,97000.0,0.0,69.787536,8.089687667,19.14568188,491.9825073,11.648,4.026204,0.0,0.0,83.87925,688.5588668,688.5588668,1,25,2,1,5,3,-99,-99,4,4,2,7,800000,3,97000,7,266666.6667,3,833.333,0.319,25.0,1,3.0,22.5,3.0,1,-99.0,-99.0,-99.0,-99.0,0,4.5,15,-99,0,-99.0,-99.0,-99.0,-99,0,0.0,7,0.0,0,0,0,0,0,0,0,0,0,0,0.0,23.262512,2.6965625556666666,6.38189396,163.9941691,3.8826666666666667,1.342068,0.0,0.0,27.95975,688.558866847,229.51962228233333
38,38,304,58.5,1,2,66000,30600,0,0,3,0,0,2,0,2.5,999999.0,2.5,999999,0,1,0,4,3,0,999999,4,3,4,6,7,7,2,4,999999,3,999999,3,999999,2,4,999999,999999,3,6,0,0,0,1,0,0,0,0,0,0,2,1,0,33000.0,15300.0,0.0,0.0,115.35524,15.9547349,752.8040816,0.0,22.3678,125.25968,0.0,0.0,1031.741537,1031.741537,1,60,1,1,4,1,-99,3,2,5,0,4,66000,1,30600,7,66000.0,3,150.0,1.952,37.5,0,-99.0,-99.0,-99.0,0,3.5,3333.333,210.0,3.0,0,4.5,40,-99,0,-99.0,-99.0,-99.0,-99,0,0.0,7,0.0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,115.35524,15.9547349,752.8040816,0.0,22.3678,125.25968,0.0,0.0,1031.7415365000002,1031.7415365000002
39,39,317,55.0,0,1,25000,12600,0,0,4,1,0,2,1,999999.0,999999.0,5.5,999999,1,2,0,5,0,0,5,5,6,6,4,5,7,1,4,1,3,2,999999,999999,1,3,999999,1,1,5,1,1,0,0,0,0,0,0,0,0,1,1,0,25000.0,12600.0,0.442584023,30.755725,149.45385,12.76378792,756.7346939,3.2032,2.9525496,0.0,0.0,214.578,1170.441806,1170.88439,-1,55,1,1,1,2,-99,2,4,3,2,2,25000,1,12600,7,25000.0,4,1500.0,0.964,18.75,1,1.0,22.5,2.0,1,2.0,2966.667,90.0,3.0,0,3.5,40,1700,0,-99.0,-99.0,-99.0,-99,0,0.0,7,0.0,0,0,0,0,0,1,0,0,0,0,0.442584023,30.755725,149.45385,12.76378792,756.7346939,3.2032,2.9525496,0.0,0.0,214.578,1170.884390443,1170.884390443
