,Unnamed: 0,id,ages_mean,gender_codes,family_size,income_list,expenditure_list,resident_codes,region_codes,NumCookingEquip_list,NumWashMach_list,NumDryer_list,NumTV_list,NumPC_list,NumFluLamp_codes,NumIcdLamp_codes,NumESLamp_codes,NumHeater_list,NumWaterHeater_list,NumAC_list,NumVehicle_codes,HouseAge_codes,WindowFrame_codes,GlassType_codes,Reno_WindowGlass_codes,Reno_WindowGap_codes,Reno_Wall_codes,Reno_OtherHeatInsu_codes,WinterSunshine_codes,SummerSunshine_codes,Weektime_list,Cookingtime_codes,Fridgetime_codes,Washmachinetime_codes,TVtime_codes,PCtime_codes,FluLamptime_codes,IcdLamptime_codes,ESLamptime_codes,MthHeattime_codes,DayHeatertime_codes,Waterheatingtime_codes,ACtime_codes,demographicType,IF_single_elderly,IF_singleAE,IF_singleA,IF_couple_elderly,IF_coupleA,IF_singleWithChildren,IF_coupleWithChildren,IF_grandparentKids,IF_bigFamily,childrenNumber,elderNumber,IF_existElderly,IF_existChildren,income_percapita,expenditure_percapita,en_ac,en_computer,en_cooking,en_freezing,en_heating,en_laundry,en_lighting,en_television,en_vehicle,en_waterheating,en_total,en_total_no_vehicle,gender,age,house_area,resident,media,outside,aware_trust,aware_harm,aware_justice,aware_happy,job,income,raw_income,size,expenditure,live_days,income_percap,num_cooking,power_cooking,freq_cooking,time_cooking,num_water_heater,freq_water_heater,time_water_heater,label_water_heater,num_ac,freq_ac,power_ac,time_ac,label_ac,type_heating,time_heating,area_heating,cost_heating,own_vehicle,emit_vehicle,fuel_vehicle,fuel_price_vehicle,cost_vehicle,vehicle_num,vehicle_dist,vehicle_fuel,vehicle_use,fuel1,fuel2,fuel3,fuel4,fuel5,fuel6,fuel7,fuel8,fuel9,fuel10,percapita_en_ac,percapita_en_computer,percapita_en_cooking,percapita_en_freezing,percapita_en_heating,percapita_en_laundry,percapita_en_lighting,percapita_en_television,percapita_en_vehicle,percapita_en_waterheating,TotalHouseholdEnergyUse,percapita_HouseholdEnergyUse
2300,2300,10756,79.0,0,1,1220,1110,1,3,2,0,0,1,0,999999.0,999999.0,999999.0,999999,0,0,0,2,1,0,6,6,6,5,7,8,7,2,999999,999999,0,999999,999999,999999,999999,999999,999999,999999,999999,5,1,1,0,0,0,0,0,0,0,0,1,1,0,1220.0,1110.0,0.0,0.0,603.96791,0.0,0.0,0.0,0.0,13.42068,0.0,0.0,617.38859,617.38859,-1,79,2,0,-99,1,2,2,3,2,0,0,1220,1,1110,7,1220.0,2,-99.0,1.5,198.75,0,-99.0,-99.0,-99.0,0,-99.0,-99.0,-99.0,-99.0,3,-99.0,-99,-99,0,-99.0,-99.0,-99.0,-99,0,0.0,7,0.0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,603.96791,0.0,0.0,0.0,0.0,13.42068,0.0,0.0,617.3885899999999,617.3885899999999
2301,2301,10757,22.33333333,1,3,40000,15400,1,3,2,1,0,1,0,5.5,999999.0,999999.0,999999,1,1,0,6,0,0,6,6,6,6,7,8,7,0,2,1,1,999999,0,999999,999999,999999,999999,2,2,2,0,0,0,0,0,0,1,0,0,1,0,0,1,13333.33333,5133.333333,0.304689583,0.0,159.061084,7.404708164,0.0,1.342068,9.841832,20.13102,0.0,160.066159,357.8468712,358.1515608,1,30,3,0,4,2,3,-99,3,4,2,3,40000,3,15400,7,13333.33333,2,1250.0,2.0,15.0,1,2.0,37.5,-99.0,1,1.5,3333.333,150.0,-99.0,3,-99.0,-99,-99,0,-99.0,-99.0,-99.0,-99,0,0.0,7,0.0,0,0,0,0,1,0,0,0,0,0,0.10156319433333333,0.0,53.020361333333334,2.4682360546666664,0.0,0.44735600000000003,3.2806106666666666,6.7103399999999995,0.0,53.355386333333335,358.151560747,119.38385358233334
2302,2302,10761,44.0,1,4,50000,19000,0,3,2,1,0,1,1,999999.0,999999.0,5.5,999999,1,1,0,5,0,0,6,6,6,6,4,7,7,2,4,1,2,1,999999,999999,3,999999,999999,2,3,2,0,0,0,0,0,0,1,0,0,1,1,1,1,12500.0,4750.0,0.0,19.124469,41.11282933,14.85886253,0.0,3.35517,8.8576488,44.7356,0.0,234.0435659,366.0881455,366.0881455,1,42,2,1,4,1,-99,-99,4,4,2,3,50000,4,19000,7,12500.0,2,850.0,0.429,45.0,1,1.0,37.5,1.0,1,3.5,2600.0,210.0,1.0,3,-99.0,-99,-99,0,-99.0,-99.0,-99.0,-99,0,0.0,7,0.0,0,0,0,0,1,0,0,0,0,0,0.0,4.78111725,10.2782073325,3.7147156325,0.0,0.8387925,2.2144122,11.1839,0.0,58.510891475,366.08814556000004,91.52203639000001
2303,2303,10763,25.4,1,5,5000,10000,1,3,1,1,0,0,0,999999.0,2.5,2.5,999999,0,0,0,5,1,0,6,6,6,6,8,8,7,1,999999,2,999999,999999,999999,1,1,999999,999999,999999,999999,7,0,0,0,0,0,0,0,0,1,2,0,0,1,1000.0,2000.0,0.0,0.0,100.544535,0.0,0.0,2.23678,8.052408,0.0,0.0,0.0,110.833723,110.833723,1,44,3,0,4,1,3,-99,4,2,1,1,5000,1,10000,7,5000.0,1,-99.0,3.0,22.5,0,-99.0,-99.0,-99.0,0,-99.0,-99.0,-99.0,-99.0,3,-99.0,-99,-99,0,-99.0,-99.0,-99.0,-99,0,0.0,7,0.0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,100.544535,0.0,0.0,2.23678,8.052408,0.0,0.0,0.0,110.83372299999999,110.83372299999999
2304,2304,10766,37.5,1,4,50000,38000,1,3,2,1,0,1,0,5.5,999999.0,999999.0,999999,0,0,0,6,2,0,6,5,5,5,6,8,7,0,4,4,2,999999,3,999999,999999,999999,999999,999999,999999,9,0,0,0,0,0,0,0,0,0,0,0,0,0,12500.0,9500.0,0.0,0.0,227.1281285,12.76378792,0.0,5.368272,44.288244,33.5517,0.0,0.0,323.1001324,323.1001324,1,43,3,0,4,2,-99,2,2,4,1,3,50000,3,38000,7,16666.66667,2,850.0,2.0,18.75,0,-99.0,-99.0,-99.0,0,-99.0,-99.0,-99.0,-99.0,3,-99.0,-99,-99,0,-99.0,-99.0,-99.0,-99,0,0.0,7,0.0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,75.70937616666667,4.254595973333333,0.0,1.7894240000000001,14.762748,11.1839,0.0,0.0,323.10013241999997,107.70004413999999
2305,2305,10768,29.875,0,8,100000,8700,1,3,1,1,0,1,0,999999.0,2.5,2.5,999999,0,0,0,5,1,0,6,5,6,6,7,8,7,3,2,2,1,999999,999999,1,1,999999,999999,999999,999999,7,0,0,0,0,0,0,0,0,1,3,2,1,1,12500.0,1087.5,0.0,0.0,234.603915,7.977367449,0.0,2.23678,8.052408,20.13102,0.0,0.0,273.0014904,273.0014904,-1,60,3,0,4,1,-99,3,4,5,1,4,100000,4,8700,7,25000.0,1,-99.0,3.0,52.5,0,-99.0,-99.0,-99.0,0,-99.0,-99.0,-99.0,-99.0,3,-99.0,-99,-99,0,-99.0,-99.0,-99.0,-99,0,0.0,7,0.0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,58.65097875,1.99434186225,0.0,0.559195,2.013102,5.032755,0.0,0.0,273.001490449,68.25037261225
2306,2306,10771,41.33333333,1,3,9999999,7000,1,3,2,1,0,1,1,999999.0,999999.0,8.5,999999,1,0,0,999999,0,0,6,6,6,6,7,8,7,2,4,2,3,1,999999,999999,0,999999,999999,1,999999,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3333333.0,2333.333333,0.0,5.368272,87.589775,31.90946979,0.0,2.982373333,3.0420208,60.39306,0.0,234.0435659,425.3285368,425.3285368,1,24,2,0,4,1,2,2,3,4,2,7,-99,4,7000,7,2499999.75,2,1250.0,1.214,30.0,1,1.0,22.5,1.0,1,-99.0,-99.0,-99.0,-99.0,3,-99.0,-99,-99,0,-99.0,-99.0,-99.0,-99,0,0.0,7,0.0,0,0,0,0,0,0,0,0,0,0,0.0,1.342068,21.89744375,7.9773674475,0.0,0.74559333325,0.7605052,15.098265,0.0,58.510891475,425.32853682300004,106.33213420575001
2307,2307,10777,37.0,0,3,100000,40000,0,3,2,1,0,1,1,999999.0,999999.0,8.5,999999,1,2,0,999999,2,1,4,4,6,6,4,6,7,2,4,2,3,2,999999,999999,1,999999,999999,3,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,33333.33333,13333.33333,0.0,31.874115,434.000385,14.80941633,0.0,2.23678,4.5630312,60.39306,0.0,156.1927107,704.0694983,704.0694983,-1,44,2,1,4,3,3,2,4,4,2,4,100000,3,40000,7,33333.33333,2,850.0,3.0,37.5,1,0.857,52.5,2.0,1,2.5,-99.0,150.0,2.0,3,-99.0,-99,-99,0,-99.0,-99.0,-99.0,-99,0,0.0,7,0.0,0,0,0,0,1,0,0,0,0,0,0.0,10.624705,144.666795,4.9364721099999995,0.0,0.7455933333333333,1.5210104,20.13102,0.0,52.0642369,704.06949823,234.68983274333334
2308,2308,10778,61.25,1,4,4000,7000,0,3,3,1,0,1,0,2.5,999999.0,2.5,999999,1,1,0,5,1,0,6,6,6,6,5,7,7,1,1,2,1,999999,1,999999,1,999999,999999,2,0,8,0,0,0,0,0,0,0,0,0,0,2,1,0,1000.0,1750.0,0.0,0.0,199.222205,0.0,0.0,1.3979875,8.052408,40.26204,0.0,210.0390976,458.9737381,458.9737381,1,75,3,1,4,1,5,1,4,4,0,1,4000,2,7000,7,2000.0,3,850.0,2.0,27.5,1,0.429,37.5,-99.0,1,1.5,-99.0,60.0,2.0,3,-99.0,-99,-99,0,-99.0,-99.0,-99.0,-99,0,0.0,7,0.0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,99.6111025,0.0,0.0,0.69899375,4.026204,20.13102,0.0,105.0195488,458.9737381,229.48686905
2309,2309,10780,43.75,0,4,6000,10000,0,3,1,1,0,1,0,999999.0,999999.0,5.5,1,0,1,0,3,0,0,6,6,6,6,3,4,7,2,1,3,2,999999,999999,999999,2,999999,1,999999,2,8,0,0,0,0,0,0,0,0,0,0,1,1,0,1500.0,2500.0,0.0,0.0,362.7030225,2.90086089,0.0,0.97859125,4.920916,33.5517,0.0,0.0,405.0550906,405.0550906,-1,53,3,1,4,2,1,5,2,3,0,1,6000,2,10000,7,3000.0,1,-99.0,3.0,37.5,0,-99.0,-99.0,-99.0,0,3.5,-99.0,150.0,3.0,2,-99.0,-99,-99,0,-99.0,-99.0,-99.0,-99,0,0.0,7,0.0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,181.35151125,1.450430445,0.0,0.489295625,2.460458,16.77585,0.0,0.0,405.05509063999995,202.52754531999997
2310,2310,10782,41.6,1,5,55000,29500,1,3,1,1,0,1,0,999999.0,999999.0,5.5,999999,0,0,0,7,0,0,6,6,6,6,5,7,7,2,4,1,2,999999,999999,999999,1,999999,999999,999999,999999,7,0,0,0,0,0,0,0,0,1,1,2,1,1,11000.0,5900.0,0.0,0.0,362.7030225,31.90946979,0.0,5.032755,2.9525496,33.5517,0.0,0.0,436.1494969,436.1494969,1,67,3,0,4,2,2,-99,2,2,1,4,55000,1,29500,7,555.5555556,1,-99.0,3.0,37.5,0,-99.0,-99.0,-99.0,0,-99.0,-99.0,-99.0,-99.0,3,-99.0,-99,-99,0,-99.0,-99.0,-99.0,-99,0,0.0,7,0.0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,362.7030225,31.90946979,0.0,5.032755,2.9525496,33.5517,0.0,0.0,436.14949688999997,436.14949688999997
2311,2311,10789,37.25,1,4,30000,9999998,1,3,1,1,0,1,1,2.5,999999.0,2.5,999999,0,1,0,999999,0,0,6,6,6,6,5,8,7,1,4,4,1,2,2,999999,1,999999,999999,999999,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,7500.0,2499999.5,0.0,36.90687,199.017,12.76378792,0.0,29.89653333,12.525968,20.13102,0.0,0.0,311.2411793,311.2411793,1,25,3,0,5,1,-99,-99,4,4,2,3,30000,2,-99,7,15000.0,1,-99.0,3.0,22.5,0,-99.0,-99.0,-99.0,0,2.5,3400.0,150.0,-99.0,3,-99.0,-99,-99,0,-99.0,-99.0,-99.0,-99,0,0.0,7,0.0,0,0,0,0,0,1,0,0,0,0,0.0,18.453435,99.5085,6.38189396,0.0,14.948266665,6.262984,10.06551,0.0,0.0,311.24117924999996,155.62058962499998
2312,2312,10790,38.0,1,8,9999999,9999998,0,3,1,1,0,1,0,999999.0,999999.0,5.5,999999,0,0,0,7,0,0,6,6,6,6,0,0,7,2,999999,4,1,999999,999999,999999,2,999999,999999,999999,999999,7,0,0,0,0,0,0,0,0,1,1,2,1,1,1249999.875,1249999.75,0.0,0.0,362.7030225,0.0,0.0,5.368272,4.920916,20.13102,0.0,0.0,393.1232305,393.1232305,1,76,3,1,4,1,-99,2,4,4,0,7,-99,2,-99,7,4999999.5,1,-99.0,3.0,37.5,0,-99.0,-99.0,-99.0,0,-99.0,-99.0,-99.0,-99.0,3,-99.0,-99,-99,0,-99.0,-99.0,-99.0,-99,0,0.0,7,0.0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,181.35151125,0.0,0.0,2.684136,2.460458,10.06551,0.0,0.0,393.1232304999999,196.56161524999996
2313,2313,10791,24.75,0,4,50000,16200,1,3,2,0,0,1,0,2.5,999999.0,999999.0,999999,0,0,1,6,0,0,6,6,6,6,8,8,7,1,1,999999,1,999999,2,999999,999999,999999,999999,999999,999999,2,0,0,0,0,0,0,1,0,0,2,0,0,1,12500.0,4050.0,0.0,0.0,425.61246,7.252152226,0.0,0.0,11.1839,20.13102,662.265,0.0,1126.444532,464.1795322,-1,38,3,0,4,1,-99,2,4,4,2,3,50000,4,16200,7,12500.0,2,1250.0,3.0,30.0,0,-99.0,-99.0,-99.0,0,-99.0,-99.0,-99.0,-99.0,3,-99.0,-99,-99,1,1.25,7.0,6.5,1000,1,0.5,0,9.0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,106.403115,1.8130380565,0.0,0.0,2.795975,5.032755,165.56625,0.0,1126.4445322259999,281.61113305649997
2314,2314,10799,27.66666667,0,3,80000,44000,0,3,2,1,0,1,1,999999.0,999999.0,2.5,999999,1,1,0,6,2,1,6,6,6,6,7,8,7,4,4,1,2,1,999999,999999,2,999999,999999,2,1,2,0,0,0,0,0,0,1,0,0,1,0,0,1,26666.66667,14666.66667,0.142151133,22.144122,385.3803135,31.90946979,0.0,5.032755,2.23678,33.5517,0.0,234.0435659,714.2987061,714.4408573,-1,35,3,1,5,6,-99,2,2,4,2,4,80000,3,44000,7,26666.66667,2,1250.0,2.5,56.25,1,1.0,37.5,1.0,1,1.5,2600.0,90.0,1.0,3,-99.0,-99,-99,0,-99.0,-99.0,-99.0,-99,0,0.0,7,0.0,0,0,0,0,1,0,0,0,0,0,0.047383711,7.381374,128.4601045,10.63648993,0.0,1.6775849999999999,0.7455933333333333,11.1839,0.0,78.01452196666666,714.440857323,238.14695244100002
2315,2315,10802,33.0,1,4,40000,17500,1,3,3,1,0,1,1,999999.0,999999.0,5.5,999999,0,1,0,7,0,0,6,6,6,6,4,3,7,1,2,1,1,2,999999,999999,2,999999,999999,999999,2,3,0,0,0,0,0,1,0,0,0,1,0,0,1,10000.0,4375.0,0.0,1.677585,65.98501,7.977367449,0.0,9.506315,4.920916,40.26204,0.0,0.0,130.3292334,130.3292334,1,20,2,0,5,2,2,2,4,4,0,3,40000,4,17500,7,10000.0,3,533.333,2.333,25.0,0,-99.0,-99.0,-99.0,0,1.5,-99.0,150.0,2.0,3,-99.0,-99,-99,0,-99.0,-99.0,-99.0,-99,0,0.0,7,0.0,0,0,0,0,1,0,0,0,0,0,0.0,0.41939625,16.4962525,1.99434186225,0.0,2.37657875,1.230229,10.06551,0.0,0.0,130.32923344900001,32.582308362250004
2316,2316,10806,35.0,0,4,20000,11500,0,3,2,1,0,1,0,999999.0,999999.0,5.5,999999,1,0,0,5,3,0,6,4,6,6,5,6,7,2,1,2,3,999999,999999,999999,2,999999,999999,2,999999,9,0,0,0,0,0,0,0,0,0,0,0,0,0,5000.0,2875.0,0.0,0.0,225.75007,7.252152226,0.0,2.982373333,4.920916,60.39306,0.0,210.0390976,511.3376691,511.3376691,-1,45,3,1,4,1,-99,2,4,5,0,2,20000,3,11500,7,6666.666667,2,1250.0,2.0,37.5,1,0.429,37.5,1.0,1,-99.0,-99.0,-99.0,-99.0,3,-99.0,-99,-99,0,-99.0,-99.0,-99.0,-99,0,0.0,7,0.0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,75.25002333333333,2.417384075333333,0.0,0.9941244443333334,1.6403053333333333,20.13102,0.0,70.01303253333333,511.337669159,170.44588971966667
2317,2317,10813,53.2,0,5,1120,5000,1,3,1,0,0,1,0,999999.0,2.5,2.5,999999,0,0,0,3,1,0,6,6,6,6,5,7,7,2,999999,999999,1,999999,999999,1,1,999999,999999,999999,999999,7,0,0,0,0,0,0,0,0,1,0,1,1,0,224.0,1000.0,0.0,0.0,167.55375,0.0,0.0,0.0,8.052408,40.26204,0.0,0.0,215.868198,215.868198,-1,76,2,0,4,1,2,3,3,5,0,0,1120,1,5000,7,1120.0,1,-99.0,3.0,37.5,0,-99.0,-99.0,-99.0,0,-99.0,-99.0,-99.0,-99.0,3,-99.0,-99,-99,0,-99.0,-99.0,-99.0,-99,0,0.0,7,0.0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,167.55375,0.0,0.0,0.0,8.052408,40.26204,0.0,0.0,215.868198,215.868198
2318,2318,10815,36.0,1,4,40000,10000,1,3,1,1,0,1,0,999999.0,2.5,5.5,999999,0,0,0,5,1,0,6,6,6,6,6,7,7,2,4,4,4,999999,999999,1,2,999999,999999,999999,999999,2,0,0,0,0,0,0,1,0,0,1,1,1,1,10000.0,2500.0,0.0,0.0,362.7030225,31.90946979,0.0,0.671034,11.631256,87.23442,0.0,0.0,494.1492023,494.1492023,1,38,3,0,4,1,2,-99,2,4,1,3,40000,4,10000,7,10000.0,1,-99.0,3.0,37.5,0,-99.0,-99.0,-99.0,0,-99.0,-99.0,-99.0,-99.0,3,-99.0,-99,-99,0,-99.0,-99.0,-99.0,-99,0,0.0,7,0.0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,90.675755625,7.9773674475,0.0,0.1677585,2.907814,21.808605,0.0,0.0,494.14920229,123.5373005725
2319,2319,10816,14.0,0,3,30000,12000,1,3,2,1,0,1,0,999999.0,999999.0,8.5,999999,0,1,0,7,2,1,6,6,6,6,7,7,7,3,2,2,3,999999,999999,999999,2,999999,999999,999999,3,2,0,0,0,0,0,0,1,0,0,1,0,0,1,10000.0,4000.0,0.0,0.0,264.5941935,6.381893959,0.0,2.23678,7.605052,80.52408,0.0,0.0,361.3419995,361.3419995,-1,19,2,0,5,1,2,3,2,4,0,3,30000,3,12000,7,10000.0,2,400.0,3.0,37.5,0,-99.0,-99.0,-99.0,0,3.5,3333.333,210.0,-99.0,3,-99.0,-99,-99,0,-99.0,-99.0,-99.0,-99,0,0.0,7,0.0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,88.1980645,2.1272979863333332,0.0,0.7455933333333333,2.5350173333333332,26.841359999999998,0.0,0.0,361.341999459,120.447333153
2320,2320,10818,41.16666667,1,6,50000,4000,0,3,1,1,0,1,0,999999.0,999999.0,5.5,999999,0,0,0,5,1,0,6,6,6,6,7,8,7,1,999999,2,3,999999,999999,999999,2,999999,999999,999999,999999,7,0,0,0,0,0,0,0,0,1,1,2,1,1,8333.333333,666.6666667,0.0,0.0,30.19653,7.429431267,0.0,0.69899375,4.920916,60.39306,0.0,0.0,103.638931,103.638931,1,66,2,1,4,1,3,3,4,4,0,3,50000,2,4000,7,25000.0,1,600.0,3.0,22.5,0,-99.0,-99.0,-99.0,0,-99.0,-99.0,-99.0,-99.0,3,-99.0,-99,-99,0,-99.0,-99.0,-99.0,-99,0,0.0,7,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,15.098265,3.7147156335,0.0,0.349496875,2.460458,30.19653,0.0,0.0,103.638931017,51.8194655085
2321,2321,10821,57.5,0,2,20000,35000,1,3,1,1,0,1,0,999999.0,999999.0,2.5,999999,0,0,0,4,1,0,6,6,6,6,5,6,7,1,4,3,5,999999,999999,999999,1,999999,999999,999999,999999,6,0,0,0,1,0,0,0,0,0,0,2,1,0,10000.0,17500.0,0.0,0.0,217.6218135,37.02354082,0.0,3.131492,1.342068,107.36544,0.0,0.0,366.4843543,366.4843543,-1,55,2,0,-99,1,2,2,3,4,1,2,20000,5,35000,7,4000.0,1,-99.0,3.0,22.5,0,-99.0,-99.0,-99.0,0,-99.0,-99.0,-99.0,-99.0,3,-99.0,-99,-99,0,-99.0,-99.0,-99.0,-99,0,0.0,7,0.0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,43.5243627,7.4047081640000005,0.0,0.6262984,0.26841360000000003,21.473088,0.0,0.0,366.48435431999997,73.296870864
2322,2322,10822,32.33333333,0,6,5000,9999998,1,3,1,1,0,1,0,999999.0,999999.0,5.5,999999,0,0,0,6,1,0,6,4,6,6,6,8,7,2,1,5,3,999999,999999,999999,3,999999,999999,999999,999999,7,0,0,0,0,0,0,0,0,1,3,2,1,1,833.3333333,1666666.333,0.0,0.0,167.574225,0.0,0.0,0.0,8.8576488,60.39306,0.0,0.0,236.8249338,236.8249338,-1,56,3,0,4,1,-99,-99,4,4,0,1,5000,6,-99,7,833.3333333,1,-99.0,3.0,37.5,0,-99.0,-99.0,-99.0,0,-99.0,-99.0,-99.0,-99.0,3,-99.0,-99,-99,0,-99.0,-99.0,-99.0,-99,0,0.0,7,0.0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,27.929037500000003,0.0,0.0,0.0,1.4762747999999999,10.06551,0.0,0.0,236.8249338,39.4708223
2323,2323,10828,30.25,1,4,70000,24000,1,3,2,1,0,1,0,999999.0,999999.0,8.5,999999,0,0,0,7,0,0,6,6,6,6,8,8,7,3,999999,4,2,999999,999999,999999,2,999999,999999,999999,999999,2,0,0,0,0,0,0,1,0,0,1,0,0,1,17500.0,6000.0,0.0,0.0,683.9306565,0.0,0.0,7.157696,7.605052,44.7356,0.0,0.0,743.4290045,743.4290045,1,44,3,0,4,1,-99,-99,4,4,1,4,70000,4,24000,7,17500.0,2,1500.0,3.0,52.5,0,-99.0,-99.0,-99.0,0,-99.0,-99.0,-99.0,-99.0,3,-99.0,-99,-99,0,-99.0,-99.0,-99.0,-99,0,0.0,7,0.0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,170.982664125,0.0,0.0,1.789424,1.901263,11.1839,0.0,0.0,743.4290045,185.857251125
2324,2324,10833,29.0,1,3,40000,30000,0,3,3,1,1,1,1,5.5,999999.0,5.5,999999,1,1,0,999999,0,0,6,5,6,6,4,6,7,1,4,2,2,3,3,999999,2,999999,999999,2,1,2,0,0,0,0,0,0,1,0,0,1,0,0,1,13333.33333,10000.0,0.384288419,57.373407,213.55607,12.76378792,0.0,8.574323333,49.20916,33.5517,0.0,163.8304961,538.8589443,539.2432328,1,36,3,1,4,1,3,3,4,4,2,3,40000,3,30000,7,13333.33333,3,600.0,1.476,27.5,1,1.0,37.5,2.0,1,2.5,4000.0,90.0,2.0,3,-99.0,-99,-99,0,-99.0,-99.0,-99.0,-99,0,0.0,7,0.0,0,0,0,0,0,1,0,0,0,0,0.12809613966666666,19.124469,71.18535666666666,4.254595973333333,0.0,2.858107777666667,16.403053333333332,11.1839,0.0,54.61016536666667,539.243232772,179.74774425733335
2325,2325,10836,47.6,1,5,9999998,30000,1,3,1,1,0,1,0,8.5,999999.0,999999.0,999999,1,0,0,7,0,0,5,5,6,6,4,7,7,2,4,2,2,999999,1,999999,999999,999999,999999,1,999999,7,0,0,0,0,0,0,0,0,1,0,2,1,0,1999999.6,6000.0,0.0,0.0,125.818875,12.76378792,0.0,2.23678,22.815156,67.1034,0.0,83.87925,314.6172489,314.6172489,1,63,3,0,4,1,2,2,2,2,1,7,-99,2,30000,7,4999999.0,1,1500.0,3.0,37.5,1,0.857,22.5,1.0,1,-99.0,-99.0,-99.0,-99.0,3,-99.0,-99,-99,0,-99.0,-99.0,-99.0,-99,0,0.0,7,0.0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,62.9094375,6.38189396,0.0,1.11839,11.407578,33.5517,0.0,41.939625,314.61724892,157.30862446
2326,2326,10842,42.16666667,0,6,100000,68500,1,3,2,1,0,1,2,999999.0,999999.0,2.5,999999,0,1,0,5,0,0,6,6,6,6,7,8,7,1,4,3,2,1,999999,999999,3,999999,999999,999999,2,7,0,0,0,0,0,0,0,0,1,1,2,1,1,16666.66667,11416.66667,0.394864258,28.183428,261.9264375,19.14568188,0.0,15.65746,4.026204,33.5517,0.0,0.0,362.4909114,362.8857756,-1,71,3,0,4,1,2,-99,4,4,0,4,100000,4,68500,7,25000.0,2,1250.0,3.0,22.5,0,-99.0,-99.0,-99.0,0,2.5,2600.0,150.0,4.0,3,-99.0,-99,-99,0,-99.0,-99.0,-99.0,-99,0,0.0,7,0.0,0,0,0,0,0,1,0,0,0,0,0.0987160645,7.045857,65.481609375,4.78642047,0.0,3.914365,1.006551,8.387925,0.0,0.0,362.885775638,90.7214439095
2327,2327,10843,40.2,1,5,8000,2500,1,3,3,1,0,1,0,999999.0,2.5,999999.0,999999,0,0,0,6,1,0,6,6,6,6,8,8,7,1,3,3,1,999999,999999,2,999999,999999,999999,999999,999999,7,0,0,0,0,0,0,0,0,1,0,2,1,0,1600.0,500.0,0.0,0.0,156.4463886,14.79439054,0.0,1.304788333,11.1839,40.26204,0.0,0.0,223.9915075,223.9915075,1,59,3,0,4,1,1,-99,2,4,1,1,8000,2,2500,7,4000.0,3,400.0,1.033,27.5,0,-99.0,-99.0,-99.0,0,-99.0,-99.0,-99.0,-99.0,3,-99.0,-99,-99,0,-99.0,-99.0,-99.0,-99,0,0.0,7,0.0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,78.2231943,7.39719527,0.0,0.6523941665,5.59195,20.13102,0.0,0.0,223.991507473,111.9957537365
2328,2328,10845,61.0,0,2,27000,16300,0,3,2,1,0,1,0,999999.0,999999.0,5.5,999999,0,1,0,5,4,0,6,6,6,6,5,8,7,1,4,1,1,999999,999999,999999,1,999999,999999,999999,3,6,0,0,0,1,0,0,0,0,0,0,2,1,0,13500.0,8150.0,0.0,0.0,240.956625,14.80941633,0.0,1.342068,2.9525496,20.13102,0.0,0.0,280.1916789,280.1916789,-1,57,2,1,4,2,-99,-99,2,4,0,3,27000,2,16300,7,13500.0,2,1250.0,3.0,18.75,0,-99.0,-99.0,-99.0,0,2.5,3333.333,210.0,-99.0,3,-99.0,-99,-99,0,-99.0,-99.0,-99.0,-99,0,0.0,7,0.0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,120.4783125,7.404708165,0.0,0.671034,1.4762748,10.06551,0.0,0.0,280.19167892999997,140.09583946499998
2329,2329,10847,35.6,1,5,5000,5000,1,3,2,0,0,0,0,999999.0,999999.0,2.5,999999,0,0,0,4,1,0,5,6,5,6,5,6,7,1,999999,999999,999999,999999,999999,999999,3,999999,999999,999999,999999,7,0,0,0,0,0,0,0,0,1,0,1,1,0,1000.0,1000.0,0.0,0.0,201.08907,0.0,0.0,0.0,4.026204,0.0,0.0,0.0,205.115274,205.115274,1,60,3,0,4,1,3,3,3,4,1,1,5000,1,5000,7,5000.0,2,-99.0,3.0,22.5,0,-99.0,-99.0,-99.0,0,-99.0,-99.0,-99.0,-99.0,3,-99.0,-99,-99,0,-99.0,-99.0,-99.0,-99,0,0.0,7,0.0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,201.08907,0.0,0.0,0.0,4.026204,0.0,0.0,0.0,205.115274,205.115274
