,id,ages_mean,gender_codes,family_size,income_list,expenditure_list,resident_codes,region_codes,NumCookingEquip_list,NumWashMach_list,NumDryer_list,NumTV_list,NumPC_list,NumFluLamp_codes,NumIcdLamp_codes,NumESLamp_codes,NumHeater_list,NumWaterHeater_list,NumAC_list,NumVehicle_codes,HouseAge_codes,WindowFrame_codes,GlassType_codes,Reno_WindowGlass_codes,Reno_WindowGap_codes,Reno_Wall_codes,Reno_OtherHeatInsu_codes,WinterSunshine_codes,SummerSunshine_codes,Weektime_list,Cookingtime_codes,Fridgetime_codes,Washmachinetime_codes,TVtime_codes,PCtime_codes,FluLamptime_codes,IcdLamptime_codes,ESLamptime_codes,MthHeattime_codes,DayHeatertime_codes,Waterheatingtime_codes,ACtime_codes,demographicType,IF_single_elderly,IF_singleAE,IF_singleA,IF_couple_elderly,IF_coupleA,IF_singleWithChildren,IF_coupleWithChildren,IF_grandparentKids,IF_bigFamily,childrenNumber,elderNumber,IF_existElderly,IF_existChildren,income_percapita,expenditure_percapita,Unnamed: 0,ac_emission,computer_emission,cooking_emission,freezing_emission,heating_emission,laundry_emission,lighting_emission,television_emission,vehicle_emission,waterheating_emission,percapita_ac_emission,percapita_computer_emission,percapita_cooking_emission,percapita_freezing_emission,percapita_heating_emission,percapita_laundry_emission,percapita_lighting_emission,percapita_television_emission,percapita_vehicle_emission,percapita_waterheating_emission,TotalHouseholdEmission,percapita_HouseholdEmission
21,193,24.0,1,1,200000,50000,0,0,5,1,0,2,1,999999.0,999999.0,5.5,999999,1,2,1,4,2,1,5,5,5,5,5,7,7,1,4,3,0,3,999999,999999,3,3,999999,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,200000.0,50000.0,21,20.16328126,68.445468,89.079596667,31.90946979,860.706,4.175322667,8.8576488,98.41832,2317.9275,312.0580878,20.16328126,68.445468,89.079596667,31.90946979,860.706,4.175322667,8.8576488,98.41832,2317.9275,312.0580878,3811.7406949839997,3811.7406949839997
22,205,47.5,1,4,180000,33000,0,0,10,1,0,1,1,999999.0,8.5,8.5,999999,0,3,1,6,0,1,6,6,6,6,7,8,7,3,4,2,1,0,999999,3,3,3,999999,999999,1,8,0,0,0,0,0,0,0,0,0,0,2,1,0,45000.0,8250.0,22,15.4854,3.578848,497.6451025,15.9547349,1488.0,5.824,82.13456160000001,0.0,662.265,0.0,3.87135,0.894712,124.411275625,3.988683725,372.0,1.456,20.533640400000003,0.0,165.56625,0.0,2770.887647,692.72191175
23,208,29.0,1,1,500000,37000,1,0,4,0,0,0,2,999999.0,999999.0,2.5,999999,0,0,0,5,2,0,6,6,6,5,0,0,7,0,4,999999,999999,3,999999,999999,3,999999,999999,999999,999999,0,0,1,1,0,0,0,0,0,0,0,0,0,0,500000.0,37000.0,23,0.0,19.683664,42.2192225,0.0,1066.05,0.0,4.026204,0.0,0.0,0.0,0.0,19.683664,42.2192225,0.0,1066.05,0.0,4.026204,0.0,0.0,0.0,1131.9790905,1131.9790905
24,218,62.5,1,2,80000,20000,0,0,1,1,0,1,0,999999.0,999999.0,2.5,999999,1,1,0,999999,2,1,6,6,6,6,3,5,7,1,999999,2,2,999999,999999,999999,2,2,999999,0,1,6,0,0,0,1,0,0,0,0,0,0,2,1,0,40000.0,10000.0,24,11.61405,0.0,199.017,0.0,1000.0,4.47356,2.23678,67.1034,0.0,187.2348527,5.807025,0.0,99.5085,0.0,500.0,2.23678,1.11839,33.5517,0.0,93.61742635,1471.6796426999997,735.8398213499999
25,235,37.75,0,4,300000,200000,1,0,2,1,0,2,1,5.5,999999.0,999999.0,999999,1,3,1,6,2,1,5,5,6,6,7,8,6,2,4,2,3,4,4,999999,999999,3,999999,2,5,2,0,0,0,0,0,0,1,0,0,1,1,1,1,75000.0,50000.0,25,0.0,19.939296,288.14448,0.0,1757.7,0.0,54.833064,0.0,4966.9875,306.54,0.0,4.984824,72.03612,0.0,439.425,0.0,13.708266,0.0,1241.746875,76.635,7394.14434,1848.536085
26,237,56.5,0,2,50000,25300,1,0,2,1,0,1,1,999999.0,999999.0,5.5,999999,1,1,0,4,2,1,5,5,5,5,5,7,7,1,4,1,3,1,999999,999999,3,4,999999,1,3,6,0,0,0,1,0,0,0,0,0,0,2,1,0,25000.0,12650.0,26,0.0,22.815156,155.146719,45.67245997,573.804,5.032755,8.8576488,60.39306,0.0,208.2569476,0.0,11.407578,77.5733595,22.836229985,286.902,2.5163775,4.4288244,30.19653,0.0,104.1284738,1079.97874637,539.989373185
27,242,59.5,1,2,50000,50000,0,0,1,1,0,1,0,999999.0,999999.0,5.5,1,1,2,0,7,2,1,6,6,6,6,7,8,7,1,1,2,3,999999,999999,999999,2,999999,3,1,2,6,0,0,0,1,0,0,0,0,0,0,2,1,0,25000.0,25000.0,27,0.0,0.0,199.017,2.90086089,0.0,5.338666667,4.920916,0.0,0.0,214.578,0.0,0.0,99.5085,1.450430445,0.0,2.6693333335,2.460458,0.0,0.0,107.289,426.75544355700004,213.37772177850002
28,250,33.66666667,1,6,50000,42000,0,0,3,1,0,1,1,999999.0,999999.0,5.5,999999,1,2,1,6,2,1,6,5,6,6,3,6,7,2,4,1,1,2,999999,999999,0,4,999999,1,1,7,0,0,0,0,0,0,0,0,1,1,2,1,1,8333.333333,7000.0,28,27.75811719,38.02526,123.240086667,12.76378792,1339.2,5.032755,1.9683664,20.13102,1655.6625,83.87925,4.626352865,6.3375433333333335,20.5400144445,2.1272979866666666,223.20000000000002,0.8387924999999999,0.3280610666666667,3.3551699999999998,275.94374999999997,13.979875,3307.6611431769998,551.2768571961666
29,253,46.5,1,4,50000,45000,1,0,6,1,0,1,0,2.5,999999.0,5.5,1,1,2,0,1,1,0,0,6,6,6,6,7,7,2,4,4,5,999999,0,999999,0,999999,8,1,0,8,0,0,0,0,0,0,0,0,0,0,2,1,0,12500.0,11250.0,29,0.0,0.0,373.8869225,12.76378792,0.0,0.671034,6.4419264,107.36544,0.0,234.0435659,0.0,0.0,93.471730625,3.19094698,0.0,0.1677585,1.6104816,26.84136,0.0,58.510891475,735.17267672,183.79316918
30,257,47.0,0,2,150000,30000,0,0,7,1,0,1,2,2.5,2.5,2.5,999999,1,2,0,5,0,0,2,2,6,6,4,1,7,2,4,3,5,2,0,0,0,3,999999,3,0,10,0,0,0,0,0,0,0,0,0,0,1,1,0,75000.0,15000.0,30,10.968825,28.071589000000003,389.0124875,15.9547349,1112.4,8.872560667,9.841832,304.20208,0.0,208.2569476,5.4844125,14.035794500000002,194.50624375,7.97736745,556.2,4.4362803335,4.920916,152.10104,0.0,104.1284738,2087.581056667,1043.7905283335
31,259,38.33333333,0,3,400000,65000,0,0,8,1,0,1,2,999999.0,999999.0,5.5,999999,1,3,1,6,2,1,6,6,6,6,3,4,7,1,4,3,2,2,999999,999999,3,3,999999,1,0,8,0,0,0,0,0,0,0,0,0,0,1,1,0,133333.3333,21666.66667,31,44.950675,39.702845,228.770833958,18.51177041,1488.0,15.65746,8.8576488,139.79875,2317.9275,83.87925,14.983558333333333,13.234281666666668,76.25694465266666,6.170590136666667,496.0,5.219153333333334,2.9525495999999998,46.599583333333335,772.6424999999999,27.95975,4386.0567331679995,1462.0189110559998
32,267,62.0,1,2,50000,31000,0,0,2,1,0,2,0,999999.0,999999.0,8.5,999999,1,1,0,6,2,1,3,4,4,4,4,7,7,1,4,0,2,999999,999999,999999,0,4,999999,0,0,6,0,0,0,1,0,0,0,0,0,0,2,1,0,25000.0,15500.0,32,5.422058824,0.0,92.6716245,31.90946979,421.848,0.2795975,3.0420208,67.1034,0.0,355.7025756,2.711029412,0.0,46.33581225,15.954734895,210.924,0.13979875,1.5210104,33.5517,0.0,177.8512878,977.978747014,488.989373507
33,268,35.14285714,1,7,200000,9999998,0,0,5,1,0,2,2,5.5,2.5,5.5,999999,1,2,0,5,0,0,6,6,6,6,7,8,6,2,4,3,0,0,2,0,2,4,999999,1,8,7,0,0,0,0,0,0,0,0,1,3,2,1,1,28571.42857,1428571.143,33,14.40234375,13.89999,348.777195,31.9094698,2472.0,3.578848,29.142048,23.00688,0.0,304.887922,2.0574776785714284,1.9857128571428573,49.82531357142857,4.558495685714286,353.14285714285717,0.5112639999999999,4.163149714285714,3.2866971428571428,0.0,43.55541742857143,3241.60469655,463.08638522142854
34,270,32.66666667,1,6,40000,30000,0,0,5,1,0,1,2,999999.0,999999.0,8.5,999999,1,1,0,6,2,1,6,6,6,6,4,4,7,1,4,2,1,0,999999,999999,2,3,999999,1,7,7,0,0,0,0,0,0,0,0,1,2,2,1,1,6666.666667,5000.0,34,0.0,29.972852,78.64129,12.76378792,1953.0,0.2795975,7.605052,20.13102,0.0,187.2348527,0.0,4.995475333333333,13.106881666666666,2.1272979866666666,325.5,0.04659958333333333,1.2675086666666666,3.3551699999999998,0.0,31.205808783333335,2289.6284521199996,381.60474201999995
35,280,46.0,1,3,9999999,95000,0,0,2,1,0,0,2,999999.0,999999.0,2.5,999999,1,2,0,4,2,0,6,6,6,6,2,3,7,999999,0,1,999999,3,999999,999999,6,4,999999,2,8,8,0,0,0,0,0,0,0,0,0,0,2,1,0,3333333.0,31666.66667,35,285.4171764,32.209632,0.559195,0.0,1012.0,4.47356,10.736544,0.0,0.0,357.63,95.1390588,10.736544,0.18639833333333333,0.0,337.3333333333333,1.4911866666666667,3.5788480000000003,0.0,0.0,119.21,1703.0261074,567.6753691333333
36,293,41.8,0,5,9999998,12500,1,0,3,0,0,0,1,999999.0,999999.0,2.5,999999,0,0,0,999999,0,1,6,6,6,6,0,0,7,2,0,999999,999999,2,999999,999999,4,999999,999999,999999,999999,7,0,0,0,0,0,0,0,0,1,0,1,1,0,1999999.6,2500.0,36,0.0,1.677585,78.28729999999999,0.0,1437.5,0.0,5.815628,0.0,0.0,0.0,0.0,0.335517,15.657459999999997,0.0,287.5,0.0,1.1631256,0.0,0.0,0.0,1523.280513,304.6561026
37,303,25.0,1,1,800000,97000,0,0,3,1,0,0,3,999999.0,999999.0,2.5,999999,1,0,0,999999,2,0,6,6,6,6,3,3,7,0,4,4,999999,4,999999,999999,3,4,999999,1,999999,0,0,1,1,0,0,0,0,0,0,0,0,0,0,800000.0,97000.0,37,0.0,69.787536,8.089687667,19.14568188,375.0,11.648,4.026204,0.0,0.0,83.87925,0.0,69.787536,8.089687667,19.14568188,375.0,11.648,4.026204,0.0,0.0,83.87925,571.576359547,571.576359547
38,304,58.5,1,2,66000,30600,0,0,3,0,0,2,0,2.5,999999.0,2.5,999999,0,1,0,4,3,0,999999,4,3,4,6,7,7,2,4,999999,3,999999,3,999999,2,4,999999,999999,3,6,0,0,0,1,0,0,0,0,0,0,2,1,0,33000.0,15300.0,38,0.0,0.0,115.35524,15.9547349,573.804,0.0,22.3678,125.25968,0.0,0.0,0.0,0.0,57.67762,7.97736745,286.902,0.0,11.1839,62.62984,0.0,0.0,852.7414548999999,426.37072744999995
39,317,55.0,0,1,25000,12600,0,0,4,1,0,2,1,999999.0,999999.0,5.5,999999,1,2,0,5,0,0,5,5,6,6,4,5,7,1,4,1,3,2,999999,999999,1,3,999999,1,1,5,1,1,0,0,0,0,0,0,0,0,1,1,0,25000.0,12600.0,39,26.55504141,30.755725,149.45385,12.76378792,741.6,3.2032,2.9525496,0.0,0.0,214.578,26.55504141,30.755725,149.45385,12.76378792,741.6,3.2032,2.9525496,0.0,0.0,214.578,1181.86215393,1181.86215393
40,319,55.5,1,4,66000,11000,0,0,2,1,0,1,0,999999.0,999999.0,2.5,999999,1,2,0,5,2,0,5,5,6,6,2,2,7,4,4,5,4,999999,999999,999999,2,4,999999,2,2,8,0,0,0,0,0,0,0,0,0,0,2,1,0,16500.0,2750.0,40,93.03914063,0.0,796.068,19.97293356,1483.2,3.35517,2.23678,87.23442,0.0,190.4354485,23.2597851575,0.0,199.017,4.99323339,370.8,0.8387925,0.559195,21.808605,0.0,47.608862125,2675.5418926899997,668.8854731724999
41,321,59.5,0,2,30000,22200,0,0,1,1,0,1,1,999999.0,999999.0,5.5,999999,1,2,0,999999,2,0,6,6,6,6,2,5,7,2,4,3,3,999999,999999,999999,2,4,999999,2,2,6,0,0,0,1,0,0,0,0,0,0,2,1,0,15000.0,11100.0,41,43.18974844,0.0,362.7030225,0.0,1000.0,0.0,4.920916,60.39306,0.0,280.0521301,21.59487422,0.0,181.35151125,0.0,500.0,0.0,2.460458,30.19653,0.0,140.02606505,1751.2588770400002,875.6294385200001
42,337,48.0,0,1,5000,2500,0,0,1,0,0,0,1,2.5,999999.0,2.5,999999,0,0,0,999999,3,0,6,6,6,6,1,1,7,1,999999,999999,999999,3,3,999999,1,999999,999999,999999,999999,0,0,1,1,0,0,0,0,0,0,0,0,0,0,5000.0,2500.0,42,0.0,57.373407,217.6218135,0.0,1437.5,0.0,21.473088,0.0,0.0,0.0,0.0,57.373407,217.6218135,0.0,1437.5,0.0,21.473088,0.0,0.0,0.0,1733.9683085,1733.9683085
43,345,20.0,1,1,300000,70000,1,0,1,0,0,0,0,999999.0,999999.0,2.5,1,1,1,0,4,2,0,6,6,6,6,999999,5,7,0,999999,999999,999999,999999,999999,999999,2,999999,3,3,999999,0,0,1,1,0,0,0,0,0,0,0,0,0,0,300000.0,70000.0,43,0.0,0.0,1.3979875,0.0,0.0,0.0,2.23678,0.0,0.0,195.71825,0.0,0.0,1.3979875,0.0,0.0,0.0,2.23678,0.0,0.0,195.71825,199.35301750000002,199.35301750000002
44,346,51.33333333,0,3,150000,112000,0,0,4,1,0,1,3,999999.0,12.5,8.5,999999,1,3,1,6,0,1,6,6,6,6,2,2,3,2,4,3,2,1,999999,2,2,5,999999,2,2,8,0,0,0,0,0,0,0,0,0,0,2,1,0,50000.0,37333.33333,44,108.01757813999998,14.043783,199.017,0.0,1953.0,0.0,27.224808,0.0,3642.4575,59.91375,36.00585938,4.681261,66.339,0.0,651.0,0.0,9.074936,0.0,1214.1525,19.97125,6003.674419139999,2001.2248063799998
45,366,65.14285714,0,7,400000,9999996,0,0,0,0,0,1,1,2.5,999999.0,999999.0,999999,1,0,0,999999,0,1,6,6,6,6,999999,999999,2,999999,4,999999,0,5,6,999999,999999,4,999999,5,999999,7,0,0,0,0,0,0,0,0,1,0,4,1,0,57142.85714,1428570.857,45,0.0,8.180224,0.0,15.9547349,1500.0,0.0,15.33792,7.66896,0.0,54.41012813,0.0,1.1686034285714286,0.0,2.279247842857143,214.28571428571428,0.0,2.1911314285714285,1.0955657142857143,0.0,7.772875447142857,1601.5519670299998,228.79313814714283
46,368,48.75,1,4,200000,9999998,0,0,4,1,0,2,2,999999.0,999999.0,5.5,999999,1,2,1,4,3,0,4,6,6,6,5,6,7,2,4,3,1,0,999999,999999,2,4,999999,3,2,8,0,0,0,0,0,0,0,0,0,0,2,1,0,50000.0,2499999.5,46,132.06949219,16.328494,246.5733725,23.96752027,1518.0,3.131492,4.920916,40.26204,2023.5875,279.5429444,33.0173730475,4.0821235,61.643343125,5.9918800675,379.5,0.782873,1.230229,10.06551,505.896875,69.8857361,4288.3837713600005,1072.0959428400001
47,370,53.57142857,1,7,60000,14500,0,0,1,1,0,1,1,999999.0,999999.0,8.5,999999,1,2,0,6,2,0,6,6,6,6,6,6,7,0,4,2,4,3,999999,999999,5,3,999999,1,5,7,0,0,0,0,0,0,0,0,1,1,4,1,1,8571.428571,2071.428571,47,12.18758333,68.445468,145.081209,22.21412449,1953.0,9.319916667,30.420208,0.0,0.0,249.6464702,1.741083332857143,9.777924,20.725887,3.173446355714286,279.0,1.3314166667142857,4.345744,0.0,0.0,35.66378145714286,2490.314979687,355.7592828124285
48,374,33.0,1,2,100000,45000,1,0,2,0,0,0,1,999999.0,999999.0,2.5,999999,0,0,0,999999,1,0,6,6,6,6,0,0,0,2,999999,999999,999999,3,999999,999999,3,999999,999999,999999,999999,1,0,0,0,0,1,0,0,0,0,0,0,0,0,50000.0,22500.0,48,0.0,0.0,0.0,0.0,1437.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,718.75,0.0,0.0,0.0,0.0,0.0,1437.5,718.75
49,376,65.0,0,3,110000,9999998,0,0,3,1,0,1,0,2.5,999999.0,2.5,999999,0,1,0,5,2,0,6,6,6,6,5,4,7,3,4,1,3,999999,1,999999,1,4,999999,999999,0,8,0,0,0,0,0,0,0,0,0,0,2,1,0,36666.66667,3333332.667,49,7.834875,0.0,366.060695,31.90946979,2163.0,1.789424,8.052408,60.39306,0.0,0.0,2.611625,0.0,122.02023166666667,10.63648993,721.0,0.5964746666666666,2.684136,20.13102,0.0,0.0,2639.03993179,879.6799772633334
50,381,56.5,1,2,125000,100000,0,0,6,1,0,1,1,2.5,2.5,2.5,999999,1,1,1,6,0,1,5,6,6,6,5,7,7,4,4,4,2,2,3,0,2,5,999999,4,2,6,0,0,0,1,0,0,0,0,0,0,1,1,0,62500.0,50000.0,50,47.38371094,8.94712,823.1889575,0.0,1116.0,0.0,26.84136,0.0,993.3975,335.517,23.69185547,4.47356,411.59447875,0.0,558.0,0.0,13.42068,0.0,496.69875,167.7585,3351.2756484399997,1675.6378242199999
51,387,37.33333333,1,3,120000,110000,0,0,6,1,0,2,3,999999.0,999999.0,5.5,999999,1,2,1,4,2,1,5,5,5,6,1,1,6,2,4,4,4,0,999999,999999,0,4,999999,1,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,40000.0,36666.66667,51,12.96210938,19.1724,211.9078,31.90946979,956.34,4.601376,1.6871712,111.19992,1655.6625,71.8965,4.3207031266666664,6.3908,70.63593333333334,10.63648993,318.78000000000003,1.533792,0.5623904000000001,37.06664,551.8874999999999,23.965500000000002,3077.33924637,1025.77974879
52,392,44.0,0,4,250000,66800,0,0,6,1,0,2,3,5.5,2.5,5.5,999999,1,3,1,6,2,1,6,6,6,6,4,5,7,4,4,3,3,2,2,3,3,2,999999,2,0,8,0,0,0,0,0,0,0,0,0,0,2,1,0,62500.0,16700.0,52,0.0,19.683664,155.9376,19.97293356,1953.0,9.512533333,53.5932488,0.0,1655.6625,357.63,0.0,4.920916,38.9844,4.99323339,488.25,2.37813333325,13.3983122,0.0,413.915625,89.4075,4224.992479693,1056.24811992325
53,393,44.0,0,2,9999998,91780,0,0,1,1,0,1,1,999999.0,999999.0,5.5,999999,1,1,0,4,0,0,4,4,5,5,5,7,7,1,4,2,3,4,999999,999999,3,4,999999,1,5,10,0,0,0,0,0,0,0,0,0,0,1,1,0,4999999.0,45890.0,53,0.0,23.262512,199.017,12.76378792,358.6275,2.23678,8.8576488,120.78612,0.0,214.578,0.0,11.631256,99.5085,6.38189396,179.31375,1.11839,4.4288244,60.39306,0.0,107.289,940.1293487199999,470.06467435999997
54,422,40.66666667,1,3,130000,60000,0,0,3,0,0,0,1,2.5,999999.0,999999.0,999999,1,1,1,999999,3,0,6,6,6,6,8,8,0,0,999999,999999,999999,5,4,999999,999999,4,999999,0,2,8,0,0,0,0,0,0,0,0,0,0,1,1,0,43333.33333,20000.0,54,0.0,0.0,0.0,0.0,1500.0,0.0,0.0,0.0,4304.7225,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,1434.9075,0.0,5804.7225,1934.9075
55,435,21.0,1,1,6000,36000,0,0,4,1,0,1,4,5.5,999999.0,999999.0,999999,1,2,0,999999,2,0,6,6,6,6,999999,7,0,2,999999,3,0,3,3,999999,999999,999999,999999,2,999999,0,0,1,1,0,0,0,0,0,0,0,0,0,0,6000.0,36000.0,55,0.0,0.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,1500.0,1500.0
56,439,27.0,1,3,50000,100000,0,0,1,1,0,0,2,2.5,2.5,999999.0,999999,0,0,1,5,2,0,6,5,6,6,4,5,0,4,4,4,999999,5,4,2,999999,4,999999,999999,999999,2,0,0,0,0,0,0,1,0,0,1,0,0,1,16666.66667,33333.33333,56,0.0,0.0,0.0,12.76378792,1483.2,0.0,0.0,0.0,662.265,0.0,0.0,0.0,0.0,4.254595973333333,494.40000000000003,0.0,0.0,0.0,220.755,0.0,2158.22878792,719.4095959733332
57,460,31.2,0,5,30000,32200,0,0,3,0,0,1,0,999999.0,2.5,999999.0,999999,0,0,0,999999,4,3,6,6,6,6,0,0,7,0,999999,999999,2,999999,999999,3,999999,999999,999999,999999,999999,7,0,0,0,0,0,0,0,0,1,1,1,1,1,6000.0,6440.0,57,0.0,0.0,59.903764375,0.0,1437.5,0.0,20.13102,0.0,0.0,0.0,0.0,0.0,11.980752875,0.0,287.5,0.0,4.026204,0.0,0.0,0.0,1517.534784375,303.506956875
58,468,53.75,0,8,100000,50000,0,0,6,2,0,1,2,999999.0,999999.0,8.5,1,2,2,0,4,2,1,4,6,5,6,2,0,7,2,4,2,3,2,999999,999999,3,3,1,1,2,7,0,0,0,0,0,0,0,0,1,0,5,1,0,12500.0,6250.0,58,0.0,100.319583,175.990815,37.02354082,752.396,15.9370575,13.6890936,80.52408,0.0,671.3977041,0.0,12.539947875,21.998851875,4.6279426025,94.0495,1.9921321875,1.7111367,10.06551,0.0,83.9247130125,1847.27787402,230.9097342525
59,470,37.75,0,4,150000,120000,0,0,3,1,0,1,2,999999.0,999999.0,5.5,999999,1,2,1,999999,0,1,6,6,6,6,5,6,7,0,4,2,2,1,999999,999999,2,3,999999,2,2,8,0,0,0,0,0,0,0,0,0,0,1,1,0,37500.0,30000.0,59,45.7034375,10.736544,160.63774999999998,11.88709003,2625.0,9.319916667,4.920916,95.06315,2980.1925,187.2348527,11.425859375,2.684136,40.159437499999996,2.9717725075,656.25,2.32997916675,1.230229,23.7657875,745.048125,46.808713175,6130.696156897001,1532.6740392242502
60,476,63.5,0,2,50000,40000,0,0,2,2,0,2,2,2.5,2.5,2.5,999999,1,1,0,1,1,0,5,5,6,6,5,5,7,3,4,1,5,0,3,2,1,4,999999,0,8,6,0,0,0,1,0,0,0,0,0,0,2,1,0,25000.0,20000.0,60,144.5304,38.02526,619.164,12.76378792,712.8,8.499764,32.656988,429.46176,0.0,187.2348527,72.2652,19.01263,309.582,6.38189396,356.4,4.249882,16.328494,214.73088,0.0,93.61742635,2185.13681262,1092.56840631
61,478,53.0,1,3,72000,26402,0,0,4,1,0,1,0,2.5,2.5,2.5,999999,1,1,1,4,2,1,5,5,5,5,4,8,7,4,4,5,5,999999,4,4,3,4,999999,4,3,8,0,0,0,0,0,0,0,0,0,0,2,1,0,24000.0,8800.666667,61,0.0,0.0,874.5230584999999,0.0,215.1765,14.315392,62.182484,0.0,993.3975,858.312,0.0,0.0,291.50768616666664,0.0,71.7255,4.771797333333333,20.72749466666667,0.0,331.1325,286.104,3017.9069345,1005.9689781666666
62,481,35.0,1,2,80000,30000,1,0,3,0,0,1,1,999999.0,999999.0,2.5,999999,0,1,0,5,1,0,6,6,6,6,3,5,7,2,1,999999,0,0,999999,999999,0,999999,999999,999999,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,40000.0,15000.0,62,30.24492188,3.578848,151.09753750000002,6.754028425,1184.5,0.0,0.894712,13.42068,0.0,0.0,15.12246094,1.789424,75.54876875000001,3.3770142125,592.25,0.0,0.447356,6.71034,0.0,0.0,1390.490727805,695.2453639025
63,489,39.0,1,3,100000,400000,0,0,3,1,0,2,5,5.5,999999.0,2.5,1,1,1,1,6,0,1,3,5,6,6,5,6,7,1,999999,2,3,0,2,999999,0,999999,8,1,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,33333.33333,133333.3333,63,0.0,54.130076,77.52289999999999,0.0,0.0,7.455933333,25.499292,98.41832,0.0,312.0580878,0.0,18.043358666666666,25.840966666666663,0.0,0.0,2.485311111,8.499764,32.806106666666665,0.0,104.01936260000001,575.084609133,191.694869711
64,490,52.5,1,2,90000,41000,0,0,3,1,0,1,2,5.5,999999.0,2.5,999999,1,1,0,5,2,1,5,5,5,5,4,6,7,2,4,2,2,2,3,999999,3,4,999999,3,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,45000.0,20500.0,64,22.29821691,46.97238,412.778275,19.14568188,467.208,16.77585,48.314448,33.5517,0.0,312.0580878,11.149108455,23.48619,206.3891375,9.57284094,233.604,8.387925,24.157224,16.77585,0.0,156.0290439,1379.10263959,689.551319795
65,493,35.0,0,2,45000,32500,0,0,5,1,0,2,1,999999.0,999999.0,17.5,1,1,0,1,5,0,1,6,6,6,6,0,0,7,1,4,5,0,999999,999999,999999,0,999999,8,1,999999,11,0,0,0,0,0,0,0,0,0,0,0,0,0,22500.0,16250.0,65,0.0,0.0,142.4399795,12.76378792,0.0,167.7585,6.262984,201.3102,1103.775,187.2348527,0.0,0.0,71.21998975,6.38189396,0.0,83.87925,3.131492,100.6551,551.8875,93.61742635,1821.54530412,910.77265206
66,509,57.63636364,0,11,110000,9999998,0,0,4,1,0,2,2,2.5,999999.0,2.5,999999,1,1,0,4,4,0,6,6,6,4,5,6,7,4,4,4,4,5,4,999999,2,4,999999,3,2,7,0,0,0,0,0,0,0,0,1,0,9,1,0,10000.0,909090.7273,66,18.281375,146.732768,796.068,34.46650531,1366.2,0.0,31.31492,0.0,0.0,195.71825,1.6619431818181818,13.339342545454544,72.36981818181818,3.1333186645454547,124.2,0.0,2.8468109090909093,0.0,0.0,17.792568181818183,2588.78181831,235.34380166454545
67,510,26.33333333,1,6,100000,23500,1,0,0,0,0,0,1,999999.0,999999.0,2.5,999999,1,1,0,999999,2,0,6,6,6,6,2,3,0,999999,999999,999999,999999,5,999999,999999,2,999999,999999,1,5,7,0,0,0,0,0,0,0,0,1,1,0,0,1,16666.66667,3916.666667,67,0.0,0.0,0.0,0.0,1437.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,239.58333333333334,0.0,0.0,0.0,0.0,0.0,1437.5,239.58333333333334
68,512,30.5,1,2,15000,29500,0,0,5,1,0,2,2,999999.0,999999.0,2.5,999999,1,4,1,6,2,1,5,5,6,6,3,3,7,2,4,1,3,3,999999,999999,0,3,999999,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,7500.0,14750.0,68,12.54604167,84.550284,126.22246,14.80941633,1757.7,3.2032,0.894712,0.0,662.265,83.87925,6.273020835,42.275142,63.11123,7.404708165,878.85,1.6016,0.447356,0.0,331.1325,41.939625,2746.070364,1373.035182
69,513,40.25,0,4,50000,33000,0,0,5,1,0,1,1,5.5,999999.0,5.5,999999,1,2,1,5,2,1,6,6,6,6,6,4,7,3,4,3,1,2,3,999999,3,3,999999,2,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,12500.0,8250.0,69,10.75375,8.94712,557.599186083,12.76378792,1648.0,4.175322667,53.1458928,40.26204,1655.6625,187.2348527,2.6884375,2.23678,139.39979652075,3.19094698,412.0,1.04383066675,13.2864732,10.06551,413.915625,46.808713175,4178.54445217,1044.6361130425
70,515,46.5,0,4,9999998,9999998,0,0,0,0,0,0,1,999999.0,999999.0,2.5,1,0,0,0,999999,2,0,6,6,6,6,999999,999999,1,999999,999999,999999,999999,0,999999,999999,0,999999,0,999999,999999,8,0,0,0,0,0,0,0,0,0,0,2,1,0,2499999.5,2499999.5,70,0.0,0.511264,0.0,0.0,0.0,0.0,0.127816,0.0,0.0,0.0,0.0,0.127816,0.0,0.0,0.0,0.0,0.031954,0.0,0.0,0.0,0.6390800000000001,0.15977000000000002
