,id,ages_mean,gender_codes,family_size,income_list,expenditure_list,resident_codes,region_codes,NumCookingEquip_list,NumWashMach_list,NumDryer_list,NumTV_list,NumPC_list,NumFluLamp_codes,NumIcdLamp_codes,NumESLamp_codes,NumHeater_list,NumWaterHeater_list,NumAC_list,NumVehicle_codes,HouseAge_codes,WindowFrame_codes,GlassType_codes,Reno_WindowGlass_codes,Reno_WindowGap_codes,Reno_Wall_codes,Reno_OtherHeatInsu_codes,WinterSunshine_codes,SummerSunshine_codes,Weektime_list,Cookingtime_codes,Fridgetime_codes,Washmachinetime_codes,TVtime_codes,PCtime_codes,FluLamptime_codes,IcdLamptime_codes,ESLamptime_codes,MthHeattime_codes,DayHeatertime_codes,Waterheatingtime_codes,ACtime_codes,demographicType,IF_single_elderly,IF_singleAE,IF_singleA,IF_couple_elderly,IF_coupleA,IF_singleWithChildren,IF_coupleWithChildren,IF_grandparentKids,IF_bigFamily,childrenNumber,elderNumber,IF_existElderly,IF_existChildren,income_percapita,expenditure_percapita,Unnamed: 0,ac_emission,computer_emission,cooking_emission,freezing_emission,heating_emission,laundry_emission,lighting_emission,television_emission,vehicle_emission,waterheating_emission,percapita_ac_emission,percapita_computer_emission,percapita_cooking_emission,percapita_freezing_emission,percapita_heating_emission,percapita_laundry_emission,percapita_lighting_emission,percapita_television_emission,percapita_vehicle_emission,percapita_waterheating_emission,TotalHouseholdEmission,percapita_HouseholdEmission
139,933,37.0,0,2,60000,45000,0,0,6,1,0,2,2,999999.0,999999.0,5.5,3,1,2,0,4,0,1,5,5,5,5,2,8,7,2,4,2,1,0,999999,999999,4,5,1,2,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,30000.0,22500.0,139,17.214961463,60.952255,271.830346667,14.80941633,286.902,2.982373333,12.7943816,0.0,0.0,357.63,8.6074807315,30.4761275,135.9151733335,7.404708165,143.451,1.4911866665,6.3971908,0.0,0.0,178.815,1025.115734393,512.5578671965
140,936,47.66666667,0,3,80000,9999998,0,0,1,1,0,2,1,2.5,999999.0,2.5,999999,1,1,0,5,0,0,4,6,6,6,2,5,7,3,4,4,3,0,3,999999,0,4,999999,1,3,8,0,0,0,0,0,0,0,0,0,0,1,1,0,26666.66667,3333332.667,140,0.0,15.210104,136.4454,18.51177041,1236.0,10.736544,21.025732,161.04816,0.0,355.7025756,0.0,5.0700346666666665,45.4818,6.170590136666667,412.0,3.5788480000000003,7.008577333333334,53.682719999999996,0.0,118.56752519999999,1954.6802860100004,651.5600953366668
141,948,24.0,1,1,40000,30000,1,0,0,0,0,0,1,999999.0,999999.0,2.5,1,0,0,1,999999,0,0,6,6,6,6,6,8,7,999999,999999,999999,999999,0,999999,999999,3,999999,1,999999,999999,0,0,1,1,0,0,0,0,0,0,0,0,0,0,40000.0,30000.0,141,0.0,3.578848,0.0,0.0,0.0,0.0,4.026204,0.0,662.265,0.0,0.0,3.578848,0.0,0.0,0.0,0.0,4.026204,0.0,662.265,0.0,669.870052,669.870052
142,958,20.66666667,0,3,50000,30000,0,0,2,1,0,1,1,2.5,2.5,2.5,999999,1,4,1,6,0,1,6,6,6,6,8,8,7,3,4,3,4,4,3,3,3,4,999999,1,3,2,0,0,0,0,0,0,1,0,0,1,0,0,1,16666.66667,10000.0,142,0.0,95.957862,309.582,24.65087795,2232.0,8.719822222,44.288244,0.0,1655.6625,83.87925,0.0,31.985954000000003,103.194,8.216959316666667,744.0,2.906607407333333,14.762748,0.0,551.8874999999999,27.95975,4454.740556172,1484.913518724
143,962,50.66666667,0,3,130000,245400,0,0,4,1,0,2,0,999999.0,999999.0,5.5,999999,1,2,1,4,2,1,3,6,5,6,5,7,7,1,4,2,2,999999,999999,999999,2,4,999999,1,5,8,0,0,0,0,0,0,0,0,0,0,2,1,0,43333.33333,81800.0,143,5.7609375,0.0,155.674894375,31.90946979,708.4,11.1839,4.920916,162.16654999999997,2023.5875,214.578,1.9203124999999999,0.0,51.891631458333336,10.63648993,236.13333333333333,3.7279666666666667,1.6403053333333333,54.055516666666655,674.5291666666667,71.526,3318.182167665,1106.060722555
144,975,87.0,0,1,36000,9999998,0,0,1,0,0,1,0,999999.0,999999.0,2.5,999999,0,1,0,3,0,0,4,6,6,6,4,5,7,3,4,999999,2,999999,999999,999999,3,4,999999,999999,0,5,1,1,0,0,0,0,0,0,0,0,1,1,0,36000.0,9999998.0,144,0.0,0.0,136.4454,31.90946979,1900.8,0.0,4.026204,0.0,0.0,0.0,0.0,0.0,136.4454,31.90946979,1900.8,0.0,4.026204,0.0,0.0,0.0,2073.1810737899996,2073.1810737899996
145,976,34.5,1,2,1000000,170000,0,0,7,1,0,1,4,2.5,999999.0,8.5,999999,1,2,1,4,2,0,6,6,6,6,8,8,6,4,4,4,0,1,2,999999,3,3,999999,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,500000.0,85000.0,145,41.13309375,25.307568,66.08498,10.13369425,1518.0,0.0,21.3197088,0.0,1214.1525,255.0085073,20.566546875,12.653784,33.04249,5.066847125,759.0,0.0,10.6598544,0.0,607.07625,127.50425365,3151.1400520999996,1575.5700260499998
146,980,40.33333333,0,3,80000,63000,0,0,4,1,0,1,0,999999.0,999999.0,5.5,999999,1,2,0,6,2,0,6,6,6,6,6,7,7,2,999999,3,3,999999,999999,999999,2,4,999999,3,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,26666.66667,21000.0,146,65.290625,0.0,91.381782916,11.88709003,1488.0,13.04788333,4.920916,251.63775,0.0,195.71825,21.76354166666667,0.0,30.460594305333334,3.962363343333333,496.0,4.349294443333333,1.6403053333333333,83.87925,0.0,65.23941666666667,2121.8842972760003,707.2947657586668
147,982,73.33333333,1,3,46000,8000,0,0,5,1,0,3,1,999999.0,999999.0,8.5,999999,1,5,0,6,2,1,6,6,6,6,3,4,7,2,4,3,3,0,999999,999999,1,4,999999,2,1,8,0,0,0,0,0,0,0,0,0,0,3,1,0,15333.33333,2666.666667,147,17.026770833,14.762748,333.0929875,27.57320425,2232.0,1.9571825,4.5630312,13.42068,0.0,139.79875,5.675590277666667,4.920916,111.03099583333334,9.191068083333333,744.0,0.6523941666666667,1.5210104,4.47356,0.0,46.599583333333335,2784.1953542829997,928.0651180943332
148,1000,32.83333333,0,6,80000,60000,0,0,5,1,0,2,3,999999.0,999999.0,8.5,2,1,2,0,6,0,1,4,6,6,6,6,7,7,2,4,4,2,0,999999,999999,3,999999,5,2,8,7,0,0,0,0,0,0,0,0,1,2,2,1,1,13333.33333,10000.0,148,522.63225,27.736072,500.8514875,46.32998339,0.0,15.210104,13.6890936,84.99763999999999,0.0,139.79875,87.105375,4.622678666666666,83.47524791666667,7.721663898333333,0.0,2.5350173333333332,2.2815156,14.166273333333331,0.0,23.299791666666668,1351.2453804900001,225.207563415
149,1005,20.0,1,1,50000,52000,0,0,4,1,0,1,2,999999.0,999999.0,2.5,999999,1,1,0,6,2,1,6,6,6,6,4,6,7,2,4,4,1,4,999999,999999,3,3,999999,4,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,50000.0,52000.0,149,34.27757813,24.940097,34.073615333,22.33662886,1953.0,7.157696,4.026204,20.13102,0.0,858.312,34.27757813,24.940097,34.073615333,22.33662886,1953.0,7.157696,4.026204,20.13102,0.0,858.312,2958.2548393229995,2958.2548393229995
150,1008,26.0,0,1,120000,103600,0,0,4,1,0,1,1,2.5,999999.0,2.5,999999,1,1,0,5,0,0,6,6,6,6,4,5,6,1,4,3,0,2,3,999999,2,3,999999,2,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,120000.0,103600.0,150,0.0,7.66896,56.862,31.90946979,1236.0,16.016,19.1724,0.0,0.0,267.478361,0.0,7.66896,56.862,31.90946979,1236.0,16.016,19.1724,0.0,0.0,267.478361,1635.10719079,1635.10719079
151,1012,30.0,0,2,50000,42500,1,0,2,0,0,0,0,999999.0,2.5,999999.0,999999,0,0,0,999999,0,0,6,6,6,6,999999,8,0,2,999999,999999,999999,999999,999999,3,999999,999999,999999,999999,999999,1,0,0,0,0,1,0,0,0,0,0,0,0,0,25000.0,21250.0,151,0.0,0.0,0.0,0.0,1437.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,718.75,0.0,0.0,0.0,0.0,0.0,1437.5,718.75
152,1017,33.55555556,1,9,0,67800,1,0,3,0,0,1,1,2.5,999999.0,999999.0,999999,1,0,0,6,3,0,6,6,6,6,1,2,7,0,999999,999999,1,2,3,999999,999999,999999,999999,1,999999,7,0,0,0,0,0,0,0,0,1,2,1,1,1,0.0,7533.333333,152,0.0,38.02526,50.597183,0.0,1069.5,0.0,20.13102,20.13102,0.0,214.578,0.0,4.22502888888889,5.6219092222222224,0.0,118.83333333333333,0.0,2.23678,2.23678,0.0,23.842,1412.962483,156.99583144444443
153,1019,55.5,1,2,9999998,8000,0,0,1,1,0,1,1,999999.0,999999.0,2.5,999999,0,1,0,5,999999,999999,4,4,4,4,999999,999999,7,1,4,3,3,2,999999,999999,4,2,999999,999999,2,6,0,0,0,1,0,0,0,0,0,0,2,1,0,4999999.0,4000.0,153,0.0,1.677585,132.678,15.9547349,467.208,6.794666667,5.815628,80.52408,0.0,0.0,0.0,0.8387925,66.339,7.97736745,233.604,3.3973333335,2.907814,40.26204,0.0,0.0,710.652694567,355.3263472835
154,1042,73.0,0,2,90000,57100,0,0,7,2,0,2,1,999999.0,999999.0,8.5,8,1,3,0,6,2,1,6,6,6,6,6,6,7,1,4,5,0,0,999999,999999,3,999999,4,2,1,6,0,0,0,1,0,0,0,0,0,0,2,1,0,45000.0,28550.0,154,8.0653125,15.210104,229.027131667,34.97791241,0.0,51.2512,13.6890936,0.0,0.0,357.63,4.03265625,7.605052,114.5135658335,17.488956205,0.0,25.6256,6.8445468,0.0,0.0,178.815,709.850754177,354.9253770885
155,1046,57.5,1,2,100000,50500,0,0,4,1,0,1,1,999999.0,999999.0,5.5,999999,0,2,1,3,0,0,4,6,6,6,6,4,7,2,4,3,2,3,999999,999999,3,3,999999,999999,1,6,0,0,0,1,0,0,0,0,0,0,2,1,0,50000.0,25250.0,155,25.58720391,16.104816,401.893272083,12.76378792,2534.4,6.262984,8.8576488,44.7356,1655.6625,0.0,12.793601955,8.052408,200.9466360415,6.38189396,1267.2,3.131492,4.4288244,22.3678,827.83125,0.0,4706.267812713,2353.1339063565
