,NumVehicle_codes,TVtime_codes,IF_coupleA,Reno_WindowGlass_codes,IF_existChildren,WindowFrame_codes,GlassType_codes,IF_existElderly,SummerSunshine_codes,NumWaterHeater_list,Reno_OtherHeatInsu_codes,NumTV_list,gender_codes,NumAC_list,IF_single_elderly,IF_singleWithChildren,elderNumber,Weektime_list,percapita_HouseholdEmission,expenditure_percapita,IF_grandparentKids,IF_bigFamily,HouseAge_codes,NumCookingEquip_list,IF_coupleWithChildren,Cookingtime_codes,family_size,IF_couple_elderly,NumPC_list,childrenNumber,NumWashMach_list,IF_singleAE,demographicType,ages_mean,NumDryer_list,income_percapita,expenditure_list,WinterSunshine_codes,IF_singleA,income_list,Reno_WindowGap_codes,Reno_Wall_codes,cluster
2867,0,5.0,0,5.0,0,3.0,1.0,1,5.0,1,6.0,1,1,1,0,0,2,7,823.6066217866666,16433.33333,0,0,5.0,5,0,2.0,3,0,2,0,1,0,8,43.33333333,0,20000.0,49300.0,3.0,0,60000,5.0,6.0,0
2868,1,4.0,0,5.0,0,2.0,1.0,1,1.0,1,4.0,1,1,3,0,0,2,6,2337.84800279,28333.33333,0,0,6.0,6,0,1.0,3,0,2,0,1,0,8,54.33333333,1,33333.33333,85000.0,0.0,0,100000,5.0,6.0,1
2869,1,2.0,0,6.0,1,2.0,0.0,0,7.0,1,6.0,1,0,2,0,1,0,7,532.87729767,2000.0,0,0,5.0,3,0,2.0,4,0,1,1,1,0,3,34.75,0,2500.0,8000.0,4.0,0,10000,6.0,6.0,0
2876,0,4.0,0,6.0,0,0.0,0.0,0,8.0,1,6.0,1,0,0,0,0,0,7,439.342476422,14600.0,0,1,6.0,1,0,3.0,5,0,3,0,1,0,7,36.4,1,20000.0,73000.0,5.0,0,100000,6.0,6.0,0
2879,0,3.0,0,5.0,0,3.0,0.0,1,2.0,0,6.0,1,0,1,0,0,1,7,541.898279588,3400.0,0,0,4.0,3,0,1.0,2,0,0,0,0,0,10,47.5,0,50000.0,6800.0,1.0,0,100000,5.0,5.0,1
2880,0,3.0,0,4.0,0,0.0,2.0,1,1.0,1,6.0,1,0,2,0,0,2,5,798.7718833799998,14220.0,0,0,5.0,4,0,1.0,2,1,1,0,1,0,6,61.0,0,35000.0,28440.0,2.0,0,70000,4.0,6.0,1
2881,0,4.0,0,6.0,1,1.0,3.0,0,7.0,1,6.0,1,0,1,0,0,0,7,538.998906855,6000.0,0,0,4.0,2,1,1.0,4,0,1,1,1,0,2,29.25,0,6000.0,24000.0,5.0,0,24000,6.0,6.0,0
2882,0,2.0,0,5.0,0,0.0,0.0,0,4.0,1,6.0,1,0,1,0,0,0,7,519.7887370666666,16666.66667,0,0,5.0,4,0,2.0,3,0,1,0,1,0,9,24.33333333,0,66666.66667,50000.0,2.0,0,200000,5.0,5.0,1
2884,0,4.0,0,5.0,0,0.0,0.0,1,8.0,3,6.0,3,0,5,0,0,3,2,266.19321243525,19750.0,0,1,1.0,5,0,1.0,8,0,2,0,2,0,7,43.75,0,3750.0,158000.0,8.0,0,30000,6.0,6.0,0
2887,1,2.0,0,6.0,1,0.0,0.0,0,8.0,1,6.0,1,1,0,0,0,0,7,1552.403770133333,16000.0,0,0,6.0,1,1,4.0,3,0,1,1,1,0,2,24.33333333,0,13333.33333,48000.0,5.0,0,40000,6.0,6.0,0
2892,0,2.0,0,6.0,0,1.0,0.0,1,0.0,0,6.0,2,0,0,0,0,2,7,1174.474663455,21000.0,0,0,0.0,4,0,2.0,2,1,1,0,1,0,6,60.0,0,35000.0,42000.0,0.0,0,70000,6.0,6.0,1
2895,0,3.0,0,6.0,0,0.0,1.0,1,4.0,1,6.0,1,0,2,0,0,2,7,1335.793492575,6600.0,0,0,2.0,3,0,1.0,2,1,0,0,1,0,6,79.5,0,35000.0,13200.0,3.0,0,70000,6.0,6.0,1
2899,1,2.0,0,6.0,1,2.0,0.0,1,2.0,1,6.0,1,0,2,0,0,2,7,364.777006384,23000.0,0,1,6.0,1,0,2.0,5,0,0,1,1,0,7,39.0,0,40000.0,115000.0,2.0,0,200000,6.0,6.0,1
2901,1,3.0,0,4.0,1,3.0,0.0,0,2.0,2,6.0,2,1,5,0,0,0,7,568.5752205325,12250.0,0,0,5.0,5,1,0.0,4,0,1,2,1,0,2,14.5,1,15000.0,49000.0,1.0,0,60000,6.0,6.0,0
2904,0,2.0,0,4.0,1,1.0,3.0,0,8.0,1,6.0,1,1,2,0,0,0,7,203.02857984588888,4444.444444,0,1,5.0,2,0,2.0,9,0,1,3,1,0,7,21.0,0,6000.0,40000.0,7.0,0,54000,5.0,6.0,0
2905,0,4.0,0,6.0,1,1.0,0.0,0,8.0,1,6.0,1,1,0,0,0,0,7,575.028825355,12500.0,0,0,0.0,4,1,1.0,4,0,0,2,0,0,2,25.75,0,9000.0,50000.0,8.0,0,36000,6.0,6.0,0
2906,0,5.0,0,6.0,1,0.0,0.0,1,8.0,1,6.0,2,1,2,0,0,2,7,319.22241797428575,3668.571429,0,1,5.0,3,0,4.0,7,0,1,3,1,0,7,29.42857143,0,10285.71429,25680.0,8.0,0,72000,6.0,6.0,0
2907,0,4.0,0,6.0,1,0.0,0.0,1,7.0,1,6.0,1,0,1,0,0,1,7,464.58961773,11450.0,0,0,6.0,1,1,1.0,4,0,0,1,1,0,2,36.25,0,15000.0,45800.0,7.0,0,60000,6.0,6.0,0
2910,0,2.0,1,6.0,0,0.0,0.0,0,8.0,1,6.0,1,0,1,0,0,0,7,826.0931237299999,10000.0,0,0,5.0,1,0,1.0,2,0,0,0,1,0,1,24.5,0,36000.0,20000.0,8.0,0,72000,6.0,6.0,1
2915,0,1.0,0,6.0,0,0.0,0.0,1,8.0,1,6.0,2,1,2,0,0,2,7,447.3753567966,10660.0,0,1,4.0,4,0,1.0,5,0,1,0,1,0,7,49.0,0,12000.0,53300.0,6.0,0,60000,6.0,6.0,0
2918,0,3.0,0,1.0,0,1.0,0.0,1,0.0,1,6.0,1,1,0,1,0,1,7,2520.881545405,20240.0,0,0,1.0,3,0,1.0,1,0,0,0,1,1,5,58.0,0,30000.0,20240.0,0.0,0,30000,1.0,6.0,1
2923,0,2.0,1,6.0,0,0.0,0.0,0,8.0,1,6.0,1,0,2,0,0,0,7,821.53998075,12500.0,0,0,6.0,6,0,1.0,2,0,1,0,1,0,1,45.0,0,12000.0,25000.0,8.0,0,24000,6.0,6.0,0
2924,0,4.0,0,6.0,0,2.0,0.0,0,7.0,1,6.0,1,1,2,0,0,0,7,1014.1282062,2600.0,0,0,4.0,1,0,1.0,2,0,0,0,1,0,11,28.5,0,3500.0,5200.0,6.0,0,7000,6.0,6.0,0
2925,0,2.0,0,5.0,1,0.0,0.0,0,5.0,1,6.0,1,1,3,0,1,0,7,769.8654542,15000.0,0,0,5.0,5,0,2.0,2,0,2,1,1,0,3,21.0,0,50000.0,30000.0,2.0,0,100000,5.0,5.0,1
2930,0,3.0,0,6.0,1,2.0,1.0,0,5.0,1,6.0,1,1,1,0,0,0,7,609.669994475,7875.0,0,0,1.0,3,1,1.0,4,0,1,1,0,0,2,34.75,0,7500.0,31500.0,3.0,0,30000,6.0,6.0,0
2931,0,4.0,0,5.0,0,0.0,0.0,1,3.0,1,6.0,1,0,2,0,0,2,7,1159.9168778885,17500.0,0,0,4.0,5,0,1.0,2,1,1,0,2,0,6,62.0,0,40000.0,35000.0,3.0,0,80000,5.0,6.0,1
2934,0,5.0,0,5.0,0,0.0,0.0,1,8.0,1,6.0,1,1,2,0,0,1,7,1074.4113986665,35000.0,0,0,4.0,5,0,1.0,2,1,2,0,1,0,6,53.5,0,45000.0,70000.0,8.0,0,90000,5.0,6.0,1
2935,0,5.0,0,6.0,1,0.0,0.0,1,0.0,1,6.0,1,0,2,0,0,1,7,600.6951907075,27000.0,0,0,5.0,5,0,4.0,4,0,2,1,1,0,8,33.75,1,37500.0,108000.0,0.0,0,150000,6.0,6.0,1
2946,1,3.0,0,5.0,0,0.0,0.0,0,3.0,1,6.0,1,0,1,0,0,0,7,750.2388051333334,16666.66667,0,0,5.0,3,0,3.0,3,0,1,0,1,0,9,41.66666667,0,33333.33333,50000.0,2.0,0,100000,5.0,6.0,1
2947,0,2.0,1,6.0,0,0.0,0.0,0,3.0,1,6.0,1,1,1,0,0,0,7,828.99313635,24300.0,0,0,5.0,1,0,1.0,2,0,0,0,0,0,1,47.0,0,20000.0,48600.0,1.0,0,40000,6.0,6.0,0
2948,0,4.0,0,6.0,1,0.0,0.0,1,4.0,1,6.0,1,1,0,0,0,2,7,257.56637060375,7410.0,0,1,6.0,5,0,2.0,8,0,0,4,1,0,7,28.25,0,3500.0,59280.0,4.0,0,28000,6.0,6.0,0
2958,0,2.0,0,6.0,0,0.0,0.0,1,6.0,1,6.0,1,0,1,0,0,1,7,523.0411151166667,6000.0,0,0,5.0,3,0,1.0,3,0,0,0,1,0,8,58.66666667,0,20000.0,18000.0,6.0,0,60000,6.0,6.0,0
2962,0,4.0,0,6.0,0,0.0,0.0,1,8.0,1,6.0,1,1,2,0,0,2,7,984.113419165,26030.0,0,0,5.0,2,0,1.0,2,1,1,0,1,0,6,63.5,0,42000.0,52060.0,8.0,0,84000,6.0,6.0,1
2963,0,1.0,0,6.0,0,0.0,0.0,1,7.0,1,6.0,1,0,2,0,0,1,7,636.3934882576667,2433.333333,0,0,5.0,1,0,2.0,3,0,1,0,1,0,8,43.0,0,20800.0,7300.0,4.0,0,62400,6.0,6.0,0
2965,0,5.0,0,6.0,0,0.0,0.0,1,0.0,1,6.0,1,0,3,0,0,3,5,504.0255600825,19510.0,0,0,4.0,3,0,1.0,4,0,2,0,1,0,8,64.25,0,38000.0,78040.0,3.0,0,152000,4.0,6.0,1
2967,0,4.0,0,6.0,0,0.0,0.0,0,4.0,1,5.0,1,1,3,0,0,0,7,384.23809471,6666.666667,0,0,5.0,2,0,1.0,3,0,1,0,1,0,9,37.66666667,0,20000.0,20000.0,2.0,0,60000,6.0,5.0,0
2970,0,4.0,0,6.0,0,0.0,0.0,1,3.0,1,6.0,1,1,1,0,0,2,7,582.1854376666666,4333.333333,0,0,5.0,3,0,1.0,3,0,0,0,0,0,8,62.66666667,1,12000.0,13000.0,1.0,0,36000,6.0,6.0,0
2971,0,0.0,0,6.0,0,0.0,0.0,0,8.0,1,6.0,1,0,1,0,0,0,7,835.6010580650001,18500.0,0,0,6.0,3,0,2.0,2,0,0,0,1,0,11,38.5,0,35000.0,37000.0,8.0,0,70000,6.0,6.0,1
2974,0,2.0,0,6.0,1,0.0,0.0,1,2.0,1,6.0,1,0,2,0,0,1,7,354.2526524475,8000.0,0,0,7.0,3,1,1.0,4,0,2,1,1,0,2,31.0,0,20000.0,32000.0,2.0,0,80000,6.0,6.0,0
2975,1,4.0,0,6.0,0,2.0,1.0,1,4.0,1,6.0,1,1,1,0,0,2,7,1213.4872106,23333.33333,0,0,3.0,3,0,2.0,3,0,1,0,1,0,8,50.66666667,0,23333.33333,70000.0,2.0,0,70000,6.0,6.0,1
2976,1,3.0,0,4.0,0,0.0,0.0,0,7.0,1,6.0,1,0,3,0,0,0,7,633.3350441733334,16333.33333,0,0,5.0,2,0,1.0,3,0,2,0,1,0,9,38.66666667,0,33333.33333,49000.0,5.0,0,100000,4.0,6.0,1
2977,0,3.0,0,4.0,0,0.0,0.0,1,7.0,1,6.0,2,1,2,0,0,2,7,393.01139655,5750.0,0,0,5.0,4,0,1.0,4,0,0,0,1,0,8,49.25,0,40000.0,23000.0,5.0,0,160000,4.0,6.0,1
2978,1,3.0,0,4.0,1,2.0,1.0,1,3.0,1,6.0,1,1,1,0,0,2,7,371.52321898,8670.0,0,1,2.0,3,0,2.0,5,0,1,1,1,0,7,37.4,0,12000.0,43350.0,3.0,0,60000,4.0,4.0,0
2980,0,3.0,0,4.0,1,2.0,0.0,1,8.0,1,6.0,1,1,2,0,0,3,7,704.1917276307499,10275.0,0,0,0.0,2,1,1.0,4,0,1,1,1,0,2,51.0,0,11250.0,41100.0,4.0,0,45000,6.0,6.0,0
2982,0,2.0,1,4.0,0,0.0,0.0,0,3.0,1,4.0,1,0,2,0,0,0,7,692.3212687099999,12250.0,0,0,5.0,4,0,1.0,2,0,2,0,1,0,1,46.5,0,50000.0,24500.0,2.0,0,100000,4.0,4.0,1
2984,1,3.0,0,6.0,1,0.0,0.0,0,4.0,1,6.0,1,0,3,0,0,0,7,217.680533451,33333.33333,0,0,6.0,4,1,1.0,3,0,2,1,1,0,2,23.33333333,0,66666.66667,100000.0,4.0,0,200000,6.0,6.0,1
2985,1,2.0,0,6.0,1,0.0,0.0,1,2.0,1,6.0,1,0,2,0,0,2,7,512.2149933124,16000.0,0,1,7.0,6,0,4.0,5,0,2,1,1,0,7,37.0,0,30000.0,80000.0,2.0,0,150000,6.0,6.0,1
2990,0,3.0,0,6.0,1,0.0,0.0,1,7.0,1,6.0,3,1,0,0,0,2,7,306.78548673333336,5000.0,0,1,6.0,5,0,1.0,6,0,1,2,0,0,7,30.33333333,0,2500.0,30000.0,4.0,0,15000,6.0,6.0,0
3000,1,3.0,0,6.0,0,0.0,0.0,1,2.0,1,6.0,1,0,5,0,0,1,7,448.13411994699993,5000.0,0,0,5.0,3,0,2.0,4,0,1,0,1,0,8,40.0,0,12500.0,20000.0,1.0,0,50000,6.0,6.0,0
3006,0,1.0,0,4.0,1,0.0,0.0,0,8.0,0,6.0,1,1,0,0,0,0,7,216.67681815833336,1333.333333,0,1,5.0,4,0,1.0,6,0,0,2,0,0,7,24.33333333,0,1666.666667,8000.0,5.0,0,10000,3.0,6.0,0
3007,0,5.0,0,6.0,0,0.0,0.0,0,8.0,0,6.0,1,1,0,0,0,0,7,467.9453326566667,4100.0,0,0,6.0,3,0,4.0,3,0,0,0,0,0,9,37.66666667,0,1000.0,12300.0,7.0,0,3000,6.0,6.0,0
3010,0,3.0,0,6.0,0,1.0,0.0,0,8.0,0,6.0,1,1,0,0,0,0,7,345.75979611175,2500.0,0,0,5.0,3,0,2.0,4,0,0,0,0,0,9,38.75,0,3750.0,10000.0,7.0,0,15000,6.0,6.0,0
3011,0,4.0,0,6.0,1,0.0,0.0,1,6.0,1,6.0,2,1,1,0,0,2,7,350.12496438,5000.0,0,1,7.0,3,0,0.0,5,0,1,1,1,0,7,42.4,0,14800.0,25000.0,6.0,0,74000,6.0,6.0,0
3013,0,1.0,0,6.0,1,0.0,0.0,1,7.0,0,6.0,1,0,0,0,0,2,7,328.98367496875,1500.0,1,0,6.0,3,0,2.0,4,0,0,2,1,0,4,36.25,0,250.0,6000.0,5.0,0,1000,6.0,6.0,0
3015,0,4.0,0,6.0,1,3.0,0.0,1,8.0,1,6.0,1,0,2,0,0,2,7,365.05792433333335,14000.0,0,1,6.0,5,0,3.0,6,0,2,2,1,0,7,34.66666667,0,26000.0,84000.0,8.0,0,156000,6.0,6.0,1
3018,0,2.0,0,6.0,0,0.0,0.0,1,2.0,0,6.0,1,0,0,0,0,1,7,153.102077,5900.0,0,1,6.0,4,0,1.0,8,0,0,0,1,0,7,42.625,0,4500.0,47200.0,1.0,0,36000,6.0,6.0,0
3021,1,0.0,0,4.0,1,0.0,0.0,0,8.0,1,4.0,1,1,1,0,0,0,7,1033.0235176333333,9566.666667,0,0,7.0,2,1,1.0,3,0,1,1,1,0,2,29.0,0,33333.33333,28700.0,8.0,0,100000,4.0,6.0,1
3023,0,5.0,0,3.0,0,0.0,0.0,1,8.0,1,3.0,3,0,0,0,0,2,7,194.47167191666668,893.3333333,0,1,4.0,6,0,1.0,6,0,0,0,0,0,7,48.33333333,0,3333.333333,5360.0,5.0,0,20000,3.0,3.0,0
3026,0,2.0,0,6.0,1,1.0,0.0,1,3.0,1,6.0,1,0,0,0,0,1,7,365.406588168,8000.0,0,1,6.0,2,0,1.0,5,0,1,1,1,0,7,40.2,0,3000.0,40000.0,1.0,0,15000,6.0,6.0,0
3027,0,4.0,0,6.0,1,3.0,0.0,1,8.0,1,6.0,1,1,0,0,0,1,7,313.642736275,6900.0,0,1,6.0,8,0,1.0,5,0,1,1,1,0,7,34.0,0,6000.0,34500.0,6.0,0,30000,6.0,6.0,0
3029,0,2.0,0,6.0,1,0.0,0.0,0,7.0,1,6.0,1,0,1,0,0,0,7,506.45847579,4333.333333,0,0,5.0,2,1,1.0,3,0,0,1,1,0,2,32.66666667,0,4400.0,13000.0,7.0,0,13200,6.0,6.0,0
3034,0,3.0,0,6.0,1,0.0,0.0,1,8.0,1,6.0,1,0,2,0,0,2,7,236.81219007,5833.333333,0,1,7.0,2,0,2.0,6,0,1,2,1,0,7,31.16666667,0,5000.0,35000.0,8.0,0,30000,6.0,6.0,0
3038,0,3.0,0,6.0,0,0.0,0.0,1,8.0,0,6.0,1,0,0,0,0,1,7,283.12421381325,3500.0,0,0,7.0,5,0,3.0,4,0,0,0,1,0,8,53.75,0,2500.0,14000.0,4.0,0,10000,6.0,6.0,0
3039,0,3.0,0,6.0,1,0.0,0.0,1,6.0,0,6.0,1,1,0,0,0,1,7,169.674535,7560.0,0,1,7.0,1,0,1.0,5,0,0,2,0,0,7,35.6,0,9600.0,37800.0,5.0,0,48000,6.0,6.0,0
3040,0,4.0,0,6.0,0,1.0,0.0,1,8.0,1,6.0,1,0,0,0,0,3,7,657.7217759682501,3750.0,0,0,3.0,2,0,2.0,4,0,0,0,1,0,8,66.5,0,5000.0,15000.0,7.0,0,20000,6.0,6.0,0
3043,1,4.0,0,4.0,0,0.0,0.0,1,3.0,1,4.0,1,1,2,0,0,2,7,193.342615462,14070.0,0,1,5.0,4,0,1.0,5,0,0,0,1,0,7,56.2,0,20000.0,70350.0,5.0,0,100000,4.0,4.0,0
3044,0,3.0,0,6.0,1,0.0,0.0,0,3.0,1,6.0,1,0,0,0,0,0,7,288.8774617,3875.0,0,0,7.0,1,1,1.0,4,0,0,2,1,0,2,25.25,0,1800.0,15500.0,2.0,0,7200,6.0,6.0,0
3046,0,4.0,0,6.0,0,0.0,0.0,1,3.0,0,6.0,1,0,0,0,0,2,7,216.23121175,4600.0,0,0,7.0,1,0,1.0,4,0,0,0,0,0,8,51.25,0,18000.0,18400.0,2.0,0,72000,6.0,6.0,0
3049,0,2.0,0,6.0,1,1.0,0.0,0,8.0,1,6.0,1,1,0,0,0,0,7,825.9677433066666,6666.666667,0,0,2.0,2,1,2.0,3,0,0,1,1,0,2,25.0,0,6666.666667,20000.0,8.0,0,20000,6.0,6.0,0
3051,0,4.0,0,4.0,1,0.0,0.0,1,8.0,1,6.0,1,1,3,0,0,2,7,236.146042865,6250.0,0,1,6.0,6,0,4.0,8,0,0,2,1,0,7,40.125,0,11400.0,50000.0,4.0,0,91200,4.0,6.0,0
3056,0,4.0,0,6.0,0,1.0,0.0,0,0.0,1,6.0,1,0,0,0,0,0,7,700.7150839999999,13000.0,0,0,5.0,2,0,1.0,2,0,0,0,0,0,11,37.5,0,12500.0,26000.0,0.0,0,25000,6.0,6.0,0
3058,0,4.0,0,2.0,0,0.0,0.0,0,8.0,0,6.0,1,1,0,0,0,0,7,262.3875488225,3450.0,0,0,5.0,3,0,1.0,4,0,0,0,1,0,9,35.25,0,2500.0,13800.0,6.0,0,10000,2.0,2.0,0
3059,0,2.0,0,6.0,1,1.0,0.0,1,4.0,1,6.0,1,0,1,0,0,2,7,541.56571644,6666.666667,1,0,5.0,3,0,2.0,3,0,1,1,0,0,4,45.33333333,0,16666.66667,20000.0,1.0,0,50000,6.0,6.0,0
3060,1,5.0,0,6.0,0,0.0,0.0,0,8.0,1,6.0,1,1,3,0,0,0,7,1617.0877341024998,20000.0,0,0,6.0,5,0,1.0,4,0,1,0,1,0,9,35.75,0,25000.0,80000.0,7.0,0,100000,6.0,6.0,1
3061,0,2.0,0,6.0,1,0.0,0.0,1,6.0,0,6.0,1,1,0,0,0,2,7,248.30169998666668,3333.333333,0,1,6.0,1,0,4.0,6,0,0,2,0,0,7,33.0,0,2500.0,20000.0,6.0,0,15000,6.0,6.0,0
3063,0,2.0,0,6.0,0,1.0,0.0,1,3.0,0,6.0,1,0,1,0,0,2,7,402.61620730375,20000.0,0,0,5.0,2,0,1.0,4,0,1,0,1,0,8,46.25,0,12500.0,80000.0,1.0,0,50000,6.0,6.0,0
3064,0,1.0,0,6.0,1,0.0,0.0,1,6.0,1,6.0,1,1,0,0,0,1,7,258.87894608,4000.0,0,1,7.0,2,0,2.0,5,0,0,2,0,0,7,30.4,0,2000.0,20000.0,6.0,0,10000,6.0,6.0,0
3066,0,3.0,0,6.0,1,0.0,1.0,0,8.0,1,6.0,1,0,0,0,0,0,7,677.2424205333333,5000.0,0,0,7.0,3,1,4.0,3,0,0,1,1,0,2,25.66666667,0,3333.333333,15000.0,8.0,0,10000,6.0,6.0,0
3067,1,3.0,0,5.0,1,0.0,0.0,1,8.0,1,2.0,1,1,2,0,0,2,7,666.77193885,6250.0,0,0,5.0,2,0,2.0,4,0,0,1,1,0,8,38.75,0,2500.0,25000.0,5.0,0,10000,5.0,2.0,0
3070,0,3.0,0,5.0,1,1.0,0.0,1,6.0,0,6.0,1,1,0,0,0,2,7,332.28531250000003,800.0,0,1,6.0,3,0,4.0,5,0,0,1,0,0,7,37.8,0,0.0,4000.0,4.0,0,0,6.0,6.0,0
3072,0,3.0,0,6.0,1,0.0,0.0,1,8.0,1,6.0,1,1,1,0,0,2,7,344.8728741811667,7166.666667,0,1,6.0,6,0,1.0,6,0,0,2,1,0,7,34.83333333,0,3333.333333,43000.0,8.0,0,20000,6.0,6.0,0
3074,1,2.0,0,6.0,1,1.0,0.0,1,8.0,1,6.0,1,1,1,0,0,1,7,1204.02503888875,10000.0,0,0,5.0,4,1,1.0,4,0,2,1,1,0,2,35.0,0,6250.0,40000.0,8.0,0,25000,6.0,6.0,0
3075,0,3.0,0,6.0,0,0.0,0.0,1,4.0,0,6.0,1,0,0,0,0,1,7,368.00531828,5000.0,0,0,7.0,2,0,1.0,3,0,0,0,0,0,8,48.0,0,10000.0,15000.0,2.0,0,30000,6.0,6.0,0
3080,0,0.0,0,6.0,0,0.0,0.0,1,8.0,0,6.0,1,1,0,0,0,1,2,256.72835877766664,6666.666667,0,0,7.0,4,0,3.0,3,0,0,0,1,0,8,45.0,0,10000.0,20000.0,8.0,0,30000,6.0,6.0,0
3081,0,4.0,0,6.0,0,0.0,0.0,1,4.0,1,6.0,1,1,0,0,0,1,7,526.395652,3875.0,0,0,3.0,4,0,1.0,4,0,0,0,1,0,8,52.5,0,8750.0,15500.0,2.0,0,35000,6.0,6.0,0
3084,1,3.0,0,5.0,1,0.0,0.0,1,8.0,1,6.0,1,0,1,0,0,1,7,368.18708318000006,5000.0,0,1,6.0,5,0,4.0,5,0,0,2,1,0,7,29.0,0,1200.0,25000.0,6.0,0,6000,5.0,6.0,0
3086,0,4.0,0,6.0,1,1.0,3.0,1,2.0,0,6.0,1,1,0,0,0,1,7,397.052124984,2320.0,0,1,1.0,3,0,1.0,5,0,0,1,1,0,7,35.6,0,8000.0,11600.0,1.0,0,40000,6.0,6.0,0
3087,0,2.0,0,6.0,0,1.0,0.0,1,8.0,0,6.0,1,1,0,0,0,2,2,294.39900945825,4500.0,0,0,6.0,4,0,1.0,4,0,0,0,0,0,8,45.0,0,12500.0,18000.0,8.0,0,50000,6.0,6.0,0
3091,0,5.0,0,4.0,1,3.0,0.0,0,8.0,0,6.0,1,0,0,0,0,0,7,242.6523068442857,5000.0,0,1,5.0,2,0,3.0,7,0,0,5,0,0,7,23.85714286,0,857.1428571,35000.0,8.0,0,6000,6.0,6.0,0
3092,0,3.0,0,6.0,0,0.0,0.0,1,7.0,1,6.0,1,1,0,0,0,1,7,378.199569175,6250.0,0,0,6.0,2,0,2.0,4,0,0,0,1,0,8,42.0,0,2000.0,25000.0,7.0,0,8000,6.0,6.0,0
3096,0,4.0,0,6.0,0,1.0,0.0,1,4.0,0,6.0,2,1,0,0,0,1,7,710.9515409956666,5000.0,0,0,3.0,3,0,2.0,3,0,0,0,1,0,8,49.33333333,0,22000.0,15000.0,4.0,0,66000,6.0,6.0,0
3100,0,4.0,0,6.0,1,0.0,0.0,1,5.0,1,6.0,3,1,0,0,0,2,7,307.4856595833333,5000.0,0,1,6.0,3,0,2.0,6,0,1,1,1,0,7,37.5,0,8000.0,30000.0,5.0,0,48000,6.0,6.0,0
3103,0,2.0,0,6.0,1,1.0,0.0,0,8.0,0,6.0,1,0,0,0,0,0,0,484.9166666666667,11666.66667,0,0,4.0,1,1,3.0,3,0,0,1,0,0,2,25.0,0,20000.0,35000.0,8.0,0,60000,6.0,6.0,0
3105,0,0.0,0,2.0,0,0.0,0.0,1,7.0,1,6.0,1,0,0,0,0,1,6,111.55149416666669,5333.333333,0,0,5.0,2,0,1.0,3,0,0,0,1,0,8,51.33333333,0,6666.666667,16000.0,3.0,0,20000,2.0,6.0,0
3106,0,2.0,0,6.0,1,2.0,0.0,1,3.0,1,1.0,3,0,0,0,0,2,7,535.0249773325002,8000.0,1,0,5.0,3,0,3.0,4,0,1,2,1,0,4,33.75,0,20000.0,32000.0,2.0,0,80000,6.0,6.0,0
3107,0,3.0,0,6.0,1,1.0,0.0,0,1.0,1,5.0,2,1,0,0,0,0,3,534.0918302050001,8750.0,0,0,6.0,3,1,0.0,4,0,0,2,1,0,2,24.25,0,12500.0,35000.0,8.0,0,50000,6.0,5.0,0
3108,0,1.0,0,6.0,1,0.0,0.0,0,7.0,0,6.0,1,0,0,0,0,0,7,424.51073925800006,4666.666667,0,0,6.0,2,1,2.0,3,0,0,1,1,0,2,35.66666667,0,3333.333333,14000.0,5.0,0,10000,6.0,6.0,0
3110,0,3.0,0,6.0,1,2.0,0.0,0,6.0,1,6.0,1,1,0,0,0,0,7,351.4685214825,4000.0,0,0,7.0,2,1,1.0,4,0,0,2,1,0,2,21.75,0,5000.0,16000.0,2.0,0,20000,6.0,6.0,0
3111,0,1.0,0,6.0,0,1.0,0.0,1,1.0,0,6.0,1,1,0,0,0,2,6,176.83068494,2000.0,0,0,4.0,3,0,4.0,2,1,0,0,1,0,6,56.5,0,7500.0,4000.0,1.0,0,15000,6.0,6.0,0
3112,0,0.0,0,4.0,1,0.0,0.0,0,8.0,0,6.0,1,0,0,0,0,0,7,324.31358533766667,15000.0,0,0,6.0,3,1,0.0,3,0,1,1,1,0,2,37.0,0,16666.66667,45000.0,6.0,0,50000,4.0,6.0,0
3114,0,0.0,0,3.0,1,1.0,0.0,1,7.0,1,6.0,1,0,0,0,0,2,7,40.36818754216666,3333.333333,0,1,6.0,3,0,2.0,6,0,0,2,1,0,7,30.33333333,0,1666.666667,20000.0,2.0,0,10000,6.0,6.0,0
3118,0,3.0,0,6.0,0,0.0,0.0,1,3.0,1,6.0,1,1,0,0,0,1,7,449.23235683333337,4333.333333,0,0,7.0,3,0,2.0,3,0,0,0,1,0,8,51.0,0,16666.66667,13000.0,2.0,0,50000,6.0,6.0,0
3119,0,1.0,0,6.0,0,0.0,0.0,1,8.0,0,6.0,1,1,0,0,0,1,7,202.36149398,2000.0,0,1,7.0,2,0,3.0,5,0,0,0,1,0,7,39.2,0,8000.0,10000.0,6.0,0,40000,6.0,6.0,0
3120,0,3.0,0,6.0,0,0.0,0.0,1,8.0,1,6.0,2,0,2,0,0,2,7,445.06816932425,7500.0,0,0,6.0,6,0,2.0,4,0,0,0,1,0,8,55.5,0,17500.0,30000.0,5.0,0,70000,6.0,6.0,0
3122,0,3.0,0,6.0,1,1.0,3.0,0,4.0,0,6.0,1,1,0,0,0,0,7,734.7487104306668,1666.666667,0,0,2.0,2,1,3.0,3,0,1,1,0,0,2,35.0,0,2000.0,5000.0,3.0,0,6000,6.0,6.0,0
