,NumVehicle_codes,TVtime_codes,IF_coupleA,Reno_WindowGlass_codes,IF_existChildren,WindowFrame_codes,GlassType_codes,IF_existElderly,SummerSunshine_codes,NumWaterHeater_list,Reno_OtherHeatInsu_codes,NumTV_list,gender_codes,NumAC_list,IF_single_elderly,IF_singleWithChildren,elderNumber,Weektime_list,percapita_HouseholdEmission,expenditure_percapita,IF_grandparentKids,IF_bigFamily,HouseAge_codes,NumCookingEquip_list,IF_coupleWithChildren,Cookingtime_codes,family_size,IF_couple_elderly,NumPC_list,childrenNumber,NumWashMach_list,IF_singleAE,demographicType,ages_mean,NumDryer_list,income_percapita,expenditure_list,WinterSunshine_codes,IF_singleA,income_list,Reno_WindowGap_codes,Reno_Wall_codes,cluster
591,0,2.0,0,3.0,0,2.0,0.0,1,8.0,0,6.0,1,1,0,0,0,2,7,902.9439992285,14000.0,0,0,3.0,2,0,1.0,2,1,0,0,1,0,6,75.5,0,15000.0,28000.0,6.0,0,30000,3.0,6.0,0
592,0,1.0,0,6.0,0,3.0,0.0,0,3.0,0,6.0,1,0,0,0,0,0,7,727.3840698333333,4333.333333,0,0,5.0,2,0,2.0,3,0,1,0,0,0,9,35.66666667,0,20000.0,13000.0,4.0,0,60000,6.0,6.0,0
594,0,4.0,0,6.0,0,2.0,1.0,1,4.0,1,6.0,1,0,1,0,0,2,7,455.01163677675,10000.0,0,0,5.0,3,0,2.0,4,0,0,0,1,0,8,54.75,0,14500.0,40000.0,5.0,0,58000,6.0,6.0,0
595,0,4.0,0,5.0,0,2.0,0.0,1,8.0,1,6.0,1,0,0,0,0,1,7,955.224765736,6166.666667,0,0,5.0,5,0,4.0,3,0,1,0,1,0,8,39.66666667,0,16666.66667,18500.0,6.0,0,50000,5.0,6.0,0
597,0,2.0,0,6.0,1,2.0,1.0,1,6.0,1,6.0,1,0,1,0,0,1,7,588.7028274508,13400.0,0,1,6.0,5,0,3.0,5,0,1,1,1,0,7,32.8,0,16000.0,67000.0,4.0,0,80000,6.0,6.0,0
599,0,0.0,0,5.0,0,0.0,1.0,1,7.0,1,6.0,2,0,0,0,0,1,7,379.1239464375,5350.0,0,0,5.0,2,0,2.0,4,0,1,0,1,0,8,45.0,0,12500.0,21400.0,5.0,0,50000,5.0,6.0,0
600,0,5.0,0,6.0,1,2.0,1.0,0,1.0,1,6.0,1,0,1,0,1,0,7,900.3399563380001,18175.0,0,0,6.0,6,0,1.0,2,0,1,1,1,0,3,17.0,0,25000.0,36350.0,4.0,0,50000,6.0,5.0,1
601,0,3.0,0,3.0,0,0.0,1.0,1,0.0,1,6.0,2,0,0,0,0,2,7,697.739169745,25000.0,0,0,5.0,3,0,1.0,2,1,0,0,1,0,6,73.5,0,36000.0,50000.0,3.0,0,72000,3.0,5.0,1
602,0,3.0,0,4.0,0,2.0,1.0,0,6.0,1,4.0,1,0,1,0,0,0,7,758.1253420166668,26666.66667,0,0,6.0,4,0,2.0,3,0,1,0,1,0,9,42.33333333,0,36666.66667,80000.0,5.0,0,110000,4.0,4.0,1
603,0,2.0,1,6.0,0,0.0,0.0,0,0.0,1,6.0,2,1,0,0,0,0,6,667.038639165,34000.0,0,0,6.0,4,0,2.0,2,0,1,0,2,0,1,42.5,0,35000.0,68000.0,0.0,0,70000,6.0,6.0,1
604,1,3.0,0,6.0,1,2.0,1.0,0,8.0,0,6.0,1,1,0,0,0,0,7,340.71936549316666,8333.333333,0,1,6.0,3,0,2.0,6,0,1,2,1,0,7,28.83333333,0,10000.0,50000.0,7.0,0,60000,6.0,6.0,0
606,0,2.0,0,5.0,1,2.0,1.0,0,7.0,1,4.0,1,0,1,0,0,0,6,303.4497116425,13750.0,0,0,5.0,4,1,1.0,4,0,1,2,1,0,2,31.75,0,25000.0,55000.0,5.0,0,100000,6.0,6.0,1
608,0,3.0,0,6.0,0,0.0,1.0,0,8.0,1,6.0,1,0,0,0,0,0,7,829.736953251,16666.66667,0,0,6.0,5,0,2.0,3,0,1,0,1,0,9,36.0,0,26666.66667,50000.0,5.0,0,80000,6.0,6.0,1
609,0,1.0,0,5.0,0,2.0,1.0,1,5.0,1,5.0,1,1,0,0,0,2,7,478.3022436733334,5666.666667,0,0,5.0,3,0,2.0,3,0,1,0,1,0,8,47.0,0,8000.0,17000.0,4.0,0,24000,5.0,6.0,0
610,0,4.0,0,3.0,0,2.0,1.0,1,6.0,0,3.0,1,0,1,0,0,1,7,887.738700045,12500.0,0,0,5.0,2,0,1.0,2,0,1,0,1,0,10,48.0,0,20000.0,25000.0,4.0,0,40000,3.0,3.0,0
611,0,1.0,0,6.0,1,2.0,1.0,1,6.0,1,6.0,1,0,0,0,0,1,7,253.10050435714285,2142.857143,0,1,6.0,4,0,2.0,7,0,0,1,1,0,7,38.85714286,0,3965.142857,15000.0,5.0,0,27756,6.0,5.0,0
612,0,2.0,0,6.0,1,2.0,1.0,0,4.0,0,6.0,1,1,0,0,0,0,7,477.1397665266666,6500.0,0,0,6.0,2,1,3.0,3,0,0,1,0,0,2,36.66666667,0,11666.66667,19500.0,4.0,0,35000,6.0,5.0,0
613,0,3.0,0,2.0,0,2.0,1.0,1,7.0,1,6.0,1,0,1,0,0,1,7,646.9378662285,25000.0,0,0,5.0,3,0,1.0,2,0,1,0,0,0,10,40.5,1,12000.0,50000.0,5.0,0,24000,2.0,5.0,0
614,0,3.0,1,4.0,0,2.0,1.0,0,6.0,0,6.0,1,1,0,0,0,0,7,101.25647844,10000.0,0,0,5.0,4,0,1.0,2,0,1,0,0,0,1,34.5,0,60000.0,20000.0,5.0,0,120000,6.0,6.0,1
615,0,3.0,1,6.0,0,2.0,1.0,0,6.0,0,6.0,1,0,0,0,0,0,7,1260.7114648950003,15000.0,0,0,5.0,2,0,1.0,2,0,0,0,1,0,1,29.0,0,20000.0,30000.0,3.0,0,40000,6.0,6.0,0
616,0,3.0,0,3.0,0,0.0,1.0,1,8.0,0,6.0,1,0,0,0,0,2,7,212.86021767283333,3333.333333,0,1,0.0,3,0,2.0,6,0,0,0,1,0,7,43.83333333,0,333.3333333,20000.0,5.0,0,2000,5.0,3.0,0
619,0,2.0,0,1.0,0,0.0,1.0,1,7.0,0,6.0,1,0,0,0,0,2,7,903.4186596315,20000.0,0,0,5.0,2,0,2.0,2,1,0,0,2,0,6,75.5,0,40000.0,40000.0,4.0,0,80000,1.0,5.0,1
621,0,2.0,0,4.0,0,0.0,0.0,1,4.0,1,6.0,1,0,0,1,0,1,7,2251.7965049530003,25000.0,0,0,4.0,3,0,1.0,1,0,1,0,1,1,5,64.0,0,50000.0,25000.0,3.0,0,50000,6.0,5.0,1
623,0,2.0,0,6.0,1,0.0,1.0,0,6.0,1,6.0,1,0,1,0,0,0,7,177.45655621,31166.66667,0,0,6.0,7,1,1.0,3,0,3,1,1,0,2,30.66666667,0,66666.66667,93500.0,4.0,0,200000,6.0,6.0,1
624,0,5.0,0,2.0,0,2.0,1.0,1,6.0,1,6.0,1,1,0,0,0,1,7,566.592835225,12500.0,0,0,4.0,2,0,3.0,4,0,1,0,1,0,8,50.5,0,27500.0,50000.0,5.0,0,110000,3.0,6.0,1
625,1,2.0,0,6.0,1,2.0,1.0,1,5.0,1,5.0,1,1,0,0,0,2,7,290.38512469280005,10000.0,0,1,6.0,5,0,2.0,5,0,0,1,1,0,7,40.8,0,15312.0,50000.0,4.0,0,76560,6.0,5.0,0
627,0,3.0,0,2.0,0,2.0,1.0,0,5.0,1,2.0,1,1,0,0,0,0,7,614.2359742666667,16666.66667,0,0,3.0,2,0,2.0,3,0,1,0,1,0,9,41.66666667,0,20000.0,50000.0,4.0,0,60000,2.0,2.0,0
629,0,3.0,0,6.0,1,0.0,1.0,1,3.0,0,6.0,1,0,0,0,0,2,7,263.12915375000006,2875.0,0,0,7.0,2,0,1.0,4,0,0,1,1,0,8,48.0,0,3330.0,11500.0,4.0,0,13320,6.0,6.0,0
630,0,5.0,0,6.0,0,2.0,1.0,1,8.0,1,6.0,1,0,2,0,0,2,7,728.2300591023333,6666.666667,0,0,6.0,3,0,2.0,3,0,0,0,1,0,8,56.66666667,0,25000.0,20000.0,8.0,0,75000,5.0,6.0,1
631,0,2.0,0,6.0,0,2.0,1.0,1,7.0,1,6.0,1,0,0,0,0,2,7,938.32698993,9150.0,0,0,6.0,1,0,2.0,2,1,0,0,1,0,6,73.0,0,22500.0,18300.0,4.0,0,45000,6.0,6.0,0
632,0,0.0,1,6.0,0,0.0,1.0,0,6.0,0,6.0,1,0,0,0,0,0,7,600.9429635349999,12500.0,0,0,6.0,2,0,1.0,2,0,0,0,1,0,1,49.5,0,20000.0,25000.0,4.0,0,40000,6.0,6.0,0
633,0,1.0,0,3.0,0,2.0,1.0,1,8.0,0,2.0,1,1,0,0,0,2,7,404.1855521335,7415.0,0,0,5.0,2,0,2.0,2,1,0,0,1,0,6,78.0,0,17500.0,14830.0,6.0,0,35000,3.0,2.0,0
634,0,0.0,0,2.0,0,0.0,0.0,1,3.0,0,6.0,1,0,1,0,0,2,7,1030.126020225,30000.0,0,0,2.0,2,0,1.0,2,1,1,0,1,0,6,58.0,0,30000.0,60000.0,2.0,0,60000,6.0,6.0,1
636,0,3.0,0,6.0,0,2.0,1.0,1,7.0,1,5.0,1,0,0,0,0,2,7,698.1663427485001,8150.0,0,0,7.0,3,0,1.0,2,1,0,0,1,0,6,66.5,0,22800.0,16300.0,6.0,0,45600,6.0,6.0,1
637,1,5.0,0,6.0,0,2.0,1.0,1,8.0,1,6.0,2,0,2,0,0,2,7,1759.216127463,15000.0,0,0,6.0,3,0,2.0,2,1,1,0,1,0,6,59.0,0,25000.0,30000.0,8.0,0,50000,6.0,6.0,1
638,0,3.0,0,6.0,0,2.0,1.0,0,8.0,1,6.0,1,1,0,0,0,0,7,925.1671363966666,16666.66667,0,0,6.0,5,0,2.0,3,0,1,0,1,0,9,40.66666667,0,23333.33333,50000.0,7.0,0,70000,6.0,6.0,1
640,0,3.0,0,6.0,0,3.0,0.0,1,5.0,0,6.0,1,1,0,0,0,1,7,259.938237818,714.2857143,0,1,5.0,3,0,2.0,7,0,0,0,1,0,7,42.28571429,0,3571.428571,5000.0,3.0,0,25000,6.0,6.0,0
641,0,1.0,0,6.0,0,1.0,1.0,1,5.0,0,6.0,1,1,0,1,0,1,7,183.23168500000008,4550.0,0,0,2.0,2,0,2.0,1,0,0,0,0,1,5,71.0,0,5600.0,4550.0,2.0,0,5600,6.0,6.0,0
642,0,1.0,0,6.0,1,2.0,0.0,0,3.0,0,6.0,1,1,0,0,0,0,7,571.3013574566668,3666.666667,0,0,6.0,2,1,1.0,3,0,0,1,1,0,2,17.66666667,0,26666.66667,11000.0,3.0,0,80000,6.0,6.0,1
644,0,5.0,0,4.0,1,2.0,1.0,1,5.0,0,6.0,1,0,0,0,0,2,3,14.861638714,4000.0,0,1,4.0,3,0,2.0,5,0,0,1,1,0,7,48.0,0,6000.0,20000.0,4.0,0,30000,6.0,6.0,0
645,0,3.0,0,3.0,0,2.0,1.0,1,7.0,0,3.0,1,1,1,0,0,2,7,576.0625081056668,16666.66667,0,0,6.0,2,0,3.0,3,0,0,0,1,0,8,67.66666667,0,33333.33333,50000.0,3.0,0,100000,3.0,3.0,1
648,0,2.0,0,4.0,1,2.0,0.0,0,8.0,0,6.0,1,1,0,0,0,0,7,405.0972933333333,9333.333333,0,0,5.0,2,1,2.0,3,0,0,1,0,0,2,25.66666667,0,6666.666667,28000.0,6.0,0,20000,4.0,6.0,0
650,0,3.0,0,6.0,1,0.0,1.0,1,5.0,0,6.0,1,0,0,0,0,1,7,199.97409968,675.0,0,0,6.0,4,0,4.0,4,0,0,1,0,0,8,35.5,0,250.0,2700.0,5.0,0,1000,6.0,6.0,0
651,1,2.0,0,2.0,1,0.0,1.0,1,8.0,0,6.0,2,1,0,0,0,2,7,38.823302958,5000.0,0,1,5.0,4,0,4.0,5,0,0,1,2,0,7,46.6,0,12000.0,25000.0,7.0,0,60000,2.0,6.0,0
653,0,3.0,0,4.0,1,0.0,0.0,0,7.0,0,6.0,1,1,0,0,0,0,7,76.10265759180001,13200.0,0,1,4.0,3,0,1.0,5,0,1,1,1,0,7,32.2,0,18000.0,66000.0,5.0,0,90000,4.0,6.0,0
656,0,2.0,0,6.0,0,2.0,0.0,1,7.0,1,6.0,1,0,0,0,0,2,7,990.4875962815,4150.0,0,0,5.0,2,0,3.0,2,1,0,0,1,0,6,66.0,0,10000.0,8300.0,5.0,0,20000,6.0,6.0,0
658,0,2.0,0,5.0,0,2.0,0.0,1,7.0,1,5.0,1,0,1,0,0,2,7,425.1214049333333,2833.333333,0,0,7.0,2,0,1.0,3,0,0,0,0,0,8,62.66666667,0,20000.0,8500.0,7.0,0,60000,5.0,5.0,0
659,0,0.0,0,4.0,1,2.0,1.0,1,4.0,0,4.0,1,0,0,0,0,1,7,36.44087416666667,2733.333333,1,0,3.0,3,0,1.0,3,0,0,2,0,0,4,26.66666667,0,6666.666667,8200.0,3.0,0,20000,4.0,4.0,0
660,0,3.0,0,2.0,0,1.0,0.0,1,7.0,0,6.0,1,0,0,0,0,2,6,31.0153803265,6833.333333,0,1,4.0,3,0,1.0,6,0,1,0,1,0,7,44.83333333,0,1666.666667,41000.0,5.0,0,10000,2.0,6.0,0
661,0,2.0,0,6.0,0,1.0,0.0,1,5.0,0,6.0,1,1,0,0,0,1,7,39.80370613,5033.333333,0,0,6.0,2,0,1.0,3,0,0,0,1,0,8,45.66666667,0,13333.33333,15100.0,4.0,0,40000,6.0,6.0,0
662,0,3.0,0,6.0,1,2.0,1.0,0,4.0,0,6.0,1,0,0,0,0,0,7,449.43793798,5375.0,0,0,6.0,2,0,1.0,4,0,0,1,1,0,9,30.0,0,25000.0,21500.0,3.0,0,100000,6.0,6.0,1
663,0,4.0,0,5.0,0,2.0,1.0,1,7.0,1,6.0,1,0,0,0,0,3,7,163.94933343333332,16666.66667,0,0,4.0,1,0,1.0,3,0,0,0,0,0,8,68.66666667,0,26666.66667,50000.0,8.0,0,80000,5.0,5.0,1
664,1,4.0,0,6.0,0,1.0,1.0,1,6.0,0,6.0,1,1,0,0,0,1,7,631.10708236225,9000.0,0,0,6.0,1,0,1.0,4,0,1,0,1,0,8,42.25,0,25000.0,36000.0,5.0,0,100000,6.0,6.0,1
665,0,2.0,0,5.0,0,2.0,0.0,0,4.0,0,6.0,1,0,0,0,0,0,7,95.14981507666666,10300.0,0,0,6.0,3,0,1.0,3,0,1,0,1,0,9,36.33333333,0,13333.33333,30900.0,4.0,0,40000,5.0,6.0,0
667,0,1.0,0,4.0,0,2.0,1.0,0,4.0,0,6.0,1,1,0,0,0,0,7,330.86434241,13333.33333,0,0,5.0,2,0,2.0,3,0,1,0,1,0,9,38.33333333,0,16666.66667,40000.0,3.0,0,50000,6.0,5.0,0
668,0,4.0,0,5.0,0,2.0,1.0,1,7.0,0,6.0,1,1,0,0,0,2,7,60.2800744,7500.0,0,0,4.0,1,0,2.0,2,1,0,0,0,0,6,67.5,0,500.0,15000.0,5.0,0,1000,5.0,6.0,0
669,0,3.0,0,4.0,0,0.0,1.0,0,5.0,0,4.0,1,0,0,0,0,0,7,67.35452027666666,12150.0,0,0,6.0,4,0,1.0,3,0,0,0,1,0,9,39.66666667,0,11666.66667,36450.0,4.0,0,35000,4.0,4.0,0
670,0,3.0,0,5.0,0,2.0,1.0,1,6.0,0,6.0,1,1,0,0,0,3,7,388.61046911,10333.33333,0,0,5.0,3,0,1.0,3,0,1,0,1,0,8,69.33333333,0,16000.0,31000.0,7.0,0,48000,6.0,5.0,0
671,0,2.0,0,5.0,0,0.0,0.0,1,6.0,1,5.0,1,0,0,1,0,1,7,1801.68122561,35000.0,0,0,5.0,2,0,3.0,1,0,0,0,1,1,5,73.0,0,24000.0,35000.0,4.0,0,24000,5.0,5.0,1
672,0,2.0,0,5.0,0,0.0,0.0,0,4.0,0,4.0,1,1,0,0,0,0,7,84.61960184333333,5666.666667,0,0,4.0,2,0,2.0,3,0,0,0,1,0,9,50.0,0,6666.666667,17000.0,4.0,0,20000,5.0,4.0,0
673,0,0.0,0,5.0,1,2.0,1.0,1,7.0,0,6.0,2,1,0,0,0,1,7,56.63606500750001,3750.0,0,0,2.0,3,0,1.0,4,0,1,1,0,0,8,35.75,0,15000.0,15000.0,8.0,0,60000,6.0,6.0,0
674,1,4.0,0,3.0,1,3.0,1.0,1,3.0,0,5.0,1,0,0,0,0,2,7,372.2615600914,12400.0,0,1,4.0,1,0,3.0,5,0,1,1,1,0,7,43.0,1,16000.0,62000.0,2.0,0,80000,5.0,5.0,0
677,1,5.0,0,5.0,0,2.0,1.0,1,8.0,2,6.0,1,0,0,0,0,2,7,227.780726175,10000.0,0,0,5.0,4,0,1.0,4,0,1,0,1,0,8,50.75,0,17500.0,40000.0,7.0,0,70000,6.0,6.0,0
680,0,4.0,0,5.0,0,0.0,1.0,1,5.0,0,6.0,1,0,0,0,0,1,7,684.8115173066667,5166.666667,0,0,6.0,3,0,4.0,3,0,0,0,1,0,8,45.66666667,0,11666.66667,15500.0,2.0,0,35000,5.0,5.0,0
682,0,4.0,0,5.0,0,2.0,1.0,0,8.0,0,5.0,1,0,0,0,0,0,7,44.70396991666667,1666.666667,0,0,5.0,3,0,1.0,3,0,0,0,0,0,9,42.0,0,2666.666667,5000.0,5.0,0,8000,5.0,5.0,0
685,0,2.0,1,6.0,0,4.0,0.0,0,4.0,1,6.0,1,0,0,0,0,0,7,891.478374655,25650.0,0,0,5.0,2,0,0.0,2,0,2,0,1,0,1,45.5,0,36000.0,51300.0,3.0,0,72000,6.0,6.0,1
687,0,2.0,0,6.0,0,1.0,0.0,1,7.0,0,6.0,2,0,0,0,0,2,7,41.86225225,6550.0,0,0,5.0,2,0,1.0,4,0,0,0,3,0,8,41.0,0,25000.0,26200.0,3.0,0,100000,6.0,6.0,1
691,1,3.0,0,6.0,1,2.0,1.0,0,8.0,0,3.0,1,1,0,0,0,0,7,481.2950825144,6200.0,0,1,4.0,4,0,1.0,5,0,1,1,2,0,7,31.0,0,20000.0,31000.0,8.0,0,100000,6.0,6.0,0
693,0,4.0,0,6.0,0,0.0,2.0,1,8.0,1,6.0,1,1,0,0,0,1,7,1466.53302487,23250.0,0,0,6.0,7,0,4.0,2,1,0,0,1,0,6,54.5,0,30000.0,46500.0,5.0,0,60000,6.0,6.0,1
696,0,2.0,0,6.0,1,2.0,1.0,0,7.0,1,6.0,2,0,1,0,0,0,7,495.6266000976666,14000.0,0,0,5.0,5,1,1.0,3,0,1,1,1,0,2,24.33333333,0,16666.66667,42000.0,6.0,0,50000,6.0,6.0,0
697,0,4.0,0,6.0,0,2.0,1.0,1,6.0,1,6.0,1,1,0,1,0,1,4,746.1664029,18000.0,0,0,6.0,2,0,1.0,1,0,1,0,1,1,5,56.0,0,10000.0,18000.0,4.0,0,10000,5.0,6.0,0
698,0,4.0,0,6.0,1,2.0,1.0,1,8.0,1,5.0,2,1,0,0,0,1,7,192.5671222538,5860.0,0,1,7.0,6,0,2.0,5,0,0,2,1,0,7,31.8,0,11000.0,29300.0,8.0,0,55000,6.0,6.0,0
700,0,3.0,0,5.0,0,2.0,1.0,1,6.0,1,5.0,1,1,0,0,0,2,7,289.473970719,2200.0,0,0,7.0,2,0,1.0,2,1,0,0,1,0,6,65.0,0,1000.0,4400.0,3.0,0,2000,5.0,5.0,0
703,0,1.0,0,5.0,1,2.0,0.0,1,8.0,0,5.0,1,0,0,0,0,2,7,36.73826520000001,6000.0,0,1,4.0,1,0,3.0,5,0,0,2,1,0,7,40.2,0,1400.0,30000.0,5.0,0,7000,6.0,5.0,0
704,0,1.0,0,6.0,0,2.0,1.0,1,8.0,1,6.0,1,1,0,0,0,2,7,356.98585194333333,23333.33333,0,0,6.0,1,0,1.0,3,0,1,0,1,0,8,45.0,0,25000.0,70000.0,5.0,0,75000,5.0,5.0,1
705,0,0.0,0,1.0,1,0.0,0.0,0,2.0,1,5.0,1,0,0,0,1,0,7,380.61679222,10000.0,0,0,5.0,2,0,1.0,2,0,0,1,0,0,3,26.0,0,10000.0,20000.0,4.0,0,20000,5.0,5.0,0
706,0,1.0,0,5.0,0,2.0,1.0,1,5.0,1,6.0,1,1,0,0,0,2,7,221.43272118066668,13333.33333,0,0,5.0,1,0,2.0,3,0,1,0,1,0,8,47.66666667,0,16666.66667,40000.0,3.0,0,50000,5.0,5.0,0
707,0,2.0,0,6.0,0,2.0,1.0,0,5.0,0,6.0,1,0,0,0,0,0,2,455.00737545,14500.0,0,0,5.0,3,0,2.0,2,0,1,0,0,0,11,23.5,0,40000.0,29000.0,4.0,0,80000,6.0,6.0,1
708,0,2.0,0,6.0,1,2.0,1.0,1,7.0,0,6.0,2,1,0,0,0,1,7,1050.2212890734,7200.0,0,1,5.0,3,0,2.0,5,0,0,1,1,0,7,32.6,0,6000.0,36000.0,4.0,0,30000,6.0,6.0,0
709,0,4.0,0,6.0,1,2.0,1.0,0,8.0,0,6.0,1,0,0,0,0,0,7,70.86986955266666,13333.33333,0,0,6.0,1,1,2.0,3,0,0,1,1,0,2,31.66666667,0,16666.66667,40000.0,5.0,0,50000,6.0,6.0,0
710,0,3.0,0,4.0,0,2.0,1.0,1,1.0,0,6.0,1,1,0,0,0,2,7,689.0038602100001,18000.0,0,0,5.0,4,0,2.0,2,1,0,0,1,0,6,65.0,0,24000.0,36000.0,1.0,0,48000,3.0,5.0,1
711,0,2.0,1,5.0,0,2.0,1.0,0,5.0,1,6.0,1,1,0,0,0,0,7,1100.95793076,7000.0,0,0,5.0,3,0,2.0,2,0,0,0,0,0,1,53.5,0,7500.0,14000.0,3.0,0,15000,6.0,5.0,0
712,0,2.0,0,4.0,0,2.0,1.0,1,7.0,1,6.0,1,1,0,0,0,3,7,455.35781513,13333.33333,0,0,5.0,1,0,1.0,3,0,0,0,0,0,8,63.66666667,0,16666.66667,40000.0,6.0,0,50000,4.0,4.0,0
714,0,1.0,0,5.0,0,0.0,1.0,1,6.0,0,6.0,1,0,0,1,0,1,7,218.99969,15000.0,0,0,4.0,1,0,2.0,1,0,0,0,0,1,5,56.0,0,0.0,15000.0,8.0,0,0,6.0,5.0,0
716,0,2.0,0,4.0,1,2.0,1.0,0,6.0,0,6.0,1,0,0,0,0,0,3,227.05180816666663,6400.0,0,0,5.0,3,1,2.0,3,0,0,1,1,0,2,34.66666667,0,6666.666667,19200.0,5.0,0,20000,6.0,6.0,0
717,0,2.0,0,5.0,0,2.0,1.0,1,7.0,0,5.0,1,1,0,0,0,2,7,74.980451,11750.0,0,0,5.0,7,0,2.0,2,1,0,0,1,0,6,70.0,0,17500.0,23500.0,5.0,0,35000,5.0,6.0,0
718,0,2.0,0,5.0,0,2.0,1.0,1,6.0,1,6.0,1,0,0,0,0,1,7,769.458936585,15000.0,0,0,5.0,1,0,2.0,2,1,0,0,1,0,6,54.5,0,5000.0,30000.0,4.0,0,10000,5.0,5.0,0
719,0,2.0,0,1.0,0,1.0,0.0,1,2.0,0,1.0,1,0,0,1,0,1,7,609.55774928,7800.0,0,0,4.0,1,0,3.0,1,0,0,0,1,1,5,58.0,0,20000.0,7800.0,4.0,0,20000,1.0,1.0,0
721,0,3.0,0,5.0,0,2.0,0.0,1,3.0,1,5.0,1,0,0,0,0,2,7,420.56254143500007,9000.0,0,0,7.0,1,0,1.0,2,1,0,0,1,0,6,70.0,0,10000.0,18000.0,5.0,0,20000,5.0,5.0,0
723,0,3.0,0,6.0,0,1.0,0.0,0,7.0,0,6.0,1,0,0,0,0,0,7,94.32234114333336,8200.0,0,0,5.0,2,0,1.0,3,0,0,0,1,0,9,35.33333333,0,5000.0,24600.0,6.0,0,15000,6.0,6.0,0
725,1,2.0,0,5.0,0,2.0,0.0,1,5.0,0,6.0,1,1,0,0,0,2,7,16.395663375,5700.0,0,0,5.0,3,0,1.0,4,0,0,0,1,0,8,46.75,0,5000.0,22800.0,4.0,0,20000,6.0,6.0,0
726,0,3.0,0,5.0,0,2.0,1.0,1,6.0,0,6.0,1,0,0,0,0,2,7,520.557837395,25000.0,0,0,5.0,1,0,1.0,2,1,0,0,0,0,6,67.5,0,20000.0,50000.0,5.0,0,40000,5.0,5.0,0
727,0,2.0,0,6.0,0,2.0,0.0,1,6.0,0,6.0,1,0,0,0,0,2,7,269.56451189,3050.0,0,0,5.0,3,0,3.0,2,1,0,0,1,0,6,64.5,0,6000.0,6100.0,3.0,0,12000,6.0,6.0,0
728,0,3.0,1,5.0,0,1.0,0.0,0,7.0,1,6.0,1,1,0,0,0,0,7,217.358337205,10000.0,0,0,5.0,2,0,1.0,2,0,0,0,1,0,1,38.0,0,10000.0,20000.0,6.0,0,20000,6.0,6.0,0
729,0,3.0,0,5.0,0,2.0,1.0,1,7.0,0,6.0,1,1,0,0,0,2,7,56.053793250000005,10000.0,0,0,5.0,2,0,1.0,4,0,1,0,1,0,8,51.75,0,6250.0,40000.0,4.0,0,25000,5.0,6.0,0
730,0,1.0,0,3.0,0,2.0,1.0,1,5.0,1,3.0,1,1,0,0,0,2,7,262.99398125,2550.0,0,0,5.0,1,0,2.0,2,1,0,0,0,0,6,56.0,0,10000.0,5100.0,4.0,0,20000,3.0,3.0,0
731,0,3.0,0,5.0,1,2.0,2.0,1,5.0,0,4.0,1,1,0,0,0,2,7,69.2495844445,1333.333333,0,1,5.0,1,0,4.0,6,0,0,2,1,0,7,36.0,0,5000.0,8000.0,4.0,0,30000,5.0,4.0,0
732,0,1.0,0,4.0,0,2.0,0.0,1,6.0,0,4.0,1,0,0,0,0,2,7,349.0162900000001,360.0,0,0,6.0,1,0,0.0,2,1,0,0,0,0,6,73.5,0,360.0,720.0,7.0,0,720,4.0,4.0,0
733,0,1.0,0,5.0,0,0.0,1.0,0,5.0,1,5.0,1,1,0,0,0,0,7,339.76889318,12500.0,0,0,5.0,3,0,1.0,3,0,0,0,1,0,9,41.66666667,0,26666.66667,37500.0,3.0,0,80000,5.0,4.0,1
734,0,4.0,0,6.0,1,2.0,1.0,1,4.0,1,6.0,1,0,0,0,0,1,7,217.0244127475,11250.0,0,0,6.0,2,1,2.0,4,0,0,1,1,0,2,36.0,0,17500.0,45000.0,3.0,0,70000,6.0,6.0,0
735,0,3.0,0,3.0,0,0.0,0.0,1,6.0,0,6.0,1,0,0,0,0,2,6,335.95620442233337,2833.333333,0,0,4.0,2,0,2.0,3,0,0,0,1,0,8,50.0,0,6666.666667,8500.0,5.0,0,20000,6.0,6.0,0
736,0,2.0,0,6.0,1,2.0,1.0,1,7.0,0,6.0,2,1,0,0,0,2,7,384.368589116,6000.0,0,1,4.0,2,0,1.0,5,0,1,1,1,0,7,52.0,0,10000.0,30000.0,5.0,0,50000,6.0,6.0,0
737,0,1.0,0,2.0,0,0.0,0.0,1,8.0,0,6.0,1,1,0,0,0,2,7,582.231625,2000.0,0,0,3.0,1,0,1.0,3,0,0,0,0,0,8,58.0,0,2000.0,6000.0,8.0,0,6000,5.0,6.0,0
738,0,2.0,0,6.0,0,2.0,1.0,0,8.0,0,6.0,1,1,0,0,0,0,7,269.5476473333333,10000.0,0,0,6.0,1,0,2.0,3,0,1,0,1,0,9,36.66666667,0,10000.0,30000.0,5.0,0,30000,6.0,6.0,0
739,0,3.0,1,2.0,0,0.0,0.0,0,6.0,0,6.0,1,0,0,0,0,0,7,135.97484836,1600.0,0,0,5.0,2,0,3.0,2,0,0,0,0,0,1,52.5,0,25000.0,3200.0,4.0,0,50000,3.0,3.0,1
740,0,1.0,0,6.0,1,3.0,1.0,0,7.0,0,6.0,1,0,0,0,0,0,7,204.867026,7075.0,0,0,6.0,2,1,4.0,4,0,0,1,1,0,2,33.0,0,5000.0,28300.0,4.0,0,20000,6.0,5.0,0
