id,region_codes
13193,5
13194,5
13197,5
13203,5
13219,5
13221,5
13235,5
13237,5
13247,5
13251,5
13253,5
13254,5
13255,5
13258,5
13259,5
13268,5
13281,5
13286,5
13287,5
13291,5
13300,5
13305,5
13310,5
13311,5
13312,5
13313,5
13322,5
13327,5
13332,5
13335,5
13342,5
13345,5
13351,5
13352,5
13360,5
13364,5
13375,5
13381,5
13384,5
13388,5
13398,5
13400,5
13402,5
13411,5
13412,5
13418,5
13424,5
13426,5
13434,5
13437,5
13438,5
13441,5
13446,5
13447,5
13450,5
13453,5
13456,5
13466,5
13481,5
13483,5
13490,5
13499,5
13522,5
13529,5
13534,5
13539,5
13543,5
13544,5
13547,5
13550,5
13551,5
13552,5
13561,5
13562,5
13564,5
13573,5
13577,5
13580,5
13583,5
13597,5
13601,5
13605,5
13610,5
13618,5
13629,5
13631,5
13642,5
13645,5
13646,5
13650,5
13651,5
13652,5
13654,5
13658,5
13668,5
13672,5
13673,5
13688,5
13701,5
13704,5
13707,5
13710,5
13711,5
13713,5
13719,5
13723,5
13727,5
13732,5
13749,5
13757,5
13759,5
13761,5
13762,5
13764,5
13781,5
13799,5
13808,5
13826,5
13830,5
13837,5
13853,5
13872,5
13873,5
13893,5
13895,5
13898,5
13903,5
13907,5
13909,5
13913,5
13914,5
13918,5
13919,5
13921,5
13924,5
13936,5
13947,5
13951,5
13953,5
13974,5
14019,5
14029,5
14032,5
14034,5
14039,5
14042,5
14046,5
14059,5
14060,5
14065,5
14068,5
14074,5
14088,5
14090,5
14091,5
14095,5
14098,5
14101,5
14103,5
14110,5
14121,5
14132,7
14142,7
14147,7
14154,7
14175,7
14188,7
14189,7
14191,7
14196,7
14197,7
14198,7
14208,7
14209,7
14220,7
14221,7
14229,7
14243,7
14252,7
14254,7
14271,7
14277,7
14283,7
14289,7
14291,7
14300,7
14301,7
14309,7
14314,7
14318,7
14319,7
14320,7
14330,7
14331,7
14334,7
14335,7
14343,7
14347,7
14375,7
14384,7
14385,7
14401,7
14419,7
14425,7
14431,7
14445,7
14449,7
14450,7
14452,7
14454,7
14458,7
14459,7
14465,7
14468,7
14484,7
14486,7
14495,7
14498,7
14499,7
14504,7
14507,7
14512,7
14518,7
14520,7
14532,7
14539,7
14540,7
14545,7
14554,7
14564,7
14574,7
14575,7
14578,7
14588,7
14592,7
14593,7
14600,7
14609,7
14618,7
14620,7
14627,7
14628,7
14631,7
14639,7
14640,7
14642,7
14646,7
14657,7
14671,7
14679,7
14687,7
14688,7
14696,7
14698,7
14702,7
14707,7
14713,7
14720,7
14721,7
14735,7
14741,7
14751,7
14752,7
14756,7
14762,7
14775,7
14777,7
14778,7
14781,7
14784,7
14785,7
14805,7
14813,7
14821,7
14828,7
14832,7
14858,7
14862,7
14870,7
14889,7
14924,7
14928,7
14935,7
14942,7
14943,7
14949,7
14953,7
14958,7
14961,7
14963,7
14965,7
14966,7
14969,7
14973,7
14987,7
14991,7
14994,7
14997,7
14998,7
15000,7
15001,7
15005,7
15006,7
15015,7
15024,7
15026,7
15027,7
15029,7
15031,7
15032,7
15035,7
15042,7
15053,7
15059,7
15060,7
15067,7
15070,7
15071,7
15076,7
15082,7
15083,7
15084,7
15091,7
15093,7
15101,7
15102,7
15105,7
15111,7
15113,7
15114,7
15115,7
15117,7
15121,7
15132,7
15137,7
15140,7
15142,7
15145,7
15146,7
15151,7
15157,7
15163,7
15166,7
15167,7
15168,7
15182,7
15184,7
15186,7
15188,7
15190,7
15191,7
15193,7
15194,7
15195,7
15196,7
15197,7
15200,7
15201,7
15207,7
15211,7
15212,7
15218,7
15220,7
15230,7
15232,7
15237,7
15243,7
15253,7
15259,7
15260,7
15265,7
15266,7
15270,7
15274,7
15275,7
15281,7
15284,7
15286,7
15290,7
15291,7
15292,7
15295,7
15299,7
15311,7
15314,7
15319,7
15325,7
15330,7
15332,7
15336,7
15341,7
15349,7
15352,7
15356,7
15357,7
15358,7
15362,7
15364,7
15365,7
15371,7
15372,7
15373,7
15375,7
15377,7
15378,7
15379,7
15382,7
15389,7
15392,7
15403,7
15407,7
15415,7
15416,7
15417,7
15419,7
15422,7
15431,7
15432,7
15440,7
15442,7
15443,7
15445,7
15446,7
15447,7
15457,7
15459,7
15460,7
15465,7
15473,7
15475,7
15492,7
15493,7
15498,7
15502,7
15504,7
15508,7
15509,7
15515,7
15516,7
15518,7
15519,7
15521,7
15522,7
15525,7
15526,7
15527,7
15528,7
15531,7
15541,7
15545,7
15547,7
15550,7
15552,7
15564,7
15565,7
15567,7
15570,7
15577,7
15578,7
15583,7
15589,7
15596,7
15598,7
15602,7
15603,7
15607,7
15608,7
15614,7
15619,7
15621,7
15624,7
15626,7
15628,7
15635,7
15639,7
15645,7
15653,7
15655,7
15657,7
15660,7
15662,7
15665,7
15666,7
15672,7
15675,7
15676,7
15680,7
15681,7
15683,7
15690,7
15691,7
15693,7
15701,7
15706,7
15710,7
15714,7
15719,7
15720,7
15722,7
15726,7
15738,7
15739,7
15740,7
15745,7
15747,7
15752,7
15756,7
15761,7
15768,7
15776,7
15778,7
15783,7
15784,7
15787,7
15789,7
15793,7
15794,7
15798,7
15800,7
15808,7
15815,7
15818,7
15823,7
15835,7
15837,7
15841,7
15844,7
15850,7
15861,7
15871,7
15876,7
15881,7
15887,7
15888,7
15889,7
15892,7
15896,7
15897,7
15899,7
15909,7
15917,7
15918,7
15931,7
15932,7
15937,7
15941,7
15948,7
15950,7
15952,7
15953,7
15954,7
15956,7
15958,7
15961,7
15967,7
15971,7
15974,7
15977,7
15979,7
15980,7
15982,7
15984,7
15988,7
15989,7
15991,7
15993,7
15996,7
15997,7
16000,7
16009,7
16010,7
16014,7
16016,7
16022,7
16029,7
16032,7
16042,7
16046,7
16050,7
16051,7
16054,7
16059,7
16063,7
16073,7
16074,7
16075,7
16077,7
16082,7
16088,7
16089,7
16097,7
16100,7
16103,7
16108,7
16109,7
16113,7
16117,7
16137,7
16142,7
16148,7
16149,7
16152,7
16153,7
16154,7
16160,7
16164,7
16165,7
16168,7
16174,7
16175,7
16185,7
16189,7
16193,7
16194,7
16198,7
16208,7
16209,7
16210,7
16213,7
16218,7
16220,7
16221,7
16232,7
16238,7
16245,7
16252,7
16256,7
16257,7
16264,7
16265,7
16274,7
16284,7
16287,7
16289,7
16293,7
16296,7
16299,7
16306,7
16309,7
16311,7
16312,7
16313,7
16315,7
16323,7
16329,7
16331,7
16336,7
16343,7
16346,7
16350,7
16351,7
16353,7
16358,7
16365,7
16368,7
16369,7
16370,7
16372,7
16374,7
16384,7
16399,7
16400,7
16416,7
16426,7
16428,7
16435,7
16438,7
16442,7
16446,7
16448,7
16450,7
16452,7
16453,7
16455,7
16459,7
16461,7
16464,7
16470,7
16472,7
16477,7
16483,7
16486,7
16488,7
16497,7
16498,7
16499,7
16501,7
16516,7
16517,7
16519,7
16520,7
16524,7
16525,7
16528,7
16530,7
16531,7
16542,7
16547,7
16555,7
16562,7
16568,7
16569,7
16570,7
16591,7
16593,7
16595,7
16597,7
16604,7
16606,7
16611,7
16614,7
16616,7
16620,7
16631,7
16638,7
16640,7
16641,7
16647,7
16654,7
16659,7
16663,7
16669,7
16673,7
16674,7
16687,7
16690,7
16693,7
16695,7
16696,7
16698,7
16705,7
16708,7
16710,7
16720,7
16721,7
16722,7
16728,7
16732,7
16733,7
16736,7
16737,7
16742,7
16745,7
16752,7
16753,7
16754,7
16755,7
16756,7
16760,7
16767,7
16769,7
16775,7
16776,7
16780,7
16787,7
16789,7
16792,7
16798,7
16800,7
16802,7
16804,7
16807,7
16809,7
16813,7
16822,7
16828,7
16847,7
16851,7
16854,7
16855,7
16860,7
16868,7
16869,7
16870,7
16872,7
16875,7
16882,7
16886,6
16892,6
16894,6
16898,6
16899,6
16900,6
16902,6
16903,6
16909,6
16913,6
16916,6
16921,6
16931,6
16935,6
16939,6
16943,6
16949,6
16952,6
16957,6
16958,6
16960,6
16961,6
16966,6
16972,6
16977,6
16983,6
16988,6
16989,6
16993,6
16994,6
17001,6
17011,6
17012,6
17019,6
17021,6
17025,6
17031,6
17036,6
17042,6
17044,6
17046,6
17047,6
17051,6
17055,6
17059,6
17062,6
17063,6
17066,6
17070,6
17074,6
17076,6
17078,6
17080,6
17083,6
17099,6
17103,6
17104,6
17107,6
17108,6
17110,6
17113,6
17116,6
17118,6
17120,6
17121,6
17131,6
17134,6
17151,6
17153,6
17155,6
17156,6
17158,6
17168,6
17171,6
17174,6
17178,6
17183,6
17188,6
17190,6
17197,6
17202,6
17207,6
17208,6
17209,6
17213,6
17214,6
17219,6
17224,6
17225,6
17227,6
17228,6
17231,6
17237,6
17243,6
17245,6
17248,6
17250,6
17252,6
17253,6
17254,6
17262,6
17271,6
17276,6
17281,6
17282,6
17284,6
17287,6
17293,6
17304,6
17309,6
17320,6
17323,6
17327,6
17337,6
17340,6
17344,6
17347,6
17349,6
17352,6
17353,6
17367,6
17371,6
17380,6
17393,6
17395,6
17407,6
17417,6
17421,6
17427,6
17428,6
17438,6
17440,6
17442,6
17443,6
17446,6
17448,6
17462,6
17464,6
17472,6
17474,6
17479,6
17480,6
17484,6
17489,6
17491,6
17495,6
17498,6
17500,6
17504,6
17512,6
17514,6
17519,6
17520,6
17523,6
17527,6
17529,6
17530,6
17534,6
17540,6
17545,6
17553,6
17567,6
17577,6
17578,6
17579,6
17589,6
17590,6
17602,6
17603,6
17604,6
17606,6
17609,6
17618,6
17621,6
17629,6
17635,6
17644,6
17654,6
17655,6
17657,6
17662,6
17666,6
17667,6
17672,6
17683,6
17685,6
17694,6
17695,6
17711,6
17726,6
17732,6
17741,6
17742,6
17746,6
17753,6
17757,6
17760,6
17765,6
17768,6
17770,6
17781,6
17786,6
17791,6
17799,6
17804,6
17822,6
17828,6
17829,6
17836,6
17854,6
17866,6
17873,6
17878,6
17899,6
17904,6
17910,6
17913,6
17930,6
17939,6
17946,6
17954,6
17962,6
17972,6
17994,6
17999,6
18022,6
18026,6
18033,6
18034,6
18058,6
18060,6
18065,6
18067,6
18074,6
18081,6
18082,6
18095,6
18097,6
18101,6
18103,6
18108,6
18109,6
18111,6
18115,6
18116,6
18128,6
18129,6
18133,6
18136,6
18142,6
18148,6
18152,6
18154,6
18156,6
18157,6
18159,6
18165,6
18166,6
18170,6
18175,6
18189,6
